gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
RBM25	5825.488541780927	0.9460712996538385	0.15686615906818724	6.031073274654454	1.628743107802065e-9	8.303384813819035e-7	P-Adj < 0.05
ZNF638	9261.858082648736	0.5242899660833488	0.14846369132408221	3.531435608312293	4.133104784824539e-4	0.007183452541511945	P-Adj < 0.05
FAM120A	8313.506489588963	-0.45618103799117504	0.15783084314123585	-2.8903161695902413	0.003848545453576828	0.03544108275905825	P-Adj < 0.05
CRKL	9712.531345388	-0.34901950210750254	0.10772742244591395	-3.2398389767724427	0.0011959721718813085	0.014758296601015346	P-Adj < 0.05
MDH2	5586.462006259283	-0.38041366263274745	0.13242419497380678	-2.8726900149024313	0.004069932450398372	0.03665909958971965	P-Adj < 0.05
TUFM	6477.6510101081385	-0.4956835289454633	0.15016791617387426	-3.300861739144921	9.638836922273432e-4	0.013215916402317127	P-Adj < 0.05
GPX4	5949.178868134051	-0.6386407674178806	0.19036582536072177	-3.354807861167982	7.942012624857865e-4	0.01113686770349387	P-Adj < 0.05
CLK1	2810.7821528817562	1.2963638441403973	0.24253289755938234	5.3451051679411545	9.036457088192821e-8	1.2389986718699934e-5	P-Adj < 0.05
GSPT1	7629.2498742376	-0.41594029285045386	0.1384864154537054	-3.0034736005532503	0.002669167049437147	0.02670718142440839	P-Adj < 0.05
SRSF10	4030.110048907503	0.5803000140121183	0.17848133371587357	3.2513204710577988	0.0011487029697294423	0.014464280251491142	P-Adj < 0.05
PNN	4498.251985772533	0.691124770484723	0.1941156754612896	3.5603758884611385	3.703243111651536e-4	0.006631228774156947	P-Adj < 0.05
PABPN1	5500.4405303443555	0.6801437213126122	0.18576931598586227	3.6612274621518965	2.510097813207204e-4	0.0053404494853408445	P-Adj < 0.05
RBM5	6838.813532039971	0.8279180350017679	0.16466842870250914	5.027788517357441	4.961686319353831e-7	5.040617346817859e-5	P-Adj < 0.05
CPSF6	6390.006819641235	0.872825174807792	0.1961415938897409	4.449974926269041	8.588031533740381e-6	3.654355487115734e-4	P-Adj < 0.05
MDN1	10232.439757611097	0.6875573234094716	0.16967027365331608	4.052314578182056	5.0713413081969916e-5	0.001564508793578772	P-Adj < 0.05
STAU1	5790.235290990769	-0.4617134305493837	0.11869217866718555	-3.890007208006808	1.0024124446751645e-4	0.00274883768162034	P-Adj < 0.05
NOP56	4531.179349243478	0.43172583004629483	0.15286087921196675	2.8243055533367434	0.004738318932603221	0.0406047608530026	P-Adj < 0.05
RALY	4966.556977558537	-0.4757953115013764	0.17263583787687775	-2.756063383784247	0.005850165913632901	0.04687730348975974	P-Adj < 0.05
SRSF7	3109.5981616951294	0.46413189085092776	0.141794297010494	3.273276151695847	0.0010630855846738365	0.013955825654122492	P-Adj < 0.05
PRPF4B	4368.269812641717	0.4964321170896206	0.14104642806589412	3.5196362211859578	4.3213906126933445e-4	0.007206210832518362	P-Adj < 0.05
RBM33	7600.095509428493	0.902731135849625	0.21787862257895685	4.143275394181845	3.423803842061124e-5	0.0011736038725287299	P-Adj < 0.05
GPATCH8	6099.833362277308	0.47197712164938144	0.16025471931102359	2.945168315033298	0.0032277901945085676	0.03087669069785715	P-Adj < 0.05
RSRC2	3347.942050062563	0.5399208146225177	0.14107038725312476	3.8273150385114456	1.2954866355103072e-4	0.003271279640653873	P-Adj < 0.05
UBE2L3	3919.195674438615	-0.36214641521930385	0.1303498431692934	-2.778265062804578	0.005465001749620356	0.045566298371834596	P-Adj < 0.05
NXF1	3329.242203728047	0.4657526351939388	0.16399166404929189	2.840099451969369	0.004509947111079513	0.038918005140364476	P-Adj < 0.05
TIA1	3487.914454409526	0.7214001711582959	0.20263788329610063	3.5600459273657337	3.707899395598293e-4	0.006631228774156947	P-Adj < 0.05
CDK12	5306.605101543905	0.6695299233481288	0.15844450675922359	4.22564301560523	2.382594476055958e-5	8.647416421920742e-4	P-Adj < 0.05
RBM6	5222.469491595361	1.0257482852424094	0.2258341989229188	4.542041418591855	5.571209156979672e-6	2.829569032280643e-4	P-Adj < 0.05
THOC2	3869.3670695745695	0.5349059059610168	0.13988936046783887	3.8237783357655273	1.3142207705518503e-4	0.003271279640653873	P-Adj < 0.05
WDR33	4895.641111240197	0.4054037060145951	0.11512924546704188	3.5212921301620987	4.294492223505402e-4	0.007206210832518362	P-Adj < 0.05
RBM26	3905.5374599600236	0.6122566165336226	0.13603522947302019	4.500721018411273	6.77233446023343e-6	3.2142541245877126e-4	P-Adj < 0.05
TCERG1	3509.8971015110474	0.8572455883712816	0.1564206995999663	5.480384569073148	4.244023328592461e-8	8.728541312471826e-6	P-Adj < 0.05
TRA2A	2577.212745534595	0.48863429382657764	0.13921824208300998	3.5098438718628953	4.4836988103359206e-4	0.007377179109272701	P-Adj < 0.05
DDX46	3818.5340076314756	0.4508640597292703	0.12987547734676616	3.471510318498911	5.175394414729342e-4	0.008132480258691488	P-Adj < 0.05
MYEF2	5717.046855605085	0.4847374951338982	0.16965132848210224	2.8572572904139486	0.0042731930020378705	0.03766514403224809	P-Adj < 0.05
ZRANB2	2525.6259846249927	0.6136604256872461	0.1682360931165901	3.6476145773426296	2.646862888257477e-4	0.005443714673516211	P-Adj < 0.05
CCAR1	3104.3183096597654	0.6047247296380974	0.13558485971145678	4.4601198904142745	8.191381739219272e-6	3.610058952213065e-4	P-Adj < 0.05
COL14A1	1243.8937672393408	-1.7560248423497415	0.5434658094928742	-3.2311597375156795	0.0012328901809046825	0.01491749358120786	P-Adj < 0.05
USP36	3620.6090463489713	0.7676598716381944	0.22174943452077941	3.461834630140892	5.36506700172063e-4	0.008275615850154072	P-Adj < 0.05
YTHDF1	3619.170308787908	-0.3374179370187193	0.11619104535387306	-2.903992609680673	0.0036843685676987664	0.03444326373136574	P-Adj < 0.05
DAZAP1	3470.065009352	0.5947813408836113	0.19440087902828168	3.0595609642129333	0.002216616687053724	0.023580215446761168	P-Adj < 0.05
NOP58	1727.9759351592968	0.604287420520933	0.15215878037125372	3.971426552227391	7.144352794029532e-5	0.0020990788923410577	P-Adj < 0.05
LSM4	2274.4906438443445	-0.4911883044053739	0.14584812490531598	-3.36780678342112	7.576867631643259e-4	0.010871924020288118	P-Adj < 0.05
ZFC3H1	3649.716964520574	1.1098398743675832	0.2312701003420335	4.79889044336558	1.5954703238560024e-6	1.1197482372815658e-4	P-Adj < 0.05
CLK3	2789.7949010113216	0.9514973112399202	0.205460490943742	4.63104758909806	3.638202309984062e-6	2.1540919013292683e-4	P-Adj < 0.05
LUC7L	3352.437994839833	1.039470788930192	0.19367251146075973	5.367157068858482	7.998739598757402e-8	1.2389986718699934e-5	P-Adj < 0.05
PSPC1	3110.2885711088993	0.452027151138028	0.14043932803677184	3.218665009702067	0.0012878884626350026	0.015429654008656243	P-Adj < 0.05
ZNF326	2226.8927825478054	0.6198892933882245	0.19626218912946825	3.1584753850845018	0.0015859670204857548	0.01795489269063689	P-Adj < 0.05
RAVER1	3537.132800814841	-0.7779710552010188	0.21035170537594639	-3.698429988055516	2.1693716822428086e-4	0.004867281192522956	P-Adj < 0.05
SECISBP2	3176.1338454847482	0.552706503055097	0.1724106208583837	3.2057567005056167	0.001347078341247409	0.015782789428779295	P-Adj < 0.05
PTBP2	2444.441960565147	0.8078120801030162	0.22945186743480367	3.520616716412419	4.305444632122713e-4	0.007206210832518362	P-Adj < 0.05
PPRC1	2780.1540827687822	0.6674325139350087	0.23744381088576383	2.8109071845048677	0.0049402034772274	0.04175487048560692	P-Adj < 0.05
LAS1L	2762.087593857723	0.8408531000167246	0.17196701208989448	4.889618594856873	1.0103153996129545e-6	7.792057519514912e-5	P-Adj < 0.05
PRPF3	2952.638110117148	0.9988038936125558	0.21489933776037878	4.647775577262418	3.3553367235825433e-6	2.1540919013292683e-4	P-Adj < 0.05
ELAVL4	2335.6763261372093	1.8075408178654484	0.5555995936337383	3.253315586578728	0.0011406673735968923	0.014464280251491142	P-Adj < 0.05
PPHLN1	2066.4494517969947	0.41431836631470487	0.1456233627862448	2.845136648319732	0.0044392374388584534	0.038577598588389654	P-Adj < 0.05
NSUN2	2441.8274070726916	0.4089839767043793	0.1137061466158137	3.5968502044681885	3.2209384356969616e-4	0.006114827737923155	P-Adj < 0.05
DDX56	2666.6904710872536	0.4930161802636763	0.15802317866073534	3.1198978810706457	0.001809137471629573	0.019932818214204402	P-Adj < 0.05
MEPCE	2754.3360223535374	-0.46270439859339485	0.1432023666132844	-3.231122568266769	0.0012330505229199366	0.01491749358120786	P-Adj < 0.05
INTS6	2891.0669948844534	0.6307259446834445	0.18414266786232125	3.4252025997311066	6.143411147614898e-4	0.009269076629991848	P-Adj < 0.05
HSD17B10	1878.0599747542676	-0.4642383132987949	0.1547564065761508	-2.9998002898210077	0.00270156676411516	0.02670718142440839	P-Adj < 0.05
RBM12B	4097.705298345951	0.49690294012688235	0.1691659174586422	2.937370290610492	0.003310086085435448	0.03142035561097956	P-Adj < 0.05
RBM42	2349.895081060549	-0.5922995847795285	0.1923943218284022	-3.0785710261647146	0.002079959423262024	0.022514648493906473	P-Adj < 0.05
DNAJC21	1601.9499294575671	0.3640705643068325	0.13094991450016313	2.780227583167906	0.005432081449568263	0.045566298371834596	P-Adj < 0.05
YTHDC2	2208.23334682597	0.6348296505776948	0.18257701289308972	3.4770513577710207	5.069606996907093e-4	0.008124539005432927	P-Adj < 0.05
FAM120C	4125.837770978317	-0.6171533109565076	0.22288719539086402	-2.76890428754439	0.005624515559415765	0.04627101466879369	P-Adj < 0.05
POLR2J	1393.9773900205578	-0.5534284145449974	0.17273515182202728	-3.203913093006144	0.0013557339379664547	0.015782789428779295	P-Adj < 0.05
ZCCHC7	1178.0885591215579	0.5528859282403523	0.1500250071379166	3.6852917976007116	2.284407635628163e-4	0.005033855397080631	P-Adj < 0.05
JMJD6	1788.6277134721558	0.8751212208343339	0.1979626225447957	4.420638651805636	9.840961767960434e-6	3.9951772740036477e-4	P-Adj < 0.05
THOC5	2710.0552139145607	0.6594148890153002	0.20190569396167252	3.2659548924879553	0.0010909562600236993	0.014023333592387967	P-Adj < 0.05
ASS1	1079.61042587512	1.632174212690346	0.536992449167419	3.039473302131071	0.002369922068256087	0.024223541272476556	P-Adj < 0.05
RBM19	2902.3499916625087	0.6783104927923425	0.20042252507319247	3.3844024894139504	7.133335136395494e-4	0.010479208997990524	P-Adj < 0.05
CWC27	2102.064292065359	0.6643052158758699	0.1812776743433501	3.6645726964570304	2.477518645686434e-4	0.0053404494853408445	P-Adj < 0.05
CLK2	1791.3751268040699	0.532278497621799	0.17443597172538053	3.0514262187834746	0.0022775701587363505	0.02381797945661573	P-Adj < 0.05
RARS2	1859.7972804592985	0.659208855058344	0.14239361981935783	4.629483089864728	3.665796590592758e-6	2.1540919013292683e-4	P-Adj < 0.05
MRPS5	1741.7790290931243	0.578361327204264	0.11712839728289952	4.937840358280933	7.899246368183666e-7	6.498446678892429e-5	P-Adj < 0.05
EXOSC2	2187.1710181413937	0.4871726681461012	0.1487924603748991	3.2741757674993455	0.0010597067329234963	0.013955825654122492	P-Adj < 0.05
UTP6	1636.7289265982088	0.6702310534121196	0.15176009152929085	4.416385405795304	1.0036506928210136e-5	3.9951772740036477e-4	P-Adj < 0.05
RBM15	2699.437240663439	0.6327197179415514	0.21095056429848122	2.9993743797067753	0.0027053465786475274	0.02670718142440839	P-Adj < 0.05
PRMT7	2173.6734544299743	0.6008118211428665	0.15879939792732412	3.78346409989434	1.54660641298058e-4	0.0037421810070941875	P-Adj < 0.05
SRRM4	1982.6119347532526	2.26242268705293	0.7437861367809077	3.0417650654859645	0.0023519538460352735	0.024223541272476556	P-Adj < 0.05
ZCCHC8	1182.6493589857844	0.7212183298083643	0.15043594766171303	4.794188762849262	1.63334426831995e-6	1.1197482372815658e-4	P-Adj < 0.05
THOC1	1172.6113996979816	0.9479424671744487	0.19014260654981294	4.985429012335064	6.182447585890106e-7	5.449385943563136e-5	P-Adj < 0.05
NGDN	993.256438804296	0.41205156583043373	0.14963777995658237	2.753659977780953	0.005893296006828105	0.04691824046726375	P-Adj < 0.05
LSM2	978.6978392433323	-0.49779330914578224	0.15910553881328054	-3.128698804948401	0.0017558218788623627	0.01951967746410951	P-Adj < 0.05
ALG13	1492.4352233198902	0.48216940739232705	0.16708558811819013	2.8857629962151994	0.003904660747036024	0.035691491569203364	P-Adj < 0.05
DDX10	1370.2019254729757	0.5654277833810842	0.13772466653457063	4.105493936622854	4.034518670807706e-5	0.0013101568525728182	P-Adj < 0.05
IGF2BP1	115.44254873781449	5.393048154567302	0.899396126460618	5.996299067676103	2.0186510892590848e-9	8.303384813819035e-7	P-Adj < 0.05
PRPF39	1096.9881366736952	1.0435521979062652	0.18662702755413332	5.5916456023689864	2.249275600249227e-8	6.939015226768865e-6	P-Adj < 0.05
CWC25	1070.8709499564457	0.6160992299568553	0.2251374475006569	2.736547103986589	0.00620877054651563	0.04911296701538646	P-Adj < 0.05
HARS2	1308.615454035459	0.49790856319625837	0.15538074931913656	3.2044417688680586	0.0013532466131613377	0.015782789428779295	P-Adj < 0.05
CCDC59	631.2426377212679	0.4231241244023841	0.1414322976972768	2.991707914609741	0.0027742155480709775	0.02674517176812177	P-Adj < 0.05
CLK4	1250.5339736804533	1.2347701632312653	0.24022785532888674	5.139995782507357	2.747446354587679e-7	3.082135274146542e-5	P-Adj < 0.05
PPWD1	1056.7030742826364	0.6280989302953988	0.1405238203972948	4.469697226559962	7.833040095158953e-6	3.5799894360837584e-4	P-Adj < 0.05
RPF2	846.178234348886	0.43923580083671776	0.13741135868201892	3.1965028586402755	0.0013910444811484834	0.015893971201270635	P-Adj < 0.05
PPIH	782.5082479469817	0.5208145885367882	0.1819909136164854	2.861761492303487	0.0042129381122276485	0.03740119158625121	P-Adj < 0.05
DHX34	1874.8616209274028	0.8883956780753053	0.28897102085146054	3.0743417642974187	0.002109676021034842	0.02263774095614778	P-Adj < 0.05
RRP1	1560.4500318389921	0.5443632306864558	0.19742371141111437	2.757334601783855	0.005827468631262221	0.04687730348975974	P-Adj < 0.05
RPUSD4	1128.3399308067133	0.3247471054743352	0.11747050520658947	2.7644990962047777	0.0057010265100799215	0.04658984578436175	P-Adj < 0.05
PRPF40B	1494.120714778914	0.6659948028448534	0.17745751729347384	3.752981631899264	1.7474366356315998e-4	0.00406856001579131	P-Adj < 0.05
DDX55	1205.967525070932	0.837657344820274	0.16703866398223755	5.014751224958003	5.310212764070678e-7	5.040617346817859e-5	P-Adj < 0.05
UPF3B	754.6482005562843	0.7268862013321724	0.25248918122199854	2.8788805833746403	0.0039908942004756335	0.036211495907256856	P-Adj < 0.05
MRPL40	753.070316872393	-0.4756036796406991	0.13162144254125369	-3.6134209628619756	3.0218349764182844e-4	0.005826475563906504	P-Adj < 0.05
RBM41	1106.858003442428	0.7530407473839722	0.20626923118172963	3.6507662488959385	2.6145911540488055e-4	0.005443714673516211	P-Adj < 0.05
NBPF10	2105.173363128808	0.9557423053743711	0.33560933840357804	2.8477822158365234	0.004402504056130272	0.03852971634939543	P-Adj < 0.05
RNPC3	1254.6233640624516	1.3397168760896163	0.2504738119825989	5.3487303342622114	8.857339958257008e-8	1.2389986718699934e-5	P-Adj < 0.05
TOP3B	1351.7473789302337	0.9515937065714973	0.24686511375472556	3.854711150142338	1.1586634645976988e-4	0.0031082406854642617	P-Adj < 0.05
FASTKD1	1130.4964221905232	0.7085249472383865	0.19462659084656145	3.6404324000977297	2.721805630993519e-4	0.005490514275821393	P-Adj < 0.05
EPPK1	570.3654354552531	1.7925014762594522	0.5383951713000705	3.3293416653999204	8.705154416660087e-4	0.012069843314784884	P-Adj < 0.05
RPUSD3	999.0489143972072	0.527488226518718	0.18245569373648274	2.8910483181772286	0.003839590826637601	0.03544108275905825	P-Adj < 0.05
DUSP11	760.1301651163571	0.3866630820729544	0.12093490765737515	3.197282650336352	0.0013872891590247596	0.015893971201270635	P-Adj < 0.05
EED	730.4512865384318	0.38259022540426585	0.13330685898290134	2.8699965502400664	0.004104762772651911	0.036704907691684475	P-Adj < 0.05
PTCD2	1239.6084701011036	0.5565150063520149	0.18972643375981244	2.9332497076108277	0.0033543399002001484	0.03159736974692354	P-Adj < 0.05
TSEN54	848.3803717706285	0.9158598401305166	0.2242252601611548	4.0845524695668605	4.416184709329851e-5	0.0013973261362341118	P-Adj < 0.05
EXOSC1	666.5906356903562	0.529806005535346	0.14798007895971646	3.580252215432127	3.43262718004835e-4	0.0064179726366358535	P-Adj < 0.05
TRNAU1AP	779.6884565994252	0.5864235727716972	0.17948093310744795	3.267330755521698	0.001085667582524583	0.014023333592387967	P-Adj < 0.05
ZC3H8	855.677530486417	0.829472289873741	0.21630869759735089	3.834669151481681	1.2573342087393352e-4	0.003271279640653873	P-Adj < 0.05
TSEN2	1237.9174330123044	0.9144863279208334	0.20149394615096144	4.538530042166578	5.664772636353367e-6	2.829569032280643e-4	P-Adj < 0.05
ZCCHC9	521.8176539836652	0.5414873762110821	0.14420937946365095	3.7548693311420016	1.7343193423379526e-4	0.00406856001579131	P-Adj < 0.05
DNAJC17	958.9924375677157	0.8873345350758661	0.21549560259836634	4.117645670615614	3.827625884544381e-5	0.0012765649571696667	P-Adj < 0.05
ZMAT5	633.7803332888487	-0.4646192129790739	0.16465946611728394	-2.8216975551720425	0.004777020494338793	0.04065409165526945	P-Adj < 0.05
CELF6	464.68049816181747	1.57506094727596	0.4121388031083387	3.8216759387781414	1.3254779743330117e-4	0.003271279640653873	P-Adj < 0.05
TFB1M	452.39236742628424	0.5709888543255037	0.13389616159684958	4.264415406057005	2.0042625901587946e-5	7.494727382593795e-4	P-Adj < 0.05
POP1	465.61440968710946	0.45366730861928134	0.1448305177473928	3.132401345209222	0.001733826855700418	0.01945038490849378	P-Adj < 0.05
LIN28B	46.09746853130625	4.349355440012173	0.951634949611341	4.570403222147842	4.867866831131464e-6	2.7304307589164664e-4	P-Adj < 0.05
ESRP2	9.453549433932155	1.5499308185856935	0.4586381991319021	3.379419380067688	7.263910831253593e-4	0.01054548937149051	P-Adj < 0.05
