gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
CLK4	1105.8392091750623	1.6790864534592091	0.3635174005902749	4.6189988449871455	3.855960035645217e-6	0.0015835142546383027	P-Adj < 0.05
TES	338.1921605973567	1.3079806578464455	0.33330028352975527	3.924331068652319	8.697106326983779e-5	0.00669677187177751	P-Adj < 0.05
PPIH	708.232519229357	0.956894207712359	0.2832431255700953	3.3783492742723342	7.292239586802547e-4	0.020893114351024974	P-Adj < 0.05
NOM1	1218.930008441053	0.6556785413283533	0.1486906952181282	4.409681052109398	1.0352297670070752e-5	0.002550806145905433	P-Adj < 0.05
PCDHGA9	743.1026081566764	1.6478147449364706	0.39004781437748537	4.224648066715553	2.3931446618978767e-5	0.003938805920719752	P-Adj < 0.05
DDX55	791.3091580190072	0.8919916410515764	0.2509871864557791	3.553932986171525	3.7951590489516756e-4	0.016180574742293095	P-Adj < 0.05
RNPC3	1254.529236395215	1.6136028934472473	0.39836978076293117	4.05051530353779	5.110496706017567e-5	0.005591346056795907	P-Adj < 0.05
EPPK1	389.3002274159699	2.492985667283908	0.51623394203161	4.829178138641759	1.3709772033082667e-6	8.445219572378923e-4	P-Adj < 0.05
MRPS28	667.9897978786612	-0.5688783653550321	0.18723904821372156	-3.0382464063035255	0.0023795929268795803	0.04686607885509252	P-Adj < 0.05
TSEN2	1087.1816367511535	1.1727812908606805	0.28711044091663	4.084774092911613	4.411971936330397e-5	0.0054355494255590485	P-Adj < 0.05
PCBP3	753.0251896098556	1.8675817128109784	0.5773653755687921	3.2346617788971646	0.0012178690367126972	0.029419895161373392	P-Adj < 0.05
ZC3H10	1221.8406776394258	0.9206875813469467	0.22127386672695512	4.160850962499994	3.170639570264432e-5	0.0043402532784064226	P-Adj < 0.05
ZCCHC9	450.5922017563514	0.8521310381989979	0.2811058094236022	3.031353353907069	0.0024346014989658454	0.04686607885509252	P-Adj < 0.05
CELF6	324.6470480339891	1.9755209094790458	0.5363403935891243	3.6833341905484716	2.302030421977368e-4	0.01289137036307326	P-Adj < 0.05
RBM20	402.7569438321801	2.7699737917963962	0.6154914747333573	4.500425928720462	6.7817434213693475e-6	0.002088776973781759	P-Adj < 0.05
HOXB6	10.470671230580301	4.376315537133364	1.204997754702516	3.6318038934551944	2.814469699786035e-4	0.01386970668054558	P-Adj < 0.05
HSPA7	169.8645365928379	2.1908872296694852	0.6160919948124187	3.556104036600157	3.763950747993797e-4	0.016180574742293095	P-Adj < 0.05
DAZ3	94.66088132204558	10.331445783487316	2.9745785998702927	3.4732468605596174	5.14202166506619e-4	0.01759714080933763	P-Adj < 0.05
DAZ1	20.43205361064719	9.115238529613338	2.9761039946490224	3.062809144439294	0.0021926985857974694	0.04502341096170804	P-Adj < 0.05
