match_id	CLK1	CLK2	CLK3	CLK4	SRPK1	SRPK2	SRPK3	SRSF1	SRSF10	SRSF11	SRSF2	SRSF3	SRSF4	SRSF5	SRSF6	SRSF7	SRSF8	SRSF9	SRPK1 	SRPK2 	SRSF1 	SRSF10 	SRSF11 	SRSF2 	SRSF3 	SRSF4 	SRSF5 	SRSF6 	SRSF7 	SRSF8 	SRSF9 	SRPK1-S51	SRPK2-T41	SRSF1-S199	SRSF10-S131;S133;	SRSF10-S133	SRSF10-S156;S158;	SRSF10-S156;S158;S160;	SRSF10-S157	SRSF10-S158	SRSF10-S23	SRSF10-S252	SRSF11-S207	SRSF11-S440	SRSF11-S455	SRSF11-S462	SRSF11-S489	SRSF2-S101	SRSF2-S189;S191;	SRSF2-S191	SRSF2-S208	SRSF2-S208;S221;	SRSF2-S212	SRSF2-S221	SRSF2-S26	SRSF2-T25	SRSF3-S5	SRSF5-S233	SRSF6-S303	SRSF6-S314;S316;	SRSF8-S158	SRSF8-S191	SRSF8-S26	SRSF8-S273	SRSF8-S273;S282;	SRSF8-S282	SRSF9-S204	SRSF9-S211	SRSF9-S211;S216;	SRSF9-S216	Kids_First_Biospecimen_ID	IncLevel1	CLK1_201
PT_3NQ55S57_7316UP-2413_Solid Tissue_Primary Tumor	3.7463127664254587	2.229587922740652	2.604071323668861	2.5285713188707577	2.584962500721156	4.587964988882679	-2.9434164716336326	4.789207575347344	3.0652276227756188	3.37851162325373	4.316869805064333	5.321206566969903	2.6182386555954547	5.068240861312821	4.2720231890610485	3.6610654798069477	2.7506065048355923	4.198494153639083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_2QGRF15R	0.8320000000000001	2.2839217723076173
PT_59D00MBQ_7316-1936_Solid Tissue_Initial CNS Tumor	3.2249663650002742	3.2883585621936606	2.6667565918848033	0.8639384504239717	2.5777309314900805	4.2622828064206555	0.49569516262406876	4.825276830054866	3.996388746447621	4.414812060565847	5.020146573111776	5.560714954474479	4.2986583155645155	5.08278773170927	4.736063627871814	4.047014819517589	3.0089887832272546	5.368768349090335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_ZVWE73JZ	0.855	2
PT_59FJRPVX_7316-3769_Solid Tissue_Initial CNS Tumor	3.720278465233327	3.526068811667588	3.040892430646901	1.8914191868460786	2.4276061727818994	4.769771739249448	0.08406426478847455	5.143230134776893	3.9078520718459635	4.401903471607958	5.203984165855989	5.43229133824778	3.581351247168777	5.856487779495678	5.390254956321868	4.401903471607958	2.7070829917717063	4.990501111363251	-0.6282522802032416	0.5841036944155968	1.4913205108316185	1.625978841345677	0.8905399447352049	0.7190343058827517	-0.13938002847807757	-0.3368102807174743	-0.06230933626297105	2.1740476162293434	-0.7577505256883714	1.723757121069718	-0.6706161976994522	-1.9776522040044522	-0.5896365352002603	-1.4320000138239983	-0.7030789197708665	-2.4057594800907323	-0.7283566873736467	-1.8609455286078938	-0.3031887876685808	-2.4406134100274235	-0.7343419476301256	-0.40157114480559264	-1.0862589611290723	-0.9018175648210728	-1.5715774305234895	-0.5092660080755946	-3.333889705974912	-1.0179267685642044	-1.7503719199106167	-1.2294890454284337	0.43391046455616844	-0.3931079193393695	-0.32875829421809455	1.390775690126365	-1.3890034563640372	-0.3849577171909446	-1.4064022962874836	-0.819780100213894	-1.260090885868212	-2.0995390299780796	-0.34567105515834945	-0.847551359535219	-0.054192911763808874	-1.125406163946595	-0.6356674466941638	-0.8837562258360218	-2.4769773937933164	-1.8313468626823126	-1.1077855606917295	-0.9460231471527817	BS_AWH9757B	0.685	0.5058909297299573
PT_5BWZA0NT_7316-1102_Solid Tissue_Initial CNS Tumor	4.294253136444514	3.61706334388818	3.2387868595871163	2.6507645591169022	2.765534746362977	5.202025844609336	-0.7131188522118385	5.572889668420581	4.529820946528695	4.916476644437717	5.5861642459309095	5.952100554168438	3.727920454563199	5.62702310555406	4.788163657037767	4.916954278953217	3.711494906650088	5.069959890459774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_MB7WN0ZB	0.925	2.2418401835646704
PT_5K5CZXYB_7316-8035_Solid Tissue_Initial CNS Tumor	4.255500733148386	4.991861930556323	4.94063660720115	3.1043366598147357	3.2464080872463845	5.44857062600553	2.0772429989324603	5.936637939002571	4.983677694698067	5.579542224936903	6.090641751917847	6.857856619504331	5.273888823668492	6.835166157220454	6.015024705273152	5.484138131201669	2.726831217032493	6.332886916959597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_B4R7X1KE	0.698	2.339137384919585
PT_5R8EWT55_7316-8030_Solid Tissue_Initial CNS Tumor	1.5993177936982261	2.37016428054021	2.903038270112912	0.8479969065549501	1.2203299548795556	3.408711861029429	-0.15200309344504995	3.6926503700355298	2.2809563138310565	3.1127001327493624	4.3269687115878925	4.274261661257048	3.0232553523003034	5.2509615735332185	3.527320607877047	3.089159131911238	1.722466024471091	4.198494153639083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_9TXEDSWB	0.86	NA
PT_63HDZHCN_7316-2980_Solid Tissue_Initial CNS Tumor	3.321928094887362	3.4892860226258766	3.502075956045791	1.3103401206121505	2.811471030529836	4.089159131911238	0.22650852980867975	4.930737337562887	4.441616269406558	5.075532631167357	5.4822029262959555	5.625270489374693	4.335569005556748	5.965553434987078	5.05006629830629	4.411426245726465	2.669026765509631	5.829342193902803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_29X4ZX6Q	0.8140000000000001	1.4168397419128291
PT_6GDPNFA6_7316-2610_Solid Tissue_Initial CNS Tumor	3.776103988073164	4.036503333738988	3.6848187375532224	2.263034405833794	2.877744249949002	5.138323004056484	0.28688114778816154	6.091911357491912	4.609400390006429	4.534808661231747	5.973840839533145	6.484621527098599	4.22881869049588	5.814550423461808	5.77162151792327	4.993674361750585	3.6712933724815757	5.999774561287003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_45J79YTF	0.7190000000000001	1.0356239097307212
PT_6PJ126FF_7316-8815_Solid Tissue_Initial CNS Tumor	4.682011390800693	3.9136075118230993	4.125155131322289	3.4462562298895643	2.8196681834964554	3.6427015718332325	-1.286304185156641	4.505890929729957	4.2600256559614555	5.25171909260596	5.26566192452189	5.203592714207708	4.234961094839504	6.418189947945766	5.019701914442548	4.1969217338203295	2.903038270112912	5.590063018812253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_4C6B11E4	0.6609999999999999	1.8196681834964554
PT_6RZ363TJ_7316UP-2035_Solid Tissue_Primary Tumor	2.790772037862	0.44360665147561484	1.3895668117627256	0.45417589318580215	0.27500704749986976	4.084064264788474	-3.8365012677171206	3.063502942306158	1.8639384504239715	1.84799690655495	3.177917792195843	2.713695814843359	1.9145645234939397	2.925999418556223	2.0565835283663674	2.1984941536390834	2.3476656563009706	3.5643781685650637	-2.170339098418977	0.35378343379432475	-1.6610759635127292	-1.592453435646155	-1.6386125656659944	-0.14335009499157736	-1.6357442077277577	-0.7341756865292297	-1.1900256531021733	-1.7578761787674162	-1.6338313740206294	-0.7631405275662623	-1.2992731598421217	0.112311175232014	-1.0338476061316184	0.04307828073811472	0.259454323742188	0.4181963037065565	-1.3329319218142877	-0.5740102932021851	-0.6503912334563429	0.9812174861659939	-0.9253554209341321	0.12318669124900149	-2.3067286742881574	-0.31303360988351	-0.843751407405258	-1.0955611487767791	0.6005051133843675	-0.7609196178607683	-0.39423801242286394	0.47501693414671453	0.01213754107630749	-1.0957781537141573	0.6209023992864185	0.3544214732215229	-0.10531734012502522	-0.805170642768323	0.5763918925874536	-0.12536968937332665	-0.5036526974724548	-1.2449784200087441	-0.3660632913280868	-1.5435175176734501	-0.5348217385562418	-0.4027223596567443	-0.14233360870685854	0.2829343779120283	-0.3173654583807658	-1.4510900748732993	-0.3599410783414558	-1.430763923466409	BS_0C00AYTE	0.899	-0.6665762662748083
PT_6SH7PV1N_7316-535_Solid Tissue_Initial CNS Tumor	4.20633064787105	3.996388746447621	4.308885057411763	2.4982508675278257	3.534808661231747	5.50303064564116	-2.1202942337177118	5.587064898363171	4.773468927905195	4.975446765640962	5.667892125230234	6.187253085582297	4.965784284662087	6.085127180213324	5.239932613485236	4.8389517669519435	3.7387678368001915	5.887037791419197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_FEV5A0HN	0.8340000000000001	2.9068905956085187
PT_6VD8J6FB_7316-8032_Solid Tissue_Initial CNS Tumor	4.820689560559215	4.913607511823099	5.040892430646901	4.187451054027326	3.016139702655253	4.8604662585171665	0.44360665147561484	4.94345253855882	5.137913322088407	5.924812503605781	5.383358695385111	5.740387932468353	4.599912842187128	7.488241842777296	5.523248292605209	4.121015400961366	1.6276068381296498	5.034303767768035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_RJC3WDD6	0.685	-1.6896598793878495
PT_7570EHD9_7316-1064_Solid Tissue_Initial CNS Tumor	4.672990993827748	4.450881315273369	5.081936081719432	3.4489009511451276	4.424250286084049	4.85598969730848	0.8639384504239717	5.845490050944375	5.478324711485028	7.230548886634764	5.969472864596329	6.899779850048288	5.754353071692127	6.798050514767515	5.5229345609434555	5.246408087246385	3.063502942306158	6.176123271147939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_JVW2JJ39	0.889	NA
PT_7DTGJYA7_7316-639_Solid Tissue_Initial CNS Tumor	4.187451054027326	3.2357270598380583	3.8439838440483265	2.3673710656485296	2.4776773275653072	4.832890014164741	-0.6665762662748083	4.988230223060457	4.142413437873741	4.483493351284395	4.842978831788326	5.682011390800693	4.558267634055736	5.593951283948411	4.809928865721431	4.084914659767938	3.782408564927373	5.377123749129487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_30VC3R2Q	0.958	3.3533232911628965
PT_7FAJ9STP_16510-16_Solid Tissue_Initial CNS Tumor	3.763411574470007	2.575312330687437	3.2854022188622483	2.765534746362977	2.7398481026993275	5.547511523644216	-2	4.870364719583405	3.3659724275933836	3.779259720372376	4.690975738343275	5.496014873437763	3.261530815243406	5.997744026059632	4.108524456778169	4.277240898332068	3.513490745588118	4.6937657122177825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_AYAMBZHS	0.7659999999999999	2.1953475983222193
PT_7FZ8SE69_7316-2152_Solid Tissue_Initial CNS Tumor	3.7708290460324903	3.96254902292306	4.0574502721839	2.1176950426697547	2.160274831408593	4.949534933017012	0.25096157353321874	4.904002316283692	4.203984165855989	4.744699314207836	5.313608657030486	5.836176624809224	4.359661722333877	5.9954845188775066	4.780835001738229	4.15623479785027	3.0738202332916713	5.35508676166836	0.24195533935127528	0.9483080852648571	-0.9700770608504792	0.24538737053041612	1.0380548934869755	0.37506936450894246	0.49908745592483533	1.4398714842572358	-0.31901028214233657	-0.12820202117083487	0.5917232449056928	-0.2911898254971654	0.35509947045037527	0.5631817700589256	0.07928437778357911	0.8807866074464359	0.5480255196367111	-0.1285066139814513	1.6534367188131291	0.8247541098100046	1.1051644417442492	0.8561742181686228	0.5359296403297862	0.45342231605612415	0.5232635445805809	1.248186263897282	0.6088584231791029	2.9505792555619004	-0.5458963362068345	-0.4362567248685351	0.18828783055086484	-0.6699004549205353	-0.6044280251951256	-0.26493955974637207	-0.6795190060873398	1.139022090578465	0.6638452737669721	0.1105671362748147	-1.4662217186042468	0.012735810869657546	-0.9745684957619513	0.26669714994039445	1.070621377298374	-0.7246467255450569	1.1498213885823916	-0.6192298031585807	0.28729537943758177	0.9045263813175907	0.8018365833352891	0.776941989009005	1.080042642432915	0.5612952626630795	BS_4B0BAVTX	0.726	2.229587922740652
PT_7WT6P5M8_7316-2308_Solid Tissue_Initial CNS Tumor	2.4222330006830477	2.7845039829295666	2.9411063109464313	0.21412480535284734	1.9891390073682331	3.7506065048355923	-1.5563933485243853	4.3729520979118295	3.596935142387232	3.8308637567517576	4.9941271140031285	4.8389517669519435	3.8569856897822046	5.0522419811811385	4.2660368939953175	3.612352498752662	2.7484612330040354	5.563768278452033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_7327SDAQ	0.722	0.5360529002402097
PT_7Y81E8DQ_7316UP-2013_Solid Tissue_Primary Tumor	4.97315203787724	3.3074285251922473	3.765534746362977	4.126807703142035	3.5558161550616396	4.930264245235024	-0.6438561897747247	4.678071905112637	4.0669502439246275	5.257387842692652	4.733896605247495	5.042644337408494	3.5741015080893894	6.745640713941657	4.351204277257994	4.431622959713292	2.7484612330040354	4.37920505996061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_TYQ0N4YP	0.833	2.0840642647884744
