NTRK2	0	0	0	0	0.0425531914893617	0	0	0.7920671243325853
MYCN	0	0.06896551724137931	0.125	0	0.0425531914893617	0.07142857142857142	0	0.7934879728584567
TSC2	0	0.13793103448275862	0.0625	0	0.06382978723404255	0.14285714285714285	0	0.8155432307589636
PIK3CA	0	0.06896551724137931	0.125	0	0.1702127659574468	0.07142857142857142	0	0.8194651643261353
PTPN11	0	0.034482758620689655	0.125	0	0.0851063829787234	0.07142857142857142	0	0.8337432600013988
KMT2C	0.2	0.13793103448275862	0.1875	0	0.10638297872340426	0.07142857142857142	0	0.8543716126193448
ACVR1	0	0.034482758620689655	0	0	0.0425531914893617	0.07142857142857142	0	0.8594284383526296
ASXL1	0	0.06896551724137931	0	0	0.06382978723404255	0	0	0.85946929030308306
CDKN2A	0	0.10344827586206896	0	0	0.0851063829787234	0.07142857142857142	0	0.8639102391742407
FGFR2	0	0.034482758620689655	0.0625	0	0.02127659574468085	0	0	0.873032137866833
MET	0	0.06896551724137931	0.0625	0	0.14893617021276595	0.07142857142857142	0	0.8852055896700342
PIK3R1	0	0.06896551724137931	0	0	0.06382978723404255	0.07142857142857142	0	0.8901899570740125
NTRK3	0	0.06896551724137931	0.0625	0	0.0425531914893617	0.07142857142857142	0	0.9251295161868367
FANCA	0	0.034482758620689655	0.0625	0	0.0425531914893617	0.07142857142857142	0	0.9509776594081135
EGFR	0	0.1724137931034483	0.1875	0	0.1702127659574468	0.21428571428571427	0	0.9789033540157307
CDKN2B	0	0.034482758620689655	0	0	0.02127659574468085	0	0	0.9999999999999801
H2BC6	0	0.034482758620689655	0	0	0.02127659574468085	0	0	0.9999999999999801
H3C2	0	0.034482758620689655	0	0	0.02127659574468085	0	0	0.9999999999999801
H3C3	0	0.034482758620689655	0	0	0.02127659574468085	0	0	0.9999999999999801
IDH1	0	0.034482758620689655	0	0	0.02127659574468085	0	0	0.9999999999999801
MAFK	0	0.034482758620689655	0	0	0.02127659574468085	0	0	0.9999999999999801
PLAGL2	0	0.034482758620689655	0	0	0.02127659574468085	0	0	0.9999999999999801
CDK6	0	0.06896551724137931	0.0625	0	0.0851063829787234	0.07142857142857142	0	0.999999999999982
DIS3L2P1	0	0	0	0	0.02127659574468085	0	0	0.9999999999999843
FOSB	0	0	0	0	0.02127659574468085	0	0	0.9999999999999843
PDGFC	0	0	0	0	0.02127659574468085	0	0	0.9999999999999843
SLCO1B3	0	0	0	0	0.02127659574468085	0	0	0.9999999999999843
YES1	0	0	0	0	0.02127659574468085	0	0	0.9999999999999843
POLE	0	0.034482758620689655	0.0625	0	0.06382978723404255	0.07142857142857142	0	0.9999999999999991
