Filename	Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
cluster_10_pathway_stranded.tsv	HALLMARK_DNA_REPAIR	0.08496490161996502	-0.03517686771371447	2.1145989960985374	0.03478920703678551	0.03478920703678551	-5.4883058974989325
cluster_11_pathway_stranded.tsv	HALLMARK_E2F_TARGETS	0.6576523222005027	-0.06944216455778567	8.477288809647987	1.1915883262273617e-16	3.693923811304821e-15	27.025687174058234
cluster_11_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V2	0.5723970068220049	-0.046597139024337944	8.32764086146792	3.8255242974509713e-16	4.934262675278744e-15	25.881565540357848
cluster_11_pathway_stranded.tsv	HALLMARK_NOTCH_SIGNALING	-0.41557020934407746	-0.03237432355912559	-8.298949664473922	4.775092911560075e-16	4.934262675278744e-15	25.66414321366569
cluster_11_pathway_stranded.tsv	HALLMARK_G2M_CHECKPOINT	0.5943108593461854	-0.07432649029668205	8.261321071723206	6.380591656178995e-16	4.944958533538721e-15	25.379940802869136
cluster_11_pathway_stranded.tsv	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.6297850757604941	-0.0059245869066839995	-7.903367380707503	9.529148390028947e-15	5.908072001817947e-14	22.73063566431784
cluster_11_pathway_stranded.tsv	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.5633112803548412	-0.00937767110042385	-7.575734879160635	1.038347693422757e-13	5.364796416017578e-13	20.393121466815263
cluster_11_pathway_stranded.tsv	HALLMARK_BILE_ACID_METABOLISM	-0.3476870068225967	-0.00853333127505159	-7.418262451267663	3.176612851930861e-13	1.4067856915693813e-12	19.299850946401026
cluster_11_pathway_stranded.tsv	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.4918201685841803	-0.02415909239177432	-7.18235952950999	1.6350449470163659e-12	5.673767762096089e-12	17.69930695459744
cluster_11_pathway_stranded.tsv	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.5018049726788169	-0.005023698880108244	-7.181276422622842	1.647222898673058e-12	5.673767762096089e-12	17.692062119791455
cluster_11_pathway_stranded.tsv	HALLMARK_IL2_STAT5_SIGNALING	-0.39278023911209636	-0.02159862458860919	-7.136159165027942	2.2419828237915102e-12	6.950146753753682e-12	17.391122846823542
cluster_11_pathway_stranded.tsv	HALLMARK_KRAS_SIGNALING_UP	-0.33137264559459845	-0.025878594031238173	-6.876864188904139	1.2772675787631608e-11	3.5995722674234534e-11	15.69384984921517
cluster_11_pathway_stranded.tsv	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.37186148087309523	-0.030767321177853635	-6.726398290540559	3.4192807422026326e-11	8.833141917356801e-11	14.734354216318657
cluster_11_pathway_stranded.tsv	HALLMARK_APOPTOSIS	-0.34691125842409837	-0.02889015670980083	-6.437479766857839	2.1504218155175987e-10	5.127928944695812e-10	12.944944449316491
cluster_11_pathway_stranded.tsv	HALLMARK_P53_PATHWAY	-0.3104282991912595	-0.02908904662732365	-6.061651589276071	2.1201394155832803e-9	4.388368118092854e-9	10.722974537697144
cluster_11_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V1	0.4562356076904533	-0.0284765285174657	6.061392201680674	2.123403928109445e-9	4.388368118092854e-9	10.721482720325728
cluster_11_pathway_stranded.tsv	HALLMARK_TGF_BETA_SIGNALING	-0.33805273724198603	-0.03639220872088223	-6.004770314416439	2.9669130662384407e-9	5.748394065836979e-9	10.397220345675603
cluster_11_pathway_stranded.tsv	HALLMARK_PROTEIN_SECRETION	-0.3752495242440547	-0.019891792273316375	-5.640375021338906	2.3933985235152496e-8	4.364432601704279e-8	8.37692309591343
cluster_11_pathway_stranded.tsv	HALLMARK_KRAS_SIGNALING_DN	-0.15292161596411394	-0.0026448826385041075	-5.453953796288344	6.665909240625978e-8	1.1480177025522519e-7	7.388294054686225
cluster_11_pathway_stranded.tsv	KEGG_SPLICEOSOME	0.3858939198372794	-0.02583208623792915	5.406705629420413	8.60091996250757e-8	1.403307993882814e-7	7.142601733383553
cluster_11_pathway_stranded.tsv	HALLMARK_FATTY_ACID_METABOLISM	-0.25700729276636697	-0.011619316196018215	-5.041215459010561	5.786691461281319e-7	8.969371764986045e-7	5.309202327434309
cluster_11_pathway_stranded.tsv	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.27091606067250973	-0.0339222020107507	-4.9315382042673095	1.0023644846920073e-6	1.4796809059739156e-6	4.782400260961384
cluster_11_pathway_stranded.tsv	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.23221734797956098	-0.029618162422700673	-4.628538825925021	4.329134877606429e-6	6.1001446002636045e-6	3.3836783039715383
cluster_11_pathway_stranded.tsv	HALLMARK_DNA_REPAIR	0.1697540291970922	-0.03517686771371447	2.9921182677919957	0.0028600950519179795	0.003823205995797929	-2.6981392498906107
cluster_11_pathway_stranded.tsv	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.1859240157670892	-0.027083400879474827	-2.9815065903107296	0.0029599014161016224	0.003823205995797929	-2.729306935680933
cluster_11_pathway_stranded.tsv	HALLMARK_GLYCOLYSIS	-0.13472990973182608	-0.03322744370898544	-2.9133542233180187	0.003680521367331807	0.00456384649549144	-2.9268988735281267
cluster_11_pathway_stranded.tsv	HALLMARK_HEDGEHOG_SIGNALING	-0.11739819034737699	-0.029965223237660904	-2.673710505572431	0.007662679072622614	0.009136271201973117	-3.5861629816539553
cluster_11_pathway_stranded.tsv	HALLMARK_MITOTIC_SPINDLE	0.10845825573105689	-0.060262836233106916	2.4470510224608124	0.014628334050489083	0.01679549465056154	-4.1586026092082
cluster_11_pathway_stranded.tsv	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.13233059676353057	-0.032322061402687646	2.2491977350113066	0.024785292503416264	0.027440859557353724	-4.617495584327968
cluster_11_pathway_stranded.tsv	HALLMARK_MTORC1_SIGNALING	-0.11768688290449382	-0.03384248323676415	-2.0574141060577187	0.03998686258074381	0.04274457724148476	-5.025876385229086
cluster_1_pathway_stranded.tsv	HALLMARK_HEDGEHOG_SIGNALING	0.31305574303580785	-0.029965223237660904	13.997010802056877	9.010799361472681e-40	2.793347802056531e-38	79.4092277183409
cluster_1_pathway_stranded.tsv	HALLMARK_KRAS_SIGNALING_UP	0.33597131735248	-0.025878594031238173	13.184696659922174	6.787812821972166e-36	1.0521109874056858e-34	70.54364190637159
cluster_1_pathway_stranded.tsv	HALLMARK_P53_PATHWAY	0.34032878064470057	-0.02908904662732365	12.534427530021796	6.786927940276264e-33	7.013158871618807e-32	63.687375689214825
cluster_1_pathway_stranded.tsv	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.3601726688139651	-0.030767321177853635	12.159631081978437	3.2830946427822385e-31	2.544398348156235e-30	59.83900851815046
cluster_1_pathway_stranded.tsv	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.4562177535177292	-0.005023698880108244	12.129501660101	4.4693770774156034e-31	2.7710137879976743e-30	59.53303887778892
cluster_1_pathway_stranded.tsv	HALLMARK_BILE_ACID_METABOLISM	0.30580308574641385	-0.00853333127505159	12.097993882861468	6.167420290521217e-31	3.1865004834359624e-30	59.21361979366757
cluster_1_pathway_stranded.tsv	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.4871583600757741	-0.0059245869066839995	11.136384187700127	8.689435447394645e-27	3.8481785552747715e-26	49.74310973049179
cluster_1_pathway_stranded.tsv	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.4509704960513044	-0.00937767110042385	11.074031540934115	1.5840637163387762e-26	6.138246900812757e-26	49.1482090447753
cluster_1_pathway_stranded.tsv	HALLMARK_IL2_STAT5_SIGNALING	0.3276367403244668	-0.02159862458860919	10.891313451908083	9.07786874553923e-26	3.126821456796846e-25	47.41884545717695
cluster_1_pathway_stranded.tsv	HALLMARK_TGF_BETA_SIGNALING	0.3295925939093291	-0.03639220872088223	10.798707366719755	2.1818587747456406e-25	6.763762201711486e-25	46.55036967532462
cluster_1_pathway_stranded.tsv	HALLMARK_PROTEIN_SECRETION	0.3868019919705302	-0.019891792273316375	10.743043999127607	3.686544450707124e-25	1.0389352542901896e-24	46.030965522682415
cluster_1_pathway_stranded.tsv	HALLMARK_FATTY_ACID_METABOLISM	0.28398196492240996	-0.011619316196018215	10.281185277537446	2.6523928200875705e-23	6.852014785226225e-23	41.79834283958801
cluster_1_pathway_stranded.tsv	HALLMARK_APOPTOSIS	0.28387582200373285	-0.02889015670980083	9.542137309519104	1.8548763115662163e-20	4.4231665891194384e-20	35.321352306048226
cluster_1_pathway_stranded.tsv	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.35446843385793475	-0.02415909239177432	9.288938929215021	1.6057178155573018e-19	3.555518020162597e-19	33.18926017253966
cluster_1_pathway_stranded.tsv	HALLMARK_NOTCH_SIGNALING	0.2422787186830519	-0.03237432355912559	8.525364635438835	8.176287105341673e-17	1.6897660017706127e-16	27.0397779775829
cluster_1_pathway_stranded.tsv	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.21146489703465943	-0.029618162422700673	7.578970021354243	1.015619654493819e-13	1.9677630805817742e-13	20.028709812903926
cluster_1_pathway_stranded.tsv	HALLMARK_E2F_TARGETS	-0.33410007960434634	-0.06944216455778567	-7.4952633893563405	1.845004068059612e-13	3.3644191829322336e-13	19.442396303088724
cluster_1_pathway_stranded.tsv	HALLMARK_G2M_CHECKPOINT	-0.30610659275036844	-0.07432649029668205	-7.416866831437491	3.211061008631001e-13	5.530160625975613e-13	18.8983697865975
cluster_1_pathway_stranded.tsv	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.21072272844071244	-0.0339222020107507	6.838318338164737	1.6478099797181317e-11	2.6885320721716884e-11	15.03806769641022
cluster_1_pathway_stranded.tsv	HALLMARK_GLYCOLYSIS	0.1681511576163823	-0.03322744370898544	6.534401470456965	1.1700707979811922e-10	1.813609736870848e-10	13.121167993597155
cluster_1_pathway_stranded.tsv	HALLMARK_KRAS_SIGNALING_DN	0.0935871472772752	-0.0026448826385041075	5.899559643952718	5.48651042548935e-9	8.099134437627136e-9	9.370138372100982
cluster_1_pathway_stranded.tsv	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.203401467724689	-0.027083400879474827	5.825045386913872	8.429372555292837e-9	1.1877752237003544e-8	8.952686532230853
cluster_1_pathway_stranded.tsv	HALLMARK_MTORC1_SIGNALING	0.17453603252438715	-0.03384248323676415	5.451837102961613	6.744767865357101e-8	9.090774079394354e-8	6.93522361863581
cluster_1_pathway_stranded.tsv	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.1852771689742432	-0.013576821892595205	4.5236720428791	7.050135697511175e-6	9.106425275951935e-6	2.458615095536402
cluster_1_pathway_stranded.tsv	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.09381293610659318	-0.04224113110362464	3.8466252388977953	1.298030291746753e-4	1.6095575617659736e-4	-0.30772168366054764
cluster_1_pathway_stranded.tsv	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.12134948176015305	-0.032322061402687646	3.6445681594952064	2.860750322246495e-4	3.4108946149862056e-4	-1.050029784657176
cluster_1_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V2	-0.13170033725463462	-0.046597139024337944	-3.2453601494492106	0.0012244090238080912	0.0014058029532611417	-2.402646172030529
cluster_1_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V1	-0.12966717190842866	-0.0284765285174657	-2.973475839878423	0.003037635146730668	0.003363096055308954	-3.236535360255261
cluster_2_pathway_stranded.tsv	HALLMARK_APOPTOSIS	0.3527891937244266	-0.02889015670980083	9.835290132085134	1.439915272313716e-21	4.46373734417252e-20	38.08500034180666
cluster_2_pathway_stranded.tsv	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.4860945555097559	-0.00937767110042385	9.709784235914132	4.329049032064081e-21	6.710025999699326e-20	36.99973545932676
cluster_2_pathway_stranded.tsv	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5161027496552774	-0.0059245869066839995	9.575414777370362	1.3900614477958577e-20	1.4363968293890532e-19	35.84986779220864
cluster_2_pathway_stranded.tsv	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.3415271696337531	-0.0339222020107507	9.394481984627035	6.556880323722249e-20	5.081582250884743e-19	34.321423210109145
cluster_2_pathway_stranded.tsv	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.4326438970018008	-0.005023698880108244	9.174580088004765	4.188720404238753e-19	2.5970066506280268e-18	32.49491869275501
cluster_2_pathway_stranded.tsv	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3721886931258664	-0.027083400879474827	9.077016491328022	9.433041151093765e-19	4.873737928065112e-18	31.695627894831343
cluster_2_pathway_stranded.tsv	HALLMARK_IL2_STAT5_SIGNALING	0.33295216481500056	-0.02159862458860919	8.94618319856338	2.772154701271402e-18	1.2276685105630495e-17	30.63457051645057
cluster_2_pathway_stranded.tsv	HALLMARK_P53_PATHWAY	0.2954631331192856	-0.02908904662732365	8.575059263867645	5.5151096907425844e-17	2.1371050051627516e-16	27.692999825987176
cluster_2_pathway_stranded.tsv	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.39789560223210174	-0.02415909239177432	8.554008729170429	6.514901819869857e-17	2.244021737955173e-16	27.529211217451785
cluster_2_pathway_stranded.tsv	HALLMARK_GLYCOLYSIS	0.25945211635498966	-0.03322744370898544	8.483150974549739	1.1387042815074486e-16	3.529983272673091e-16	26.98032511902495
cluster_2_pathway_stranded.tsv	HALLMARK_MTORC1_SIGNALING	0.31351637910863117	-0.03384248323676415	8.29344166730776	4.985286135060069e-16	1.4049442744260194e-15	25.529407732930228
cluster_2_pathway_stranded.tsv	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.27448871424754984	-0.029618162422700673	8.178283811777385	1.2057267892053709e-15	3.1147942054472083e-15	24.66200741660572
cluster_2_pathway_stranded.tsv	HALLMARK_KRAS_SIGNALING_UP	0.24941779306555076	-0.025878594031238173	7.5681906229426446	1.0964303152423525e-13	2.61456459788561e-13	20.238016867377652
cluster_2_pathway_stranded.tsv	HALLMARK_NOTCH_SIGNALING	0.24376306450305354	-0.03237432355912559	6.98779576560968	6.109633473091329e-12	1.3528474118987943e-11	16.304166836880956
cluster_2_pathway_stranded.tsv	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.25499219338612106	-0.030767321177853635	6.700673229127809	4.0398166704924364e-11	8.348954452351037e-11	14.459973609813094
cluster_2_pathway_stranded.tsv	HALLMARK_FATTY_ACID_METABOLISM	0.21991194556924012	-0.011619316196018215	6.32624021289406	4.286537723114137e-10	8.305166838533641e-10	12.158591240941032
cluster_2_pathway_stranded.tsv	HALLMARK_TGF_BETA_SIGNALING	0.23624813763833513	-0.03639220872088223	6.102122337373785	1.6668201568341953e-9	3.0394955801094148e-9	10.838052353182434
cluster_2_pathway_stranded.tsv	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.23913916585059225	-0.032322061402687646	6.025303712003339	2.6292695417399446e-9	4.528186432996571e-9	10.395349602926228
cluster_2_pathway_stranded.tsv	HALLMARK_PROTEIN_SECRETION	0.2734377603571963	-0.019891792273316375	5.986783273833947	3.298240324532765e-9	5.3813394768692485e-9	10.175275632180941
cluster_2_pathway_stranded.tsv	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.2363574462873734	-0.013576821892595205	4.77879937196356	2.1169866047740872e-6	3.2813292373998354e-6	3.936862111469649
cluster_2_pathway_stranded.tsv	HALLMARK_DNA_REPAIR	0.17058779720461065	-0.03517686771371447	4.398455647202194	1.245802593903546e-5	1.8390419243338062e-5	2.244713671685668
cluster_2_pathway_stranded.tsv	HALLMARK_BILE_ACID_METABOLISM	0.13558754113521107	-0.00853333127505159	4.104362550025709	4.492887696525141e-5	6.330887208739972e-5	1.027762080782212
cluster_2_pathway_stranded.tsv	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.10442918257064826	-0.04224113110362464	3.533153656948753	4.35435137340045e-4	5.868908372844085e-4	-1.1048012826094213
cluster_2_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V2	0.16082673599518924	-0.046597139024337944	3.2772634626570483	0.001095793084368737	0.0014153994006429519	-1.9600725999311681
cluster_2_pathway_stranded.tsv	HALLMARK_HEDGEHOG_SIGNALING	0.09444089509173767	-0.029965223237660904	3.131291781461848	0.001807044545062717	0.002240735235877769	-2.4199721445538156
cluster_2_pathway_stranded.tsv	HALLMARK_MITOTIC_SPINDLE	0.07729339010938023	-0.060262836233106916	2.535149411557258	0.011439329960449827	0.013639201106690178	-4.085372141922694
cluster_2_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V1	0.13006918781352775	-0.0284765285174657	2.461837183182412	0.014043696412904448	0.016124244029631033	-4.266425573974315
cluster_3_pathway_stranded.tsv	HALLMARK_HEDGEHOG_SIGNALING	-0.44257646394526806	-0.029965223237660904	-8.229677662582816	8.144007050051779e-16	2.5246421855160515e-14	25.157268857993422
cluster_3_pathway_stranded.tsv	HALLMARK_KRAS_SIGNALING_UP	-0.17011080839951603	-0.025878594031238173	-2.7051662450548406	0.006979942087812007	0.10818910236108611	-3.474572137759407
cluster_3_pathway_stranded.tsv	HALLMARK_MITOTIC_SPINDLE	-0.1341927935123954	-0.060262836233106916	-2.3792987038501257	0.017591588790180676	0.181779750831867	-4.291492156516892
cluster_3_pathway_stranded.tsv	HALLMARK_PROTEIN_SECRETION	-0.1908579920829886	-0.019891792273316375	-2.215958764837505	0.026989910099321696	0.202332113528004	-4.662158039009813
cluster_3_pathway_stranded.tsv	HALLMARK_NOTCH_SIGNALING	-0.14198864130038003	-0.03237432355912559	-2.1404737126942965	0.032634211859355486	0.202332113528004	-4.824668313267311
cluster_3_pathway_stranded.tsv	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.14783341873894715	-0.030767321177853635	-2.04740751038699	0.040961463269160094	0.2106999217327738	-5.017367881037968
cluster_3_pathway_stranded.tsv	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.19301701992728654	-0.00937767110042385	-1.9721243812520577	0.048957670550449216	0.2106999217327738	-5.1670485199834335
cluster_4_pathway_stranded.tsv	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.32812962192119305	-0.027083400879474827	-6.866892192457132	1.3646231360030499e-11	4.2303317216094544e-10	15.761708162850695
cluster_4_pathway_stranded.tsv	HALLMARK_GLYCOLYSIS	-0.196870395193291	-0.03322744370898544	-5.49868605082745	5.2282935869731447e-8	8.103855059808374e-7	7.783030753429706
cluster_4_pathway_stranded.tsv	HALLMARK_APOPTOSIS	-0.21495355762781707	-0.02889015670980083	-5.0292535708436095	6.147770338961503e-7	5.826660929331408e-6	5.419775914157858
cluster_4_pathway_stranded.tsv	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.2727503812661053	-0.02415909239177432	-4.9892363671703315	7.518272166879236e-7	5.826660929331408e-6	5.2274085109221975
cluster_4_pathway_stranded.tsv	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.21811560286165244	-0.032322061402687646	-4.776478137227221	2.1408567925145353e-6	1.0503298619828192e-5	4.228867343452951
cluster_4_pathway_stranded.tsv	HALLMARK_E2F_TARGETS	-0.29936115581299366	-0.06944216455778567	-4.767649524501582	2.2339530193356597e-6	1.0503298619828192e-5	4.188315625126036
cluster_4_pathway_stranded.tsv	HALLMARK_DNA_REPAIR	-0.20994895264867175	-0.03517686771371447	-4.755214271269945	2.3717125915741076e-6	1.0503298619828192e-5	4.131317634854378
cluster_4_pathway_stranded.tsv	HALLMARK_G2M_CHECKPOINT	-0.2740729686364288	-0.07432649029668205	-4.715869381769601	2.8635120317440726e-6	1.1096109123008281e-5	3.9519009011358364
cluster_4_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V2	-0.24613984232246722	-0.046597139024337944	-4.422151185330177	1.1197415352748328e-5	3.8568875103910906e-5	2.657061765481039
cluster_4_pathway_stranded.tsv	HALLMARK_MYC_TARGETS_V1	-0.26034256488173985	-0.0284765285174657	-4.356090329846711	1.5057595209824526e-5	4.667854515045603e-5	2.376711104263766
cluster_4_pathway_stranded.tsv	HALLMARK_P53_PATHWAY	-0.16941583902648485	-0.02908904662732365	-4.162072226597193	3.51434274592954e-5	9.904056829437796e-5	1.5765695309186825
cluster_4_pathway_stranded.tsv	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.22079578138869957	-0.005023698880108244	-3.9341284975965753	9.114357188844553e-5	2.354542273784843e-4	0.6810513216741745
cluster_4_pathway_stranded.tsv	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.23297698079627233	-0.00937767110042385	-3.8861714251688197	1.1072414400836436e-4	2.64034497250715e-4	0.4988007429362842
cluster_4_pathway_stranded.tsv	HALLMARK_TGF_BETA_SIGNALING	-0.1705696729487852	-0.03639220872088223	-3.8065162267419006	1.5228302336002075e-4	3.3719812315433166e-4	0.2008362412982292
cluster_4_pathway_stranded.tsv	HALLMARK_IL2_STAT5_SIGNALING	-0.16631201801211862	-0.02159862458860919	-3.7604484168958825	1.8263167530795983e-4	3.7743879563645035e-4	0.03122146122541647
cluster_4_pathway_stranded.tsv	HALLMARK_MTORC1_SIGNALING	-0.15714395866730416	-0.03384248323676415	-3.5177583687005174	4.6106066776201697e-4	8.933050437889079e-4	-0.8294159858774863
cluster_4_pathway_stranded.tsv	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.1383879115785063	-0.029618162422700673	-3.4926353357300246	5.059235247399201e-4	9.22566427466913e-4	-0.9153389573134447
