SpliceID	Histology
PYGB:25288425-25288483_25284103-25284251_25290480-25290622_skipping	Atypical teratoid rhabdoid tumor
GRAMD1C:113915701-113915838_113908957-113909120_113930713-113930832_skipping	Atypical teratoid rhabdoid tumor
ZNF827:145886033-145886158_145870300-145870478_145892242-145892415_skipping	Atypical teratoid rhabdoid tumor
SFMBT2:7197548-7197687_7188623-7188733_7200413-7200484_skipping	Atypical teratoid rhabdoid tumor
ATF2:175111568-175111654_175097443-175097593_175114689-175114868_skipping	Atypical teratoid rhabdoid tumor
ATF2:175113994-175114108_175097443-175097593_175114689-175114868_skipping	Atypical teratoid rhabdoid tumor
FXR2:7595824-7595994_7594374-7594757_7601408-7601436_skipping	Atypical teratoid rhabdoid tumor
CFAP65:219031489-219031658_219031105-219031196_219032469-219032572_skipping	Atypical teratoid rhabdoid tumor
ALG1L:125930557-125930629_125928688-125929567_125933574-125933696_skipping	Atypical teratoid rhabdoid tumor
FBN3:8146127-8146225_8144876-8144972_8147103-8147186_skipping	Atypical teratoid rhabdoid tumor
MEG3:100845458-100845533_100835719-100836300_100860690-100860816_skipping	Atypical teratoid rhabdoid tumor
ACTR1B:97661882-97661946_97660570-97660646_97663842-97663916_skipping	Atypical teratoid rhabdoid tumor
STPG1:24383902-24384003_24379272-24379823_24401318-24401456_skipping	Atypical teratoid rhabdoid tumor
AKT2:40238905-40238973_40237968-40238091_40240044-40240110_skipping	Atypical teratoid rhabdoid tumor
GPS1:82052375-82052459_82051499-82051524_82053273-82053366_skipping	Atypical teratoid rhabdoid tumor
REX1BD:18589413-18589683_18588994-18589077_18592107-18592337_skipping	Atypical teratoid rhabdoid tumor
PLEKHA4:48867537-48867626_48865502-48865610_48868082-48868454_skipping	Atypical teratoid rhabdoid tumor
RTKN:74428268-74428396_74427168-74427273_74428847-74428942_skipping	Atypical teratoid rhabdoid tumor
ENSG00000285245:133107988-133108406_133107084-133107300_133108672-133108866_skipping	Atypical teratoid rhabdoid tumor
GET3:12745377-12745525_12738510-12738658_12747196-12747304_skipping	Atypical teratoid rhabdoid tumor
METTL26:635612-635774_634888-635063_636093-636235_skipping	Atypical teratoid rhabdoid tumor
NDRG4:58487756-58487850_58463630-58463797_58494963-58495008_skipping	Atypical teratoid rhabdoid tumor
CYP4F12:15678261-15678329_15673528-15673727_15680243-15680297_skipping	Atypical teratoid rhabdoid tumor
KAT2B:20095263-20095408_20072332-20072459_20099861-20099954_skipping	Atypical teratoid rhabdoid tumor
SYT6:114097748-114097877_114093734-114093803_114099093-114099265_skipping	Atypical teratoid rhabdoid tumor
LSM11:157754004-157754087_157751389-157751529_157754853-157760709_skipping	Atypical teratoid rhabdoid tumor
RECQL5:75660955-75661066_75658297-75658460_75662478-75662997_skipping	Atypical teratoid rhabdoid tumor
ZBTB17:15946935-15947123_15946153-15946316_15948290-15948497_skipping	Atypical teratoid rhabdoid tumor
TUB:8094046-8094189_8090068-8090231_8095497-8095665_skipping	Atypical teratoid rhabdoid tumor
TUB:8095498-8095665_8090068-8090231_8096684-8096806_skipping	Atypical teratoid rhabdoid tumor
MAP4:47915951-47917174_47877416-47877523_47918718-47918841_skipping	Atypical teratoid rhabdoid tumor
SPAG17:118093156-118093317_118091929-118092002_118097669-118097851_skipping	Atypical teratoid rhabdoid tumor
COL11A2:33184992-33185054_33181110-33181170_33186626-33186818_skipping	Atypical teratoid rhabdoid tumor
CLEC2L:139540321-139540487_139536273-139536348_139542020-139542121_skipping	Atypical teratoid rhabdoid tumor
TMEM245:109106508-109106609_109093474-109093591_109108452-109108488_skipping	Atypical teratoid rhabdoid tumor
TSPAN14:80489217-80489314_80468546-80468687_80507227-80507374_skipping	Atypical teratoid rhabdoid tumor
TRIO:14504393-14504593_14502578-14502657_14507879-14508333_skipping	Atypical teratoid rhabdoid tumor
SGK2:43576224-43576379_43574376-43575004_43579971-43580061_skipping	Atypical teratoid rhabdoid tumor
LRRC51:72088297-72088380_72080565-72080885_72093495-72093701_skipping	Atypical teratoid rhabdoid tumor
IPO4:24181513-24181617_24180682-24180758_24181710-24181843_skipping	Atypical teratoid rhabdoid tumor
ADGRB1:142479323-142479487_142478186-142478360_142479692-142479794_skipping	Atypical teratoid rhabdoid tumor
POU6F1:51206789-51206947_51204320-51204368_51217641-51218062_skipping	Atypical teratoid rhabdoid tumor
SLC66A1L:157553230-157553340_157543245-157543509_157569306-157569917_skipping	Atypical teratoid rhabdoid tumor
DGUOK:73946719-73946906_73938909-73939022_73957124-73957240_skipping	Atypical teratoid rhabdoid tumor
DLG4:7192945-7193117_7191892-7192002_7193482-7193584_skipping	Atypical teratoid rhabdoid tumor
IGSF9B:133935617-133935762_133932070-133932213_133936052-133936194_skipping	Atypical teratoid rhabdoid tumor
SIPA1L2:232403448-232403571_232402391-232402473_232415493-232415625_skipping	Atypical teratoid rhabdoid tumor
KIAA2026:5910615-5910707_5881595-5881675_5913857-5913860_skipping	Atypical teratoid rhabdoid tumor
AMPH:38422421-38422477_38394004-38394214_38426953-38426986_skipping	Atypical teratoid rhabdoid tumor
ROBO3:124877519-124877658_124876697-124876932_124878583-124878796_skipping	Atypical teratoid rhabdoid tumor
THSD7B:137411609-137411872_137405612-137405807_137450844-137451023_skipping	Atypical teratoid rhabdoid tumor
PTPRQ:80425023-80425129_80424437-80424588_80427456-80427551_skipping	Atypical teratoid rhabdoid tumor
ARHGEF9:63724532-63724711_63706257-63706449_63736989-63737118_skipping	Atypical teratoid rhabdoid tumor
MTSS2:70674306-70674528_70664919-70665096_70676880-70676978_skipping	Atypical teratoid rhabdoid tumor
PPP4R1:9588089-9588235_9584720-9584828_9588710-9588853_skipping	Atypical teratoid rhabdoid tumor
ENSG00000284906:30647668-30647714_30646113-30646295_30658765-30658844_skipping	Atypical teratoid rhabdoid tumor
ZFYVE27:97749474-97749586_97744728-97744915_97750330-97750470_skipping	Atypical teratoid rhabdoid tumor
ENSG00000237188:147280026-147280191_147276103-147276257_147285323-147285487_skipping	Atypical teratoid rhabdoid tumor
PODXL2:127668441-127668597_127662236-127662311_127669140-127669202_skipping	Atypical teratoid rhabdoid tumor
SNRNP27:69895094-69895214_69893955-69894018_69896435-69896548_skipping	Atypical teratoid rhabdoid tumor
TRMT1L:185123857-185123919_185120382-185120509_185124943-185125110_skipping	Atypical teratoid rhabdoid tumor
DDX43:73412205-73412292_73409247-73409348_73413657-73413785_skipping	Atypical teratoid rhabdoid tumor
ENO2:6917038-6917107_6916670-6916729_6917580-6917714_skipping	Atypical teratoid rhabdoid tumor
ANKIB1:92362185-92362273_92352475-92352642_92371476-92371607_skipping	Atypical teratoid rhabdoid tumor
SRRM3:76235028-76235299_76201895-76202067_76248187-76248289_skipping	Atypical teratoid rhabdoid tumor
TADA2A:37426950-37427009_37423508-37423615_37440504-37440579_skipping	Atypical teratoid rhabdoid tumor
IGF2BP3:23361534-23361597_23351304-23351586_23468481-23468542_skipping	Atypical teratoid rhabdoid tumor
PVT1:127795894-127796008_127794541-127794734_127816827-127816884_skipping	Atypical teratoid rhabdoid tumor
FAM135B:138250841-138251014_138242941-138243068_138256688-138256759_skipping	Atypical teratoid rhabdoid tumor
MACROH2A2:70109033-70109207_70098646-70100297_70111517-70111683_skipping	Atypical teratoid rhabdoid tumor
MAP4:47921765-47921878_47877326-47877523_47928227-47928302_skipping	Atypical teratoid rhabdoid tumor
ANXA5:121678415-121678494_121677893-121677950_121681670-121681761_skipping	Atypical teratoid rhabdoid tumor
PTPN9:75479848-75479914_75473688-75473767_75490207-75490301_skipping	Atypical teratoid rhabdoid tumor
PASK:241139885-241140055_241138653-241138794_241142836-241143074_skipping	Atypical teratoid rhabdoid tumor
SLC17A5:73636621-73636707_73635232-73635500_73638411-73638499_skipping	Atypical teratoid rhabdoid tumor
KCNQ1:2583435-2583545_2572845-2572986_2587569-2587692_skipping	Atypical teratoid rhabdoid tumor
SPG7:89552852-89553135_89550493-89550609_89553793-89553960_skipping	Atypical teratoid rhabdoid tumor
SPG7:89552979-89553135_89548158-89550609_89553793-89553960_skipping	Atypical teratoid rhabdoid tumor
SPG7:89552979-89553163_89550493-89550609_89553793-89553960_skipping	Atypical teratoid rhabdoid tumor
SPG7:89553024-89553135_89550493-89550609_89553793-89553960_skipping	Atypical teratoid rhabdoid tumor
ANKAR:189737683-189737841_189728659-189728821_189741341-189741451_skipping	Atypical teratoid rhabdoid tumor
JADE2:134566116-134566580_134564171-134564610_134573644-134573762_skipping	Atypical teratoid rhabdoid tumor
MAP3K1:56875032-56875310_56872824-56873005_56878979-56879101_skipping	Atypical teratoid rhabdoid tumor
HSD17B6:56763198-56763414_56752160-56752318_56773833-56774078_skipping	Atypical teratoid rhabdoid tumor
BTBD11:107649206-107649274_107642089-107642171_107651673-107651787_skipping	Atypical teratoid rhabdoid tumor
PLEKHA4:48861620-48861692_48861400-48861501_48867536-48867595_skipping	Atypical teratoid rhabdoid tumor
BAALC-AS1:103268391-103268472_103264798-103267520_103285837-103285897_skipping	Atypical teratoid rhabdoid tumor
MPV17L:15399431-15399548_15396083-15396207_15400786-15400857_skipping	Atypical teratoid rhabdoid tumor
NEK5:52127366-52127504_52119318-52119415_52129028-52129067_skipping	Atypical teratoid rhabdoid tumor
EFCAB6:43530815-43530964_43528743-43528975_43534687-43534872_skipping	Atypical teratoid rhabdoid tumor
NRSN2:353210-353306_349637-349832_355325-355349_skipping	Atypical teratoid rhabdoid tumor
GSDMB:39908958-39909042_39906110-39906271_39909755-39909924_skipping	Atypical teratoid rhabdoid tumor
MFRP:119344315-119344391_119343815-119343964_119344631-119344757_skipping	Atypical teratoid rhabdoid tumor
SEMA3A:84489096-84489182_84371823-84371900_84492459-84492549_skipping	Atypical teratoid rhabdoid tumor
IGSF21:18376310-18376395_18365222-18365697_18376799-18376992_skipping	Atypical teratoid rhabdoid tumor
TPGS2:36800198-36800311_36786572-36787079_36805373-36805397_skipping	Atypical teratoid rhabdoid tumor
PELI3:66468833-66468904_66466904-66467027_66471241-66471371_skipping	Atypical teratoid rhabdoid tumor
ZNF213:3138745-3138818_3138353-3138541_3140688-3141779_skipping	Atypical teratoid rhabdoid tumor
PKN1:14451829-14452023_14450805-14451109_14458030-14458079_skipping	Atypical teratoid rhabdoid tumor
CBLC:44782370-44782491_44781206-44781363_44784263-44784401_skipping	Atypical teratoid rhabdoid tumor
PTPRU:29284731-29284869_29283722-29283976_29291868-29292026_skipping	Atypical teratoid rhabdoid tumor
NDUFB5:179616983-179617044_179615205-179616049_179623919-179624498_skipping	Atypical teratoid rhabdoid tumor
NDUFB5:179618415-179618521_179615982-179616049_179623919-179624091_skipping	Atypical teratoid rhabdoid tumor
DDR1:30884538-30884710_30884057-30884145_30885624-30885680_skipping	Atypical teratoid rhabdoid tumor
TNFSF12-TNFSF13:7559624-7559702_7550942-7550978_7559845-7559893_skipping	Atypical teratoid rhabdoid tumor
BTBD7:93245825-93246286_93237549-93243088_93248475-93248654_skipping	Atypical teratoid rhabdoid tumor
TNFRSF4:1212638-1212704_1211941-1212138_1212991-1213093_skipping	Atypical teratoid rhabdoid tumor
SESTD1:179191787-179191866_179183079-179183188_179264498-179264625_skipping	Atypical teratoid rhabdoid tumor
ZNFX1:49260463-49260577_49257416-49257664_49263333-49263483_skipping	Atypical teratoid rhabdoid tumor
NECAB3:33669375-33669712_33660250-33660395_33672397-33672422_skipping	Atypical teratoid rhabdoid tumor
IRX1:3600609-3600681_3599224-3600260_3600982-3601403_skipping	Atypical teratoid rhabdoid tumor
TRMT1:13116187-13116431_13115463-13115466_13116652-13116748_skipping	Atypical teratoid rhabdoid tumor
NPC1:23572074-23572180_23568822-23568998_23573451-23573574_skipping	Atypical teratoid rhabdoid tumor
FAM214B:35108128-35108349_35107380-35107568_35108593-35108737_skipping	Atypical teratoid rhabdoid tumor
PRKAR2A:48756379-48756444_48751338-48751718_48765003-48765078_skipping	Atypical teratoid rhabdoid tumor
ZNF683:26367593-26367797_26364531-26365226_26368457-26368582_skipping	Atypical teratoid rhabdoid tumor
AVL9:32544694-32544779_32543140-32543261_32551333-32551423_skipping	Atypical teratoid rhabdoid tumor
SH2D3C:127749211-127749665_127744563-127745099_127751171-127751300_skipping	Atypical teratoid rhabdoid tumor
CSMD3:112638696-112638911_112636816-112637005_112645108-112645225_skipping	Atypical teratoid rhabdoid tumor
ZNF696:143292972-143293065_143291416-143291767_143295739-143295964_skipping	Atypical teratoid rhabdoid tumor
DGKB:14630236-14630268_14621140-14621494_14672928-14673027_skipping	Atypical teratoid rhabdoid tumor
MYO15A:18167590-18167723_18163741-18163838_18171637-18171771_skipping	Atypical teratoid rhabdoid tumor
ENSG00000229180:66588512-66588580_66578528-66578727_66592256-66592386_skipping	Atypical teratoid rhabdoid tumor
TTC21A:39110029-39110139_39109084-39109214_39114584-39114742_skipping	Atypical teratoid rhabdoid tumor
MFF:227342745-227342819_227340291-227340380_227347225-227347274_skipping	Atypical teratoid rhabdoid tumor
ATG13:46618325-46618375_46617526-46617890_46644278-46644360_skipping	Atypical teratoid rhabdoid tumor
LRRK1:100983528-100983699_100973803-100973967_100988633-100988813_skipping	Atypical teratoid rhabdoid tumor
DPYSL4:132197021-132197101_132196860-132196922_132198414-132198483_skipping	Atypical teratoid rhabdoid tumor
EIF2D:206599733-206599836_206599462-206599612_206600262-206600308_skipping	Atypical teratoid rhabdoid tumor
UBE4A:118389725-118389905_118386437-118386612_118390656-118390804_skipping	Atypical teratoid rhabdoid tumor
EPS15L1:16440885-16440909_16437769-16437865_16441891-16441981_skipping	Atypical teratoid rhabdoid tumor
MEGF8:42349499-42349699_42344669-42344833_42350147-42350384_skipping	Atypical teratoid rhabdoid tumor
TOM1L2:17861476-17861551_17848822-17848859_17862730-17862848_skipping	Atypical teratoid rhabdoid tumor
IFT172:27485018-27485130_27483871-27483937_27485359-27485503_skipping	Atypical teratoid rhabdoid tumor
ATXN7L2:109486057-109486304_109483953-109484080_109486505-109486610_skipping	Atypical teratoid rhabdoid tumor
PDZD2:32087131-32091175_32077461-32077606_32092906-32093024_skipping	Atypical teratoid rhabdoid tumor
VPS13D:12342899-12343051_12341779-12341885_12345373-12345509_skipping	Atypical teratoid rhabdoid tumor
USP47:11897597-11897693_11891967-11892106_11902714-11902860_skipping	Atypical teratoid rhabdoid tumor
GABBR2:98311095-98311205_98306120-98306345_98362714-98362837_skipping	Atypical teratoid rhabdoid tumor
DYNC2H1:103358243-103358359_103323885-103323990_103399662-103399872_skipping	Atypical teratoid rhabdoid tumor
TTC1:160010500-160010858_160009124-160009193_160035139-160035200_skipping	Atypical teratoid rhabdoid tumor
ABRAXAS1:83463494-83463608_83459516-83462902_83467453-83467538_skipping	Atypical teratoid rhabdoid tumor
KIF1B:10368467-10368538_10365408-10365648_10371140-10371262_skipping	Atypical teratoid rhabdoid tumor
PRLR:35084470-35084639_35072574-35072744_35089550-35089637_skipping	Atypical teratoid rhabdoid tumor
VDR:47882694-47882774_47878967-47879115_47899836-47899958_skipping	Atypical teratoid rhabdoid tumor
BUD13:116757146-116757227_116748169-116748575_116757765-116757940_skipping	Atypical teratoid rhabdoid tumor
SLC25A11:4938769-4938975_4938511-4938602_4939815-4940053_skipping	Atypical teratoid rhabdoid tumor
FAM114A2:154029489-154029580_154028148-154028283_154033790-154033877_skipping	Atypical teratoid rhabdoid tumor
PCDHGC3:141494807-141494865_141475979-141476146_141505392-141505481_skipping	Atypical teratoid rhabdoid tumor
GAS5:173865857-173866206_173865352-173865547_173866760-173866796_skipping	Atypical teratoid rhabdoid tumor
TRIM66:8621032-8621321_8620445-8620572_8621644-8621819_skipping	Atypical teratoid rhabdoid tumor
FXYD6-FXYD2:117840319-117840368_117839780-117839830_117841790-117841865_skipping	Atypical teratoid rhabdoid tumor
FXYD6-FXYD2:117841148-117841184_117839780-117839830_117841790-117841865_skipping	Atypical teratoid rhabdoid tumor
FAM102A:127948368-127948414_127948070-127948225_127953574-127953604_skipping	Atypical teratoid rhabdoid tumor
CWF19L1:100260966-100261044_100256261-100256476_100261978-100262063_skipping	Atypical teratoid rhabdoid tumor
ACADVL:7223133-7223237_7222666-7222865_7223643-7223730_skipping	Atypical teratoid rhabdoid tumor
ATRIP:48450037-48450170_48446732-48447092_48451728-48451899_skipping	Atypical teratoid rhabdoid tumor
TPST1:66356825-66356871_66352503-66352555_66359894-66360426_skipping	Atypical teratoid rhabdoid tumor
SLC35B1:49706965-49707068_49705123-49706309_49707342-49707444_skipping	Atypical teratoid rhabdoid tumor
ILF2:153665663-153665728_153665219-153665336_153667554-153667657_skipping	Atypical teratoid rhabdoid tumor
ENSG00000263798:47980593-47980798_47978828-47978917_47981162-47981334_skipping	Atypical teratoid rhabdoid tumor
RIOK3:23463967-23464112_23462963-23463079_23464205-23464313_skipping	Atypical teratoid rhabdoid tumor
RIOK3:23464015-23464112_23462963-23463079_23464205-23464313_skipping	Atypical teratoid rhabdoid tumor
PEX7:136866627-136866733_136846072-136846181_136869889-136870003_skipping	Atypical teratoid rhabdoid tumor
ARHGEF10:1952705-1952827_1933799-1933942_1956748-1957205_skipping	Atypical teratoid rhabdoid tumor
AMMECR1L:127869454-127869544_127866899-127866996_127871248-127871359_skipping	Atypical teratoid rhabdoid tumor
SBF2:9832224-9832420_9829355-9829496_9839497-9839696_skipping	Atypical teratoid rhabdoid tumor
SH3TC1:8205167-8205366_8199289-8199405_8209664-8209822_skipping	Atypical teratoid rhabdoid tumor
PDK2:50105371-50105442_50097422-50097564_50105884-50106039_skipping	Atypical teratoid rhabdoid tumor
ENOPH1:82447920-82448021_82430589-82430913_82451042-82451245_skipping	Atypical teratoid rhabdoid tumor
HECTD4:112264084-112264212_112261304-112261429_112265174-112265295_skipping	Atypical teratoid rhabdoid tumor
HECTD4:112264090-112264212_112261304-112261429_112265174-112265295_skipping	Atypical teratoid rhabdoid tumor
CALB2:71384783-71384836_71383969-71384025_71385576-71385636_skipping	Atypical teratoid rhabdoid tumor
CRTC3:90607378-90607478_90604384-90604447_90617882-90617968_skipping	Atypical teratoid rhabdoid tumor
TAPBP:33303955-33303989_33299693-33301771_33304296-33304638_skipping	Atypical teratoid rhabdoid tumor
PFKFB2:207063143-207063209_207062546-207062716_207063346-207063421_skipping	Atypical teratoid rhabdoid tumor
MTA2:62600166-62600259_62598521-62598639_62600621-62600689_skipping	Atypical teratoid rhabdoid tumor
KRT13:41501719-41501744_41500980-41501362_41502373-41502594_skipping	Atypical teratoid rhabdoid tumor
HERC4:67956878-67956976_67954962-67955130_67966682-67966802_skipping	Atypical teratoid rhabdoid tumor
BCL2L2-PABPN1:23307760-23308199_23306966-23307279_23319734-23319830_skipping	Atypical teratoid rhabdoid tumor
ELOVL5:53276179-53276256_53275089-53275261_53291775-53291963_skipping	Atypical teratoid rhabdoid tumor
MBOAT7:54180773-54181133_54178336-54178941_54183520-54183680_skipping	Atypical teratoid rhabdoid tumor
RFK:76388554-76388656_76385525-76387529_76392417-76392569_skipping	Atypical teratoid rhabdoid tumor
PHF2:93675680-93675789_93674926-93675022_93676593-93676963_skipping	Atypical teratoid rhabdoid tumor
ZMYND8:47355450-47355520_47347855-47347926_47356379-47356414_skipping	Atypical teratoid rhabdoid tumor
RASA4:102609341-102609454_102608557-102608822_102611085-102611142_skipping	Atypical teratoid rhabdoid tumor
UNC13B:35258993-35259050_35243290-35243364_35295695-35295930_skipping	Atypical teratoid rhabdoid tumor
PPP6C:125153533-125153742_125146572-125149921_125153905-125153985_skipping	Atypical teratoid rhabdoid tumor
MROH1:144245156-144245260_144244443-144244539_144247300-144247436_skipping	Atypical teratoid rhabdoid tumor
XPO6:28107522-28107677_28106382-28106497_28111816-28111890_skipping	Atypical teratoid rhabdoid tumor
RP9P:32921339-32921430_32916814-32917542_32930077-32930108_skipping	Atypical teratoid rhabdoid tumor
XPO5:43572506-43572578_43570856-43570994_43573479-43573601_skipping	Atypical teratoid rhabdoid tumor
CAND1:67310152-67310316_67309900-67310070_67311692-67311800_skipping	Atypical teratoid rhabdoid tumor
ENSG00000260007:68199541-68199681_68197528-68197628_68229501-68229718_skipping	Atypical teratoid rhabdoid tumor
MMS19:97461496-97461896_97460906-97461007_97462016-97462119_skipping	Atypical teratoid rhabdoid tumor
MMS19:97461828-97461896_97460906-97461007_97462016-97462119_skipping	Atypical teratoid rhabdoid tumor
GRHPR:37426538-37426654_37425921-37425994_37428483-37428572_skipping	Atypical teratoid rhabdoid tumor
TEPSIN:81236980-81237459_81236707-81236801_81238985-81239041_skipping	Atypical teratoid rhabdoid tumor
FAM234B:13067155-13067296_13066639-13066787_13068303-13068447_skipping	Atypical teratoid rhabdoid tumor
MARCHF4:216277672-216277864_216257864-216259679_216283573-216283729_skipping	Atypical teratoid rhabdoid tumor
SLC7A10:33211225-33211328_33210801-33210898_33211413-33211537_skipping	Atypical teratoid rhabdoid tumor
ANKS3:4731512-4731579_4729979-4730151_4733937-4734271_skipping	Atypical teratoid rhabdoid tumor
ARHGAP28:6887157-6887239_6882136-6882299_6889887-6890048_skipping	Atypical teratoid rhabdoid tumor
VPS13C:61934219-61934331_61931089-61931259_61940646-61940794_skipping	Atypical teratoid rhabdoid tumor
SH3YL1:263211-263368_262630-262786_264702-264743_skipping	Atypical teratoid rhabdoid tumor
ZFYVE9:52340126-52340231_52337771-52337934_52344767-52344944_skipping	Atypical teratoid rhabdoid tumor
CACNA1G:50606900-50606989_50604154-50604281_50607826-50608019_skipping	Atypical teratoid rhabdoid tumor
RAB8B:63256505-63256594_63249644-63249705_63259626-63259692_skipping	Atypical teratoid rhabdoid tumor
PPOX:161170409-161170519_161169659-161169720_161170619-161170769_skipping	Atypical teratoid rhabdoid tumor
DUS2:68056364-68056424_68054573-68054617_68061065-68061113_skipping	Atypical teratoid rhabdoid tumor
GTPBP10:90372155-90372228_90352815-90353009_90374301-90374354_skipping	Atypical teratoid rhabdoid tumor
PDLIM2:22581379-22581530_22580470-22580697_22584820-22584890_skipping	Atypical teratoid rhabdoid tumor
MYO9B:17162350-17162466_17159394-17159484_17162987-17163122_skipping	Atypical teratoid rhabdoid tumor
ADGRB1:142522641-142522710_142521964-142522115_142524237-142524304_skipping	Atypical teratoid rhabdoid tumor
