pathway	treat_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_FOCAL_ADHESION	-0.4353092491202862	0.11239941029709459	-0.5477086594173808	0	0.1
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	-0.2764505119453958	0.19453924914675857	-0.4709897610921544	1	0.2
KEGG_GALACTOSE_METABOLISM	-0.2764505119453958	0.19453924914675857	-0.4709897610921544	1	0.2
KEGG_GAP_JUNCTION	-0.17861205915813755	0.14220705346985182	-0.32081911262798934	NA	NA
KEGG_GLIOMA	-0.4376911059292177	0.01883736935762163	-0.4565284752868394	0	0.1
KEGG_GLUTATHIONE_METABOLISM	-0.2810011376564308	0.28327645051194555	-0.5642775881683764	1	0.2
KEGG_GLYCEROLIPID_METABOLISM	-0.2764505119453958	0.19453924914675857	-0.4709897610921544	1	0.2
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.054522092736251235	-0.22750190258752265	0.28202399532377387	6	0.7
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.9226393629124003	-0.8930602957906834	1.8156996587030836	9	0.1
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.2718998862343575	0.044368600682591346	0.22753128555176616	6	0.7
KEGG_GNRH_SIGNALING_PATHWAY	-0.18826908807734669	0.13655583941796606	-0.3248249274953128	3	0.7
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.7201365187713313	-0.765642775881694	1.4857792946530255	9	0.1
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.5108077360637092	-0.46075085324232656	0.9715585893060358	9	0.1
KEGG_HOMOLOGOUS_RECOMBINATION	-0.2243936348502339	0.36121737580556024	-0.5856110106557941	2	0.4
KEGG_HUNTINGTONS_DISEASE	0.37979250075336785	-0.21891794675342893	0.5987104475067968	7	0.4
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.5482055565552026	-0.5515103574689828	1.0997159140241854	9	0.1
KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.42589591148917244	0.20082816772720713	-0.6267240792163795	1	0.2
KEGG_INSULIN_SIGNALING_PATHWAY	-0.093498400826356	-0.11185990988832173	0.018361509061965722	5	1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.5445205479452088	-0.39954337899543674	-0.14497716894977203	4	1
KEGG_JAK_STAT_SIGNALING_PATHWAY	-0.21694784452822413	-0.08590970449481042	-0.1310381400334137	2	0.4
KEGG_LEISHMANIA_INFECTION	0.187230261868673	-0.31154139324980873	0.49877165511848176	9	0.1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-0.22533867498889298	0.2317674231989939	-0.4571060981878869	1	0.2
KEGG_LONG_TERM_DEPRESSION	-0.35604135910553086	0.18949771689497508	-0.5455390760005059	0	0.1
KEGG_LONG_TERM_POTENTIATION	-0.28878487363792427	0.2564368953724035	-0.5452217690103278	0	0.1
KEGG_LYSINE_DEGRADATION	-0.2992036405005722	0.2491467576791815	-0.5483503981797537	0	0.1
KEGG_MAPK_SIGNALING_PATHWAY	-0.12183295068548321	-0.08991548708944974	-0.031917463596033466	4	1
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-0.0693970420932913	0.30602957906711986	-0.37542662116041114	2	0.4
KEGG_MELANOGENESIS	-0.2764636650030128	0.26329123607838967	-0.5397549010814024	2	0.4
KEGG_MELANOMA	-0.44134031391471634	0.049156746851782736	-0.49049706076649907	0	0.1
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	-0.2810011376564308	0.28327645051194555	-0.5642775881683764	1	0.2
KEGG_MISMATCH_REPAIR	0.32713165511978465	-0.7029867036352272	1.0301183587550118	9	0.1
KEGG_MTOR_SIGNALING_PATHWAY	-0.10218759178231018	-0.16814326334665783	0.06595567156434765	6	0.7
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.017157527466806193	-0.00800564163769227	0.025163169104498465	6	0.7
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-0.15813424345847737	0.2832764505119428	-0.44141069397042015	3	0.7
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	-0.05946911475946268	-0.07671725243528613	0.01724813767582345	4	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.2515461428392665	-0.2735116319492895	0.5250577747885561	9	0.1
KEGG_NON_HOMOLOGOUS_END_JOINING	-0.1748229766395379	0.11154047883499625	-0.2863634554745342	4	1
KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.43227679841508104	0.05633036062069417	-0.48860715903577523	0	0.1
KEGG_NOTCH_SIGNALING_PATHWAY	-0.23685152529088682	0.1378687037601627	-0.3747202290510495	2	0.4
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.4526480695370894	0.24284077892325484	-0.6954888484603443	0	0.1
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.2718998862343575	0.044368600682591346	0.22753128555176616	6	0.7
KEGG_OOCYTE_MEIOSIS	-0.11717861205916065	0.22866894197952112	-0.3458475540386818	3	0.7
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.24459613196814886	0.1558589306029566	-0.40045506257110547	3	0.7
KEGG_P53_SIGNALING_PATHWAY	0.3616606681778954	-0.32531972363809003	0.6869803918159854	9	0.1
KEGG_PANCREATIC_CANCER	-0.1465129929852037	-0.11347031164723129	-0.03304268133797242	3	0.7
KEGG_PARKINSONS_DISEASE	-0.24459613196814886	0.1558589306029566	-0.40045506257110547	3	0.7
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.19453924914676027	0.2832764505119454	-0.47781569965870563	2	0.4
KEGG_PATHWAYS_IN_CANCER	-0.004501635749057316	-0.11347865070248822	0.1089770149534309	7	0.4
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.2764505119453958	0.19453924914675857	-0.4709897610921544	1	0.2
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.43325304715495794	0.1944857663324207	-0.6277388134873787	1	0.2
KEGG_PRIMARY_IMMUNODEFICIENCY	0.8589306029579068	-0.8794084186575774	1.7383390216154841	NA	NA
KEGG_PRION_DISEASES	0.3465371604981031	-0.3630515381311858	0.709588698629289	8	0.2
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	-0.3945930962622479	0.09059741881132133	-0.48519051507356925	1	0.2
KEGG_PROSTATE_CANCER	-0.3012094974618852	-0.03756948319175887	-0.2636400142701263	1	0.2
KEGG_PURINE_METABOLISM	-0.368721461187219	0.24200913242008928	-0.6107305936073083	2	0.4
KEGG_PYRIMIDINE_METABOLISM	-0.368721461187219	0.24200913242008928	-0.6107305936073083	2	0.4
KEGG_PYRUVATE_METABOLISM	-0.2764505119453958	0.19453924914675857	-0.4709897610921544	1	0.2
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	-0.31332306221541395	0.252011632468309	-0.565334694683723	0	0.1
KEGG_REGULATION_OF_AUTOPHAGY	0.12736534901653299	-0.15812348475393656	0.2854888337704695	9	0.1
KEGG_RENAL_CELL_CARCINOMA	-0.27441514529806654	0.04250358923016118	-0.3169187345282277	1	0.2
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	3.117316487542913e-4	-0.09378399378399302	0.09409572543274732	5	1
KEGG_RNA_DEGRADATION	-0.8641744958697918	-0.7820724486138838	-0.08210204725590797	2	0.4
KEGG_SMALL_CELL_LUNG_CANCER	-0.16717283325417648	-0.20383763571012098	0.0366648024559445	6	0.7
KEGG_SPHINGOLIPID_METABOLISM	-0.41524459613197334	0.21501706484641728	-0.6302616609783906	1	0.2
KEGG_SPLICEOSOME	0.11053969853850538	0.04618584052088329	0.0643538580176221	4	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.05938171985966016	-0.15306408192794077	0.09368236206828061	6	0.7
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.21624955691827344	-0.18635763363426255	0.402607190552536	8	0.2
KEGG_THYROID_CANCER	-0.25142207053470367	0.23549488054607567	-0.48691695108077937	3	0.7
KEGG_TIGHT_JUNCTION	-0.29143161989738603	-0.1189158871153216	-0.17251573278206445	4	1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.11548185896236496	-0.01605790368810554	-0.09942395527425942	4	1
KEGG_TYPE_II_DIABETES_MELLITUS	-0.07202574813716013	0.16228422347512925	-0.2343099716122894	4	1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.3418147508758804	-0.2733100301294242	0.6151247810053047	8	0.2
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.043700035795097146	0.16458849990069255	-0.2082885356957897	4	1
KEGG_VEGF_SIGNALING_PATHWAY	0.11214394515297788	-0.30400735647632365	0.41615130162930153	9	0.1
KEGG_VIRAL_MYOCARDITIS	0.4362560264864584	-0.32990382372255106	0.7661598502090095	9	0.1
KEGG_WNT_SIGNALING_PATHWAY	0.42826001740295533	-0.37491003261717376	0.8031700500201291	9	0.1
