SpliceID	dPSI	Uniprot	Type
EIF4G1:184317716-184317816	0.246	mod_res	SE
EIF4G1:184317716-184317816	0.289	mod_res	SE
ELF2:139067683-139067770	0.184	mod_res	SE
ELN:74065693-74065732	0.32	mod_res	SE
ELP3:28113018-28113173	-0.314	mod_res	SE
ENSG00000272980:167003192-167004401	-0.108	mod_res	SE
ENSG00000274272:100577272-100577389	0.12	mod_res	SE
EPB41L1:36173763-36173954	0.216	mod_res	SE
EPB41L1:36209487-36209898	0.117	mod_res	SE
EPB41L2:130869562-130870126	0.203	mod_res	SE
EPB41L2:130869811-130870126	0.126	mod_res	SE
EPB41L2:130869811-130870126	0.199	mod_res	SE
EPB41L2:130880143-130880206	0.166	mod_res	SE
EPB41L4A:112205420-112205504	0.27	mod_res	SE
EPS15L1:16377121-16377254	0.109	mod_res	SE
EWSR1:29288605-29288755	-0.12	mod_res	SE
FAM13A:88805010-88805052	-0.138	mod_res	SE
FAM189B:155250275-155250821	-0.194	mod_res	SE
FAM189B:155250275-155250929	-0.25	mod_res	SE
FAM219B:74904981-74905039	0.103	mod_res	SE
FAM219B:74904981-74905059	0.168	mod_res	SE
FBXL4:98926476-98927060	0.128	mod_res	SE
FBXO38:148427212-148427722	0.179	mod_res	SE
FBXO38:148427212-148427947	0.18	mod_res	SE
FCHO2:73054159-73054171	-0.506	mod_res	SE
FDPS:155309752-155309965	0.179	mod_res	SE
FLAD1:154989559-154989707	-0.242	mod_res	SE
FNIP2:158833527-158833628	-0.145	mod_res	SE
GARNL3:127264951-127265021	0.199	mod_res	SE
GATAD2A:19492580-19492712	-0.177	mod_res	SE
GGA1:37625796-37625949	-0.133	mod_res	SE
GGA1:37625796-37625949	-0.284	mod_res	SE
GIT2:109951166-109951316	0.138	mod_res	SE
GIT2:109951211-109951316	0.147	mod_res	SE
GNPDA1:142007798-142007900	-0.349	mod_res	SE
GRHPR:37424844-37424975	-0.129	mod_res	SE
GRHPR:37424844-37424975	-0.164	mod_res	SE
GSS:34929400-34929590	-0.119	mod_res	SE
GSTM2:109668424-109668500	0.132	mod_res	SE
GSTP1:67584684-67584772	0.363	mod_res	SE
GTF2H1:18341260-18341410	0.433	mod_res	SE
GTF2I:74718878-74718941	0.109	mod_res	SE
GTF2IRD1:74555392-74555494	0.146	mod_res	SE
GTF2IRD1:74555437-74555494	0.198	mod_res	SE
GTPBP1:38708844-38708956	-0.217	mod_res	SE
HCFC1:153958568-153958766	-0.115	mod_res	SE
HDAC9:18585280-18585522	-0.142	mod_res	SE
HDAC9:18585280-18585522	-0.405	mod_res	SE
HDAC9:18648465-18648683	-0.185	mod_res	SE
HDDC3:90932428-90932806	0.189	mod_res	SE
HDGFL2:4501190-4501317	0.186	mod_res	SE
HJURP:233847396-233847461	-0.19	mod_res	SE
HNRNPA2B1:26193598-26193694	-0.528	mod_res	SE
HNRNPH1:179618144-179618323	0.179	mod_res	SE
HNRNPR:23340851-23341017	0.113	mod_res	SE
IFT43:76058641-76058674	-0.524	mod_res	SE
IKBKE:206493265-206493378	-0.161	mod_res	SE
ILF3:10688549-10688678	-0.117	mod_res	SE
IRAK1BP1:78898063-78898298	0.124	mod_res	SE
ITGB3BP:63490082-63490218	0.252	mod_res	SE
ITGB4:75755700-75755850	-0.148	mod_res	SE
ITSN1:33819240-33819323	-0.667	mod_res	SE
KAT5:65713347-65713503	0.232	mod_res	SE
KAT7:49796749-49796926	-0.102	mod_res	SE
KIAA1191:176355570-176355749	0.338	mod_res	SE
KIF23:69440767-69441079	0.124	mod_res	SE
KIFC3:57759727-57759836	-0.435	mod_res	SE
KMT2A:118471661-118471985	0.127	mod_res	SE
KNL1:40628069-40628208	0.42	mod_res	SE
KNSTRN:40386404-40386494	-0.46	mod_res	SE
KRT8:52949455-52949517	-0.4	mod_res	SE
KRT8:52949455-52949585	-0.302	mod_res	SE
LAMTOR4:100149498-100149565	-0.638	mod_res	SE
LGALSL:64455343-64455415	-0.197	mod_res	SE
LIMK2:31262133-31262239	0.364	mod_res	SE
LSM14A:34215123-34215300	-0.39	mod_res	SE
LSM14B:62129784-62129952	0.163	mod_res	SE
LTV1:143844485-143844617	-0.104	mod_res	SE
MAMLD1:150473679-150473802	-0.387	mod_res	SE
MAP2:209692624-209696350	-0.276	mod_res	SE
MAP2:209692636-209696350	-0.382	mod_res	SE
MAP4:47915950-47917174	0.155	mod_res	SE
MAP4K4:101860824-101860986	0.107	mod_res	SE
MAP4K4:101860824-101860986	-0.204	mod_res	SE
MAP7D1:36174897-36175008	0.155	mod_res	SE
MAPK7:19378895-19379132	0.221	mod_res	SE
MARF1:15622933-15623126	0.107	mod_res	SE
MCRIP2:646471-646608	-0.317	mod_res	SE
MCRIP2:647416-647544	0.449	mod_res	SE
METTL26:634888-634956	0.139	mod_res	SE
METTL26:634888-635063	0.174	mod_res	SE
MFF:227347225-227347384	0.123	mod_res	SE
MFF:227347225-227347384	0.173	mod_res	SE
MGA:41762128-41762362	-0.105	mod_res	SE
MGST1:16357604-16357699	-0.179	mod_res	SE
MIB2:1623388-1623482	0.131	mod_res	SE
MIB2:1623430-1623679	0.124	mod_res	SE
MICAL1:109448202-109448393	-0.423	mod_res	SE
MICALL1:37921971-37922426	0.114	mod_res	SE
MIDEAS:73721296-73721509	-0.117	mod_res	SE
MINDY1:151002164-151002323	0.283	mod_res	SE
MINDY1:151002164-151002400	0.297	mod_res	SE
MINDY1:151002164-151002706	0.305	mod_res	SE
MINDY1:151002164-151002968	0.272	mod_res	SE
MINK1:4892401-4892512	0.304	mod_res	SE
MIR762HG:30888713-30888958	0.482	mod_res	SE
MKI67:128114927-128116007	0.109	mod_res	SE
MKNK1:46560233-46560277	0.132	mod_res	SE
MLLT10:21617111-21617207	0.122	mod_res	SE
MNAT1:60796216-60796369	-0.212	mod_res	SE
MNAT1:60968228-60968397	-0.119	mod_res	SE
MPND:4352896-4353029	-0.123	mod_res	SE
MPZL1:167776063-167776166	-0.144	mod_res	SE
MRE11:94492781-94492897	-0.371	mod_res	SE
MRE11:94492781-94492906	-0.354	mod_res	SE
MRPL39:25603795-25603935	-0.117	mod_res	SE
MRPL43:100983947-100984074	0.129	mod_res	SE
MTA3:42707910-42708054	-0.613	mod_res	SE
MTMR14:9697710-9697866	0.199	mod_res	SE
MTMR14:9697710-9697866	0.211	mod_res	SE
MYH3:10651511-10651668	0.157	mod_res	SE
MYO18A:29085603-29085648	-0.145	mod_res	SE
NAB2:57093406-57093598	-0.172	mod_res	SE
NAGK:71075554-71075642	-0.106	mod_res	SE
NAP1L1:76059776-76059878	-0.135	mod_res	SE
NAXD:110624233-110624279	0.231	mod_res	SE
NBEA:35452091-35452235	-0.136	mod_res	SE
NBEA:35649654-35649847	-0.122	mod_res	SE
NBEA:35649669-35649847	-0.215	mod_res	SE
NCL:231458265-231458344	0.607	mod_res	SE
NCL:231458265-231458620	0.54	mod_res	SE
NCOA2:70144641-70144848	-0.243	mod_res	SE
NCOA2:70213902-70214075	0.4	mod_res	SE
NCOR2:124354477-124354582	-0.13	mod_res	SE
NCOR2:124354477-124354582	-0.248	mod_res	SE
NDUFB9:124543119-124543279	-0.178	mod_res	SE
NEDD4L:58341677-58341797	0.361	mod_res	SE
NFATC2:51523080-51523596	-0.189	mod_res	SE
NFATC2:51523080-51524110	-0.382	mod_res	SE
NFIB:14125631-14125766	0.507	mod_res	SE
NFIC:3453762-3453916	0.131	mod_res	SE
NHS:17724298-17724430	-0.555	mod_res	SE
NLE1:35139819-35140066	0.127	mod_res	SE
NME4:401946-402043	0.146	mod_res	SE
NTMT1:129632649-129632801	-0.183	mod_res	SE
NTMT1:129632649-129632865	-0.163	mod_res	SE
NUP214:131189052-131189131	-0.308	mod_res	SE
NUP35:183133565-183133623	-0.153	mod_res	SE
NVL:224307990-224308217	0.111	mod_res	SE
OSBPL3:24849068-24849176	0.146	mod_res	SE
OTUD3:19906431-19906616	-0.229	mod_res	SE
OXSR1:38236838-38236961	-0.114	mod_res	SE
PABPC4:39563835-39563922	-0.149	mod_res	SE
PAK1:77349238-77349287	0.105	mod_res	SE
PAK1:77379893-77379994	-0.128	mod_res	SE
PAM:103025133-103025334	-0.164	mod_res	SE
PARD3:34284134-34284245	0.177	mod_res	SE
PARP2:20344931-20345126	-0.104	mod_res	SE
PATL1:59655955-59656045	0.129	mod_res	SE
PBRM1:52615350-52615456	-0.203	mod_res	SE
PCNT:46444693-46444821	0.295	mod_res	SE
PEX14:10536212-10536297	-0.102	mod_res	SE
PEX14:10536212-10536297	-0.407	mod_res	SE
PEX19:160283529-160283639	-0.267	mod_res	SE
PHACTR4:28465684-28465849	-0.153	mod_res	SE
PIP5K1C:3633436-3633520	-0.166	mod_res	SE
PKP4:158577270-158577383	-0.175	mod_res	SE
PLD1:171687370-171687584	-0.467	mod_res	SE
PLD1:171687370-171687584	-0.853	mod_res	SE
PLEC:143922503-143925884	0.121	mod_res	SE
PLEKHA7:16794487-16794714	0.364	mod_res	SE
PLSCR1:146521543-146522053	0.358	mod_res	SE
PLSCR1:146521832-146522053	0.454	mod_res	SE
PLSCR1:146528613-146528831	0.127	mod_res	SE
PML:74033155-74033422	-0.164	mod_res	SE
POGZ:151424954-151425061	0.385	mod_res	SE
POGZ:151427822-151428014	0.762	mod_res	SE
PPA2:105424195-105424322	0.151	mod_res	SE
PPARGC1A:23801729-23801881	0.104	mod_res	SE
PPIG:169631765-169631933	-0.135	mod_res	SE
PPIG:169631774-169631933	-0.179	mod_res	SE
PPRC1:102146671-102147392	0.473	mod_res	SE
PRDX1:45514872-45514995	0.383	mod_res	SE
PREPL:44359496-44359750	0.104	mod_res	SE
PREPL:44359496-44359750	0.178	mod_res	SE
PREPL:44359496-44360038	0.156	mod_res	SE
PRKAB2:147166845-147166939	-0.19	mod_res	SE
PRKAB2:147167766-147167933	-0.343	mod_res	SE
PRMT7:68321425-68321462	-0.179	mod_res	SE
PSMA2:42927382-42927459	0.123	mod_res	SE
PSRC1:109281618-109282060	-0.101	mod_res	SE
PTGES3:56665631-56666266	-0.104	mod_res	SE
PTGES3:56666203-56666266	-0.124	mod_res	SE
PTPN13:86758259-86758349	-0.106	mod_res	SE
PTPN3:109422717-109422852	0.215	mod_res	SE
PUF60:143820665-143820716	-0.2	mod_res	SE
PUM1:31005852-31006031	0.121	mod_res	SE
PUM1:31006993-31007102	0.173	mod_res	SE
PUM2:20278582-20278819	0.188	mod_res	SE
QKI:163563419-163563719	-0.279	mod_res	SE
RABL6:136838908-136839121	0.111	mod_res	SE
RAF1:12586274-12587637	-0.157	mod_res	SE
RAF1:12587590-12587637	-0.127	mod_res	SE
RAI14:34813573-34813660	0.258	mod_res	SE
RALGAPB:38567095-38567232	0.785	mod_res	SE
RALY:34075873-34076040	0.333	mod_res	SE
RARG:53227361-53227687	-0.124	mod_res	SE
RASA1:87374162-87374320	-0.129	mod_res	SE
RBCK1:409829-410025	0.136	mod_res	SE
RBCK1:409880-410025	0.113	mod_res	SE
RBM41:107088435-107088839	-0.13	mod_res	SE
RBM4:66643449-66644140	0.166	mod_res	SE
RBMXL1:88988251-88988351	0.122	mod_res	SE
RDH11:67692437-67692593	0.311	mod_res	SE
RFFL:35016369-35016580	0.557	mod_res	SE
RGL2:33298454-33298651	0.239	mod_res	SE
RGL3:11399854-11399951	0.167	mod_res	SE
RGL3:11399854-11399969	0.219	mod_res	SE
RGS12:3386415-3386437	-0.125	mod_res	SE
RIF1:151468473-151468551	0.166	mod_res	SE
RIN1:66335977-66336158	-0.257	mod_res	SE
RIPOR2:24848024-24848154	-0.103	mod_res	SE
RNF130:179966805-179967010	0.149	mod_res	SE
RO60:193069033-193069181	0.13	mod_res	SE
RPAP2:92323444-92324375	-0.116	mod_res	SE
RPL27A:8684685-8684892	-0.167	mod_res	SE
RPL7A:133351001-133351071	0.158	mod_res	SE
RPS11:49497193-49497282	0.251	mod_res	SE
RPS20:56073116-56073272	-0.158	mod_res	SE
RPS3:75402303-75402446	0.178	mod_res	SE
RPTOR:80923489-80923673	0.269	mod_res	SE
RSRC2:122522142-122522329	-0.194	mod_res	SE
SAMHD1:36941038-36941111	0.195	mod_res	SE
SATB2:199455868-199456096	0.185	mod_res	SE
SCAMP3:155261656-155261734	-0.374	mod_res	SE
SCFD1:30628208-30628279	0.102	mod_res	SE
SCFD1:30670255-30670395	-0.151	mod_res	SE
SCYL1:65538269-65538324	0.12	mod_res	SE
SCYL2:100337386-100337506	-0.154	mod_res	SE
SEC16A:136445051-136445111	-0.112	mod_res	SE
SEC16A:136453427-136453510	-0.408	mod_res	SE
SENP6:75621531-75621625	-0.13	mod_res	SE
SEPTIN4:58526681-58526978	0.128	mod_res	SE
SGO1:20174248-20175055	-0.233	mod_res	SE
SGTB:65685367-65685472	-0.181	mod_res	SE
SHARPIN:144099080-144099205	0.114	mod_res	SE
SHMT2:57231480-57231560	-0.132	mod_res	SE
SIPA1L3:38201861-38201997	0.167	mod_res	SE
SKA3:21157921-21158125	-0.101	mod_res	SE
SLC12A9:100854155-100854378	-0.131	mod_res	SE
SLC12A9:100854155-100854378	-0.359	mod_res	SE
SLC29A2:66366430-66366564	0.233	mod_res	SE
SLC43A1:57493992-57494171	0.184	mod_res	SE
SLC9A8:49886751-49886898	-0.426	mod_res	SE
SMARCD1:50087362-50087485	0.169	mod_res	SE
SNAP23:42529674-42529819	0.308	mod_res	SE
SNX5:17968374-17968457	-0.142	mod_res	SE
SORBS1:95375972-95376056	-0.118	mod_res	SE
SORBS1:95375972-95376056	-0.141	mod_res	SE
SORBS1:95414493-95414655	0.241	mod_res	SE
SORBS1:95414493-95414862	0.236	mod_res	SE
SORBS1:95414493-95414862	0.279	mod_res	SE
SP100:230449560-230449710	0.206	mod_res	SE
SP100:230462434-230462518	-0.292	mod_res	SE
SPECC1:20096630-20096798	-0.113	mod_res	SE
SPEG:219444652-219444742	-0.413	mod_res	SE
SPEN:15872815-15873136	-0.111	mod_res	SE
SRGAP3:8990511-8990839	0.108	mod_res	SE
SRSF4:29159863-29160058	0.169	mod_res	SE
SRSF4:29159863-29160091	0.102	mod_res	SE
SSR1:7295384-7295485	0.118	mod_res	SE
STAU1:49165996-49166285	0.157	mod_res	SE
STAU1:49165996-49166285	0.196	mod_res	SE
STX1A:73709044-73709122	-0.13	mod_res	SE
SVIL:29532528-29533458	0.268	mod_res	SE
TANC1:159150369-159150556	0.138	mod_res	SE
TANC1:159163282-159163546	0.106	mod_res	SE
TANC2:63267747-63267873	-0.512	mod_res	SE
TBC1D2B:78054033-78054187	0.174	mod_res	SE
TCF12:57063749-57063823	-0.205	mod_res	SE
TCF4:55461018-55461115	-0.115	mod_res	SE
TCF4:55461018-55461115	-0.253	mod_res	SE
TEAD1:12864837-12864900	0.143	mod_res	SE
TET2:105233896-105237351	-0.117	mod_res	SE
TJP1:29719776-29720016	0.221	mod_res	SE
TJP1:29761600-29761769	0.759	mod_res	SE
TLE4:79705888-79705942	-0.231	mod_res	SE
TLE4:79705888-79705942	-0.646	mod_res	SE
TLE4:79706746-79706899	-0.206	mod_res	SE
TMEM175:947708-948154	0.116	mod_res	SE
TMEM201:9609839-9609911	-0.13	mod_res	SE
TMPO:98544229-98544349	0.298	mod_res	SE
TMPO:98544441-98544537	0.216	mod_res	SE
TMPO:98544950-98545061	-0.294	mod_res	SE
TNIK:171128713-171128878	0.146	mod_res	SE
TOM1L1:54960565-54960627	0.113	mod_res	SE
TP53BP1:43421024-43421174	-0.258	mod_res	SE
TPM2:35684731-35684807	0.137	mod_res	SE
TRIO:14487463-14487730	0.241	mod_res	SE
TRRAP:98957980-98958091	-0.134	mod_res	SE
TSC2:2077597-2077726	0.122	mod_res	SE
TSC22D4:100477276-100477459	-0.24	mod_res	SE
UBE4B:10106196-10106583	0.563	mod_res	SE
USP10:84733434-84733503	-0.107	mod_res	SE
USP10:84740308-84740369	-0.211	mod_res	SE
USP10:84744632-84745673	0.157	mod_res	SE
USP10:84744632-84745673	0.221	mod_res	SE
USP10:84744632-84745673	0.227	mod_res	SE
USP13:179690243-179690301	-0.119	mod_res	SE
USP15:62349220-62349307	0.182	mod_res	SE
WAC:28595694-28596041	0.244	mod_res	SE
WAC:28595732-28596041	0.236	mod_res	SE
WDR20:102208602-102209862	0.206	mod_res	SE
WIPF2:40260534-40260627	0.251	mod_res	SE
WIPF2:40260534-40260667	0.145	mod_res	SE
WNK3:54309094-54309315	-0.386	mod_res	SE
XPO6:28180940-28181031	0.105	mod_res	SE
XPO6:28180940-28181031	0.267	mod_res	SE
YWHAZ:100924134-100924322	-0.602	mod_res	SE
ZBTB21:41992492-41994108	-0.246	mod_res	SE
ZC2HC1A:78698413-78698513	-0.201	mod_res	SE
ZKSCAN8:28148315-28148824	-0.128	mod_res	SE
ZKSCAN8:28148315-28148824	-0.235	mod_res	SE
ZKSCAN8:28148315-28148838	-0.257	mod_res	SE
ZKSCAN8:28148315-28148838	-0.338	mod_res	SE
ZMYND8:47238757-47239138	0.197	mod_res	SE
ZNF385A:54371472-54371642	0.375	mod_res	SE
ZNF638:71428546-71428651	-0.449	mod_res	SE
ZNF692:248856513-248856562	-0.173	mod_res	SE
ACHE:100892333-100892554	-0.118	disulfid	SE
ACHE:100892333-100892643	-0.118	disulfid	SE
ACHE:100892333-100892818	-0.115	disulfid	SE
ADAM23:206561127-206561212	-0.183	disulfid	SE
ADAM32:39169915-39169997	0.146	disulfid	SE
ADAMTS6:65297107-65297244	0.172	disulfid	SE
ADGRE5:14396341-14396473	-0.132	disulfid	SE
ADGRE5:14397076-14397223	-0.163	disulfid	SE
ADGRG1:57656513-57656617	-0.211	disulfid	SE
ADGRV1:90854061-90854201	-0.136	disulfid	SE
AKT2:40236237-40236385	0.105	disulfid	SE
APP:26000014-26000182	-0.128	disulfid	SE
APP:26000014-26000182	-0.212	disulfid	SE
ASIC3:151051171-151051319	-0.16	disulfid	SE
B4GALNT1:57631199-57631364	0.101	disulfid	SE
BMPR1B:95114719-95114827	-0.189	disulfid	SE
C1RL:7108250-7108479	0.108	disulfid	SE
CACNA2D3:54879349-54879411	0.12	disulfid	SE
CATSPERG:38369971-38370064	0.229	disulfid	SE
CD59:33711383-33711505	0.482	disulfid	SE
CD74:150403120-150403312	-0.153	disulfid	SE
CD74:150403120-150403312	-0.763	disulfid	SE
CD74:150403120-150404767	-0.156	disulfid	SE
CD74:150403120-150404767	-0.593	disulfid	SE
CDON:126018336-126018473	0.195	disulfid	SE
CEACAM1:42518947-42519235	0.233	disulfid	SE
CELSR1:46439188-46439411	-0.118	disulfid	SE
CFHR2:196949454-196949649	0.564	disulfid	SE
CFHR2:196950851-196951028	0.392	disulfid	SE
CMC1:28263290-28263380	-0.101	disulfid	SE
CNTNAP3:39149805-39149977	0.12	disulfid	SE
EFNA4:155067371-155067440	-0.556	disulfid	SE
ENSG00000144785:56310957-56311054	0.105	disulfid	SE
ERLEC1:53814859-53814935	0.123	disulfid	SE
ERP44:100052416-100052532	-0.133	disulfid	SE
F3:94532320-94532480	-0.237	disulfid	SE
F9:139548362-139548491	0.104	disulfid	SE
FBLN1:45535255-45535337	0.252	disulfid	SE
FGFR1:38429681-38429948	0.123	disulfid	SE
FGFR2:121565437-121565704	0.169	disulfid	SE
FGFR3:1803691-1803836	-0.173	disulfid	SE
FGFR4:177090389-177090653	-0.144	disulfid	SE
GABBR1:29630457-29630643	0.103	disulfid	SE
GABBR1:29630521-29630643	0.136	disulfid	SE
GALNT7:173295763-173295843	-0.117	disulfid	SE
GFAP:44904765-44905149	0.483	disulfid	SE
GGCX:85555483-85555590	-0.103	disulfid	SE
GGCX:85556181-85556260	-0.349	disulfid	SE
GGCX:85558439-85558605	0.128	disulfid	SE
GGCX:85558916-85559075	-0.125	disulfid	SE
GGCX:85558916-85559075	-0.321	disulfid	SE
GGCX:85558916-85559075	-0.373	disulfid	SE
GGCX:85558916-85559075	-0.39	disulfid	SE
GGCX:85558916-85559075	-0.768	disulfid	SE
GGCX:85558945-85559075	-0.335	disulfid	SE
GOLPH3:32143748-32143880	0.126	disulfid	SE
HGFAC:3443049-3443146	-0.214	disulfid	SE
IFNLR1:24159473-24159633	0.182	disulfid	SE
IL15RA:5966144-5966339	-0.454	disulfid	SE
IL15RA:5966144-5966339	-0.492	disulfid	SE
IL15RA:5966144-5966339	-0.524	disulfid	SE
IL17RA:17103493-17103577	-0.613	disulfid	SE
ITGAE:3723287-3723383	0.108	disulfid	SE
KIRREL2:35857344-35857494	0.32	disulfid	SE
LDLRAD4:13438243-13438384	-0.209	disulfid	SE
LINC02904:143042957-143043262	0.143	disulfid	SE
LINC02904:143044648-143044817	0.227	disulfid	SE
LIPE-AS1:42521991-42522098	0.191	disulfid	SE
LOXL3:74536708-74536928	-0.182	disulfid	SE
LRP1B:140993994-140994135	-0.103	disulfid	SE
LTBP2:74528482-74528698	-0.21	disulfid	SE
LYPD6:149468644-149468775	-0.139	disulfid	SE
MALT1:58709975-58710072	-0.611	disulfid	SE
MAN1C1:25778104-25778324	-0.377	disulfid	SE
MANBA:102722870-102723041	-0.188	disulfid	SE
MMP25-AS1:3058539-3058702	-0.219	disulfid	SE
MPZL3:118237049-118237260	0.182	disulfid	SE
MR1:181052234-181052510	0.296	disulfid	SE
MR1:181052234-181052510	0.783	disulfid	SE
MR1:181052321-181052510	0.223	disulfid	SE
MR1:181052321-181052510	0.288	disulfid	SE
NAGPA:5028296-5028398	-0.11	disulfid	SE
NOTCH2:120005328-120005588	0.38	disulfid	SE
NOTCH3:15184294-15184450	-0.155	disulfid	SE
NPTN:73597021-73597369	0.261	disulfid	SE
NPY1R:163326217-163326298	0.352	disulfid	SE
PIGT:45419294-45419395	0.206	disulfid	SE
PIGT:45419503-45419590	-0.42	disulfid	SE
PIGT:45419507-45419590	-0.17	disulfid	SE
PKD1:2116832-2117016	-0.162	disulfid	SE
PKD1:2116832-2117053	-0.148	disulfid	SE
PLXNB3:153766872-153767913	-0.142	disulfid	SE
POFUT2:45282803-45282938	0.124	disulfid	SE
POGLUT1:119478333-119478474	0.178	disulfid	SE
POGLUT1:119478333-119478474	0.601	disulfid	SE
PPIEL:39524835-39525057	0.353	disulfid	SE
SCN1A:166047626-166047768	-0.184	disulfid	SE
SCN3B:123645586-123645750	0.172	disulfid	SE
SCN9A:166294598-166294662	-0.258	disulfid	SE
SCO1:10692763-10692961	-0.165	disulfid	SE
SEMA4B:90217766-90217928	-0.38	disulfid	SE
SMPDL3A:122795676-122795890	0.136	disulfid	SE
