sample_id	geneset	gsva_score
CTRL3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.16772116772116713
Treated1	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.9375452134072825
Treated2	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.8356643356643357
Treated3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.8213801702173795
CTRL1	HALLMARK_COAGULATION	0.5679442508710801
CTRL2	HALLMARK_COAGULATION	0.41463414634146284
CTRL3	HALLMARK_COAGULATION	-0.1219512195121979
Treated1	HALLMARK_COAGULATION	0.17073170731707066
Treated2	HALLMARK_COAGULATION	-0.7491289198606248
Treated3	HALLMARK_COAGULATION	0.010452961672470062
CTRL1	HALLMARK_COMPLEMENT	0.02820007121921908
CTRL2	HALLMARK_COMPLEMENT	0.15205446506206832
CTRL3	HALLMARK_COMPLEMENT	0.48806400074636425
Treated1	HALLMARK_COMPLEMENT	-0.1448311676582486
Treated2	HALLMARK_COMPLEMENT	-0.5396010382385573
Treated3	HALLMARK_COMPLEMENT	-0.14849303679068793
CTRL1	HALLMARK_DNA_REPAIR	0.048951048951050125
CTRL2	HALLMARK_DNA_REPAIR	0.4160839160839166
CTRL3	HALLMARK_DNA_REPAIR	0.3026481715006311
Treated1	HALLMARK_DNA_REPAIR	-0.6993006993007058
Treated2	HALLMARK_DNA_REPAIR	-0.08041958041957925
Treated3	HALLMARK_DNA_REPAIR	-0.5711417295575772
CTRL1	HALLMARK_E2F_TARGETS	0.026008230452675085
CTRL2	HALLMARK_E2F_TARGETS	0.3059520760929201
CTRL3	HALLMARK_E2F_TARGETS	0.07301643889879217
Treated1	HALLMARK_E2F_TARGETS	-0.3602007528230901
Treated2	HALLMARK_E2F_TARGETS	0.32586827686458675
Treated3	HALLMARK_E2F_TARGETS	-0.4018087416218271
CTRL1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5218423390734035
CTRL2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5161728730633295
CTRL3	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.4975860793820436
Treated1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.22863957597173168
Treated2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.31962197927289154
Treated3	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.3975147493203196
CTRL1	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.6386954686923016
CTRL2	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.5213644737624037
CTRL3	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.038902967980896735
Treated1	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.5281690140845074
Treated2	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.13670020120724236
Treated3	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.3581129634952584
CTRL1	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.24172387490465508
CTRL2	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.04912280701754479
CTRL3	HALLMARK_ESTROGEN_RESPONSE_LATE	0.2005012531328313
Treated1	HALLMARK_ESTROGEN_RESPONSE_LATE	0.12467244059515753
Treated2	HALLMARK_ESTROGEN_RESPONSE_LATE	0.3330069359445116
Treated3	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.16070408579588608
CTRL1	HALLMARK_FATTY_ACID_METABOLISM	0.01742160278745275
CTRL2	HALLMARK_FATTY_ACID_METABOLISM	0.853658536585366
CTRL3	HALLMARK_FATTY_ACID_METABOLISM	-0.40766550522648126
Treated1	HALLMARK_FATTY_ACID_METABOLISM	-0.2613240418118483
Treated2	HALLMARK_FATTY_ACID_METABOLISM	-0.6027874564459919
Treated3	HALLMARK_FATTY_ACID_METABOLISM	0.14285714285714013
CTRL1	HALLMARK_G2M_CHECKPOINT	0.1140468866023133
CTRL2	HALLMARK_G2M_CHECKPOINT	0.2587341772151901
CTRL3	HALLMARK_G2M_CHECKPOINT	0.22235280562276782
Treated1	HALLMARK_G2M_CHECKPOINT	0.05454545454545484
Treated2	HALLMARK_G2M_CHECKPOINT	0.0354825790949142
Treated3	HALLMARK_G2M_CHECKPOINT	-0.3608344573329766
CTRL1	HALLMARK_GLYCOLYSIS	-0.6701744857084737
CTRL2	HALLMARK_GLYCOLYSIS	0.4067599067599067
CTRL3	HALLMARK_GLYCOLYSIS	-0.27622377622377664
Treated1	HALLMARK_GLYCOLYSIS	0.006993006993007589
Treated2	HALLMARK_GLYCOLYSIS	-0.13071205524035645
Treated3	HALLMARK_GLYCOLYSIS	0.6101398601398599
CTRL1	HALLMARK_HEDGEHOG_SIGNALING	0.46964217738865704
CTRL2	HALLMARK_HEDGEHOG_SIGNALING	-0.3774191914074355
CTRL3	HALLMARK_HEDGEHOG_SIGNALING	-0.3393911858246233
Treated1	HALLMARK_HEDGEHOG_SIGNALING	0.04046587215601366
Treated2	HALLMARK_HEDGEHOG_SIGNALING	0.15237149392079036
Treated3	HALLMARK_HEDGEHOG_SIGNALING	-0.13965258215962345
CTRL1	HALLMARK_HEME_METABOLISM	-0.5174825174825228
CTRL2	HALLMARK_HEME_METABOLISM	-0.3776223776223815
CTRL3	HALLMARK_HEME_METABOLISM	0.867132867132867
Treated1	HALLMARK_HEME_METABOLISM	-0.6744532063681087
Treated2	HALLMARK_HEME_METABOLISM	0.3951048951048956
Treated3	HALLMARK_HEME_METABOLISM	0.5314685314685316
CTRL1	HALLMARK_HYPOXIA	-0.7377622377622459
CTRL2	HALLMARK_HYPOXIA	-0.7797202797202877
CTRL3	HALLMARK_HYPOXIA	-0.8321678321678412
Treated1	HALLMARK_HYPOXIA	0.754150877055905
Treated2	HALLMARK_HYPOXIA	0.7412587412587409
Treated3	HALLMARK_HYPOXIA	0.8706293706293706
CTRL1	HALLMARK_IL2_STAT5_SIGNALING	-0.003496503496502934
CTRL2	HALLMARK_IL2_STAT5_SIGNALING	-0.05264453856003071
CTRL3	HALLMARK_IL2_STAT5_SIGNALING	-0.2237762237762243
Treated1	HALLMARK_IL2_STAT5_SIGNALING	0.3286713286713293
Treated2	HALLMARK_IL2_STAT5_SIGNALING	0.34965034965035025
Treated3	HALLMARK_IL2_STAT5_SIGNALING	-0.06625114016418293
CTRL1	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.5534490705177524
CTRL2	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.035073943201151425
CTRL3	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.32280389817919886
Treated1	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.06538612545679706
Treated2	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.02225144036303575
Treated3	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.5071021731949261
CTRL1	HALLMARK_INFLAMMATORY_RESPONSE	-0.8125000000000051
CTRL2	HALLMARK_INFLAMMATORY_RESPONSE	-0.5549450549450575
CTRL3	HALLMARK_INFLAMMATORY_RESPONSE	-0.28287566092444016
Treated1	HALLMARK_INFLAMMATORY_RESPONSE	0.4906500906500904
Treated2	HALLMARK_INFLAMMATORY_RESPONSE	0.06658078763341962
Treated3	HALLMARK_INFLAMMATORY_RESPONSE	0.5839160839160823
CTRL1	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.37805697127730875
CTRL2	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5821678321678321
CTRL3	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.5629370629370678
Treated1	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.013986013986014512
Treated2	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.497391497391497
Treated3	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.034965034965036224
CTRL1	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.38501666558948
CTRL2	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.015565140111365505
CTRL3	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.1855605880340479
Treated1	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.13947843435303114
Treated2	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.3473965661410898
Treated3	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.04475246740255501
CTRL1	HALLMARK_KRAS_SIGNALING_DN	0.7062937062937042
CTRL2	HALLMARK_KRAS_SIGNALING_DN	-0.6558118498417019
CTRL3	HALLMARK_KRAS_SIGNALING_DN	-0.9090909090909203
Treated1	HALLMARK_KRAS_SIGNALING_DN	0.8149424105306458
Treated2	HALLMARK_KRAS_SIGNALING_DN	0.8531468531468532
Treated3	HALLMARK_KRAS_SIGNALING_DN	-0.7202797202797272
CTRL1	HALLMARK_KRAS_SIGNALING_UP	-0.8880673109604811
CTRL2	HALLMARK_KRAS_SIGNALING_UP	-0.6097245869660098
CTRL3	HALLMARK_KRAS_SIGNALING_UP	0.18343697440091206
Treated1	HALLMARK_KRAS_SIGNALING_UP	-0.32951242448421525
Treated2	HALLMARK_KRAS_SIGNALING_UP	0.17837880921384755
Treated3	HALLMARK_KRAS_SIGNALING_UP	-0.1635873437993594
CTRL1	HALLMARK_MITOTIC_SPINDLE	0.6035714285714289
CTRL2	HALLMARK_MITOTIC_SPINDLE	-0.19659671778315607
CTRL3	HALLMARK_MITOTIC_SPINDLE	-0.08820192027931267
Treated1	HALLMARK_MITOTIC_SPINDLE	0.17531055900621342
Treated2	HALLMARK_MITOTIC_SPINDLE	-0.5548660004542306
Treated3	HALLMARK_MITOTIC_SPINDLE	-0.4807227638829972
CTRL1	HALLMARK_MTORC1_SIGNALING	-0.5845545758589299
CTRL2	HALLMARK_MTORC1_SIGNALING	-0.03846153846153766
CTRL3	HALLMARK_MTORC1_SIGNALING	0.2867132867132875
Treated1	HALLMARK_MTORC1_SIGNALING	0.19230769230769323
Treated2	HALLMARK_MTORC1_SIGNALING	-0.33626718109476644
Treated3	HALLMARK_MTORC1_SIGNALING	0.4020979020979021
CTRL1	HALLMARK_MYC_TARGETS_V1	-0.6627906976744165
CTRL2	HALLMARK_MYC_TARGETS_V1	-0.3601588252921768
CTRL3	HALLMARK_MYC_TARGETS_V1	-0.2769103307628562
Treated1	HALLMARK_MYC_TARGETS_V1	-0.10184182015167809
Treated2	HALLMARK_MYC_TARGETS_V1	0.3247944040079407
Treated3	HALLMARK_MYC_TARGETS_V1	0.6161971830985918
CTRL1	HALLMARK_MYC_TARGETS_V2	-0.7945131791285736
CTRL2	HALLMARK_MYC_TARGETS_V2	-0.4559940059940062
CTRL3	HALLMARK_MYC_TARGETS_V2	-0.42916495269436383
Treated1	HALLMARK_MYC_TARGETS_V2	0.11798143377090789
Treated2	HALLMARK_MYC_TARGETS_V2	0.37668997668997706
Treated3	HALLMARK_MYC_TARGETS_V2	0.6407342657342657
CTRL1	HALLMARK_MYOGENESIS	0.04739785266925267
CTRL2	HALLMARK_MYOGENESIS	0.05101461038961175
CTRL3	HALLMARK_MYOGENESIS	-0.40883101459110527
Treated1	HALLMARK_MYOGENESIS	-0.3527777777777764
Treated2	HALLMARK_MYOGENESIS	0.3997720364741645
Treated3	HALLMARK_MYOGENESIS	0.12619047619047688
CTRL1	HALLMARK_NOTCH_SIGNALING	0.8706293706293707
CTRL2	HALLMARK_NOTCH_SIGNALING	-0.42657342657343106
CTRL3	HALLMARK_NOTCH_SIGNALING	-0.5745079662605499
Treated1	HALLMARK_NOTCH_SIGNALING	0.7027972027972026
Treated2	HALLMARK_NOTCH_SIGNALING	0.041958041958042924
Treated3	HALLMARK_NOTCH_SIGNALING	-0.947552447552459
CTRL1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.515862186593899
CTRL2	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.12201276983885773
CTRL3	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.6363636363636419
Treated1	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.265734265734268
Treated2	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.3103230103230109
Treated3	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.833784965034965
CTRL1	HALLMARK_P53_PATHWAY	-0.48844441461395516
CTRL2	HALLMARK_P53_PATHWAY	-0.0909554840229263
CTRL3	HALLMARK_P53_PATHWAY	-0.6671614712188652
Treated1	HALLMARK_P53_PATHWAY	-0.028154996240103314
Treated2	HALLMARK_P53_PATHWAY	0.3045721731147921
Treated3	HALLMARK_P53_PATHWAY	0.5928925675790051
CTRL1	HALLMARK_PANCREAS_BETA_CELLS	0.13840304182509328
CTRL2	HALLMARK_PANCREAS_BETA_CELLS	0.19267425320056702
CTRL3	HALLMARK_PANCREAS_BETA_CELLS	-0.6701754385964928
Treated1	HALLMARK_PANCREAS_BETA_CELLS	0.017201540436456053
Treated2	HALLMARK_PANCREAS_BETA_CELLS	-0.5087124591138882
Treated3	HALLMARK_PANCREAS_BETA_CELLS	-0.7186602870813421
CTRL1	HALLMARK_PEROXISOME	0.06620209059233112
CTRL2	HALLMARK_PEROXISOME	0.5888501742160279
CTRL3	HALLMARK_PEROXISOME	-0.03832752613240764
Treated1	HALLMARK_PEROXISOME	-0.5400696864111492
Treated2	HALLMARK_PEROXISOME	-0.37282229965156866
Treated3	HALLMARK_PEROXISOME	-0.059233449477355204
CTRL1	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.0982848155883145
CTRL2	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.19938599732795095
CTRL3	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.20565136800454764
Treated1	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.1255059974379873
Treated2	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.026354919948953504
Treated3	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.197240556060984
CTRL1	HALLMARK_PROTEIN_SECRETION	0.003484320557487486
CTRL2	HALLMARK_PROTEIN_SECRETION	0.07317073170731381
CTRL3	HALLMARK_PROTEIN_SECRETION	0.5679442508710801
Treated1	HALLMARK_PROTEIN_SECRETION	-0.8745644599303102
Treated2	HALLMARK_PROTEIN_SECRETION	0.010452961672470062
Treated3	HALLMARK_PROTEIN_SECRETION	-0.3797909407665512
CTRL1	HALLMARK_SPERMATOGENESIS	-0.6266666666666637
CTRL2	HALLMARK_SPERMATOGENESIS	-0.3055421322863163
CTRL3	HALLMARK_SPERMATOGENESIS	-0.0933414043583527
Treated1	HALLMARK_SPERMATOGENESIS	-0.48427643784786445
Treated2	HALLMARK_SPERMATOGENESIS	-0.20219628017411787
Treated3	HALLMARK_SPERMATOGENESIS	-0.4130902149889478
CTRL1	HALLMARK_TGF_BETA_SIGNALING	-0.6101112997547677
CTRL2	HALLMARK_TGF_BETA_SIGNALING	-0.30802085084916875
CTRL3	HALLMARK_TGF_BETA_SIGNALING	0.5319838056680163
Treated1	HALLMARK_TGF_BETA_SIGNALING	0.6935954343690548
Treated2	HALLMARK_TGF_BETA_SIGNALING	-0.450910294604437
Treated3	HALLMARK_TGF_BETA_SIGNALING	0.7321472695824066
CTRL1	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.5271511578227801
CTRL2	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.4429019021774758
CTRL3	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.49922022947532674
Treated1	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.6927196410479087
Treated2	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.5699784560708281
Treated3	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.43578949658443256
CTRL1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.8203565965078838
CTRL2	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.4383368705382975
CTRL3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.6723073066229067
Treated1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.649974391805378
Treated2	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.35362676056338105
Treated3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.7448197660539507
CTRL1	HALLMARK_UV_RESPONSE_DN	-0.045982371064228755
CTRL2	HALLMARK_UV_RESPONSE_DN	0.16713080897485746
CTRL3	HALLMARK_UV_RESPONSE_DN	-0.33154611035289616
Treated1	HALLMARK_UV_RESPONSE_DN	0.015380394435299594
Treated2	HALLMARK_UV_RESPONSE_DN	-0.1060090702947839
Treated3	HALLMARK_UV_RESPONSE_DN	-0.14371840730851218
CTRL1	HALLMARK_UV_RESPONSE_UP	-0.06023009248815636
CTRL2	HALLMARK_UV_RESPONSE_UP	-0.5969215969215992
CTRL3	HALLMARK_UV_RESPONSE_UP	-0.7272727272727345
Treated1	HALLMARK_UV_RESPONSE_UP	0.7272727272727255
Treated2	HALLMARK_UV_RESPONSE_UP	-0.010914575620456834
Treated3	HALLMARK_UV_RESPONSE_UP	0.4636652007786023
CTRL1	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.3101045296167233
CTRL2	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.9372822299651569
CTRL3	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.5540069686411142
Treated1	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.0243902439024426
Treated2	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.2682926829268275
Treated3	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.6864111498257821
CTRL1	HALLMARK_XENOBIOTIC_METABOLISM	0.8397212543554007
CTRL2	HALLMARK_XENOBIOTIC_METABOLISM	0.9930313588850175
CTRL3	HALLMARK_XENOBIOTIC_METABOLISM	-0.804878048780485
Treated1	HALLMARK_XENOBIOTIC_METABOLISM	-0.7421602787456423
Treated2	HALLMARK_XENOBIOTIC_METABOLISM	-0.16376306620209302
Treated3	HALLMARK_XENOBIOTIC_METABOLISM	-0.2543554006968658
