Splice ID	Case	Sample	Cluster	CNS	Type	dPSI
MORC2:30928019-30928207_30928027-30928207_30926610-30926871	A5SS	BS_P7EY9DXG	6		Skipping	0.12968085106383
ARHGAP4:153910171-153910611_153910505-153910611_153910011-153910085	A5SS	BS_P7EY9DXG	6		Skipping	0.216853223593964
PIGG:521056-521273_521055-521249_521659-521941	A5SS	BS_P7EY9DXG	6		Skipping	0.207478666666666
LMNA:156126736-156126949_156126735-156126915_156130616-156130773	A5SS	BS_P7EY9DXG	6		Skipping	0.338023622047244
SCAPER:76771724-76771954_76771741-76771954_76766917-76767088	A5SS	BS_P7EY9DXG	6		Skipping	0.179010695187166
IGHMBP2:68906069-68906238_68906068-68906200_68908144-68908337	A5SS	BS_P7EY9DXG	6		Skipping	0.136026845637584
IGHMBP2:68906069-68906242_68906068-68906200_68908144-68908337	A5SS	BS_P7EY9DXG	6		Skipping	0.330141756548536
TSC2:2081595-2082504_2081594-2082500_2083694-2083816	A5SS	BS_P7EY9DXG	6		Skipping	0.197173453996984
SLC6A9:44010726-44010882_44010808-44010882_44009964-44010096	A5SS	BS_P7EY9DXG	6		Skipping	0.110423236514522
TTC21B:165898686-165898767_165898694-165898767_165890837-165890988	A5SS	BS_P7EY9DXG	6		Skipping	0.100321428571429
ZSCAN20:33472645-33472691_33472644-33472687_33479178-33479705	A5SS	BS_P7EY9DXG	6		Skipping	0.273561746987952
RAD52:926796-927263_927144-927263_925449-925525	A5SS	BS_P7EY9DXG	6		Inclusion	0.431829071332436
CDK11A:1719328-1719455_1719357-1719455_1716345-1716478	A5SS	BS_P7EY9DXG	6		Skipping	0.337432065217392
TRAM2-AS1:52578050-52578594_52578049-52578393_52579374-52579609	A5SS	BS_P7EY9DXG	6		Inclusion	0.284074728260869
LIMCH1:41612902-41613104_41612901-41613098_41613465-41613661	A5SS	BS_P7EY9DXG	6		Inclusion	0.139008865248227
ARF1:228083150-228083374_228083149-228083309_228097077-228097262	A5SS	BS_P7EY9DXG	6		Skipping	0.446682634730538
PTPN13:86764593-86764739_86764592-86764724_86765394-86765488	A5SS	BS_P7EY9DXG	6		Skipping	0.139097986577181
GMPPA:219504083-219504868_219504082-219504218_219505227-219505362	A5SS	BS_P7EY9DXG	6		Skipping	0.49247134935305
CCDC88B:64354004-64354170_64354003-64354028_64355193-64355400	A5SS	BS_P7EY9DXG	6		Skipping	0.214058122205664
GPN3:110468126-110468264_110468195-110468264_110465105-110465214	A5SS	BS_P7EY9DXG	6		Inclusion	0.40049504950495
CNBP:129171634-129171771_129171654-129171771_129171445-129171538	A5SS	BS_P7EY9DXG	6		Inclusion	0.149740691489361
PIGV:26787967-26788819_26787966-26788268_26790758-26790893	A5SS	BS_P7EY9DXG	6		Inclusion	0.373438524590164
ENSG00000286619:205858143-205858320_205858142-205858289_205891155-205891309	A5SS	BS_P7EY9DXG	6		Skipping	0.481959459459459
IQCJ-SCHIP1:159764443-159765138_159764442-159765099_159866162-159866281	A5SS	BS_P7EY9DXG	6		Skipping	0.118690340909089
KLC1:103679384-103679545_103679383-103679518_103700654-103700727	A5SS	BS_P7EY9DXG	6		Skipping	0.233147606382978
CHROMR:178426366-178426680_178426365-178426661_178430694-178430889	A5SS	BS_P7EY9DXG	6		Skipping	0.329662538699689
IQCN:18264363-18267526_18264923-18267526_18257097-18258106	A5SS	BS_P7EY9DXG	6		Skipping	0.432577512776831
SLC22A5:132384147-132385499_132384146-132384320_132387024-132387151	A5SS	BS_P7EY9DXG	6		Skipping	0.184411188811189
BIRC6:32471014-32471151_32471013-32471124_32473111-32473239	A5SS	BS_P7EY9DXG	6		Skipping	0.129430666666667
AIFM1:130136045-130136185_130136047-130136185_130133312-130133455	A5SS	BS_P7EY9DXG	6		Skipping	0.100474666666667
COX7A1:36151669-36151755_36151695-36151755_36151461-36151546	A5SS	BS_P7EY9DXG	6		Skipping	0.209322359396434
ITGA9-AS1:37818680-37818930_37818809-37818930_37808495-37808880	A5SS	BS_P7EY9DXG	6		Inclusion	0.344292857142858
PCBP1-AS1:70086055-70086273_70086251-70086273_70085546-70085624	A5SS	BS_P7EY9DXG	6		Skipping	0.226496662216288
PCBP1-AS1:70086124-70086273_70086251-70086273_70085546-70085624	A5SS	BS_P7EY9DXG	6		Skipping	0.233442666666666
FLNB:58141858-58141929_58141857-58141896_58142649-58142752	A5SS	BS_P7EY9DXG	6		Skipping	0.179632010943911
DYNC2I1:158902376-158905283_158902375-158902595_158905988-158906091	A5SS	BS_P7EY9DXG	6		Inclusion	0.348816844919786
PLPPR5:98914786-98914920_98914800-98914920_98890244-98893104	A5SS	BS_P7EY9DXG	6		Skipping	0.265864646464647
DCX:111330904-111331041_111330918-111331041_111312638-111312736	A5SS	BS_P7EY9DXG	6		Skipping	0.432568935427574
TVP23C:15553685-15553829_15553764-15553829_15547058-15547148	A5SS	BS_P7EY9DXG	6		Skipping	0.257975920679886
KCNK9:139616386-139619099_139618257-139619099_139611336-139612674	A5SS	BS_P7EY9DXG	6		Inclusion	0.455590476190476
MMP11:23779187-23779416_23779186-23779368_23780358-23780502	A5SS	BS_P7EY9DXG	6		Skipping	0.395902777777777
MRPL28:370485-370509_370498-370509_369930-370225	A5SS	BS_P7EY9DXG	6		Inclusion	0.122089309878214
COQ8B:40716587-40716886_40716861-40716886_40714530-40714635	A5SS	BS_P7EY9DXG	6		Inclusion	0.359756533700138
NPR2:35799618-35800157_35799617-35799731_35800388-35800483	A5SS	BS_P7EY9DXG	6		Skipping	0.396975576662144
PTCHD4:48068056-48068641_48068229-48068641_48008633-48009114	A5SS	BS_P7EY9DXG	6		Inclusion	0.334807766990291
SLC2A6:133473415-133474088_133473979-133474088_133473104-133473250	A5SS	BS_P7EY9DXG	6		Skipping	0.34871811023622
RBPJ:26383885-26384125_26383884-26383960_26386352-26386391	A5SS	BS_P7EY9DXG	6		Skipping	0.454936802973978
RBPJ:26383885-26384608_26383884-26383960_26386352-26386391	A5SS	BS_P7EY9DXG	6		Skipping	0.458378623188406
ZNF641:48347149-48347343_48347251-48347343_48344598-48344712	A5SS	BS_P7EY9DXG	6		Skipping	0.446258970358815
MUC20-OT1:195708134-195708435_195708133-195708268_195708746-195708801	A5SS	BS_P7EY9DXG	6		Skipping	0.468841610738255
MUC20-OT1:195708134-195708387_195708133-195708268_195708746-195708807	A5SS	BS_P7EY9DXG	6		Skipping	0.453592442645073
MUC20-OT1:195708154-195708513_195708153-195708268_195708746-195708841	A5SS	BS_P7EY9DXG	6		Skipping	0.487025537634408
IL32:3067377-3067613_3067376-3067415_3068179-3068239	A5SS	BS_P7EY9DXG	6		Skipping	0.589474358974359
TMEM216:61392587-61392897_61392586-61392665_61393230-61393332	A5SS	BS_P7EY9DXG	6		Inclusion	0.478978978978979
ASCC1:72215782-72216109_72215835-72216109_72213186-72213331	A5SS	BS_P7EY9DXG	6		Skipping	0.499153638814016
ZNF202:123740393-123740536_123740416-123740536_123730486-123730985	A5SS	BS_P7EY9DXG	6		Inclusion	0.46015243902439
TMEM218:125102637-125102809_125102733-125102809_125102131-125102351	A5SS	BS_P7EY9DXG	6		Skipping	0.229363265306123
TIRAP:126289665-126289833_126289664-126289817_126290461-126290585	A5SS	BS_P7EY9DXG	6		Skipping	0.479370491803278
HDAC7:47796207-47796298_47796214-47796298_47795586-47795767	A5SS	BS_P7EY9DXG	6		Skipping	0.17494459833795
MEG8:100959802-100961132_100959801-100960219_100963964-100964000	A5SS	BS_P7EY9DXG	6		Skipping	0.544671586715867
ZNF276:89727279-89727357_89727278-89727325_89729234-89729318	A5SS	BS_P7EY9DXG	6		Inclusion	0.304088
ALG5:36995425-36995596_36995426-36995596_36993603-36993672	A5SS	BS_P7EY9DXG	6		Skipping	0.274742574257426
TPT1-AS1:45383091-45383235_45383090-45383169_45389734-45389820	A5SS	BS_P7EY9DXG	6		Skipping	0.498875
PCYT2:81907554-81907857_81907772-81907857_81906759-81906898	A5SS	BS_P7EY9DXG	6		Skipping	0.168100401606426
INO80B-WBP1:74457334-74457860_74457333-74457538_74459642-74459745	A5SS	BS_P7EY9DXG	6		Skipping	0.22414347826087
COL27A1:114231822-114231866_114231821-114231858_114235598-114235652	A5SS	BS_P7EY9DXG	6		Inclusion	0.351213622291021
LINC00339:22025511-22026119_22025510-22025639_22030279-22030617	A5SS	BS_P7EY9DXG	6		Skipping	0.449571202531646
ERVK13-1:2671024-2672570_2671344-2672570_2669410-2669561	A5SS	BS_P7EY9DXG	6		Skipping	0.274374491180461
NOL3:67174162-67174464_67174161-67174340_67174620-67174944	A5SS	BS_P7EY9DXG	6		Skipping	0.21087858117326
ZFP90:68539291-68539487_68539290-68539469_68539757-68539825	A5SS	BS_P7EY9DXG	6		Inclusion	0.132255689424364
ZFP90:68539291-68539487_68539290-68539479_68539757-68539825	A5SS	BS_P7EY9DXG	6		Inclusion	0.431825613079019
NFIB:14116181-14116346_14116207-14116346_14112998-14113081	A5SS	BS_P7EY9DXG	6		Skipping	0.225830369357045
SNAI3-AS1:88671277-88671693_88671276-88671465_88671812-88672122	A5SS	BS_P7EY9DXG	6		Inclusion	0.259535662299855
SPG7:89554486-89556085_89554485-89554563_89556886-89557173	A5SS	BS_P7EY9DXG	6		Inclusion	0.153299600532623
PPFIBP1:27664362-27664446_27664361-27664437_27667165-27667320	A5SS	BS_P7EY9DXG	6		Skipping	0.208619241192412
SCIMP:5223333-5223456_5223353-5223456_5221286-5221350	A5SS	BS_P7EY9DXG	6		Inclusion	0.343193493150685
SLFN11:35367541-35367700_35367602-35367700_35366946-35367063	A5SS	BS_P7EY9DXG	6		Inclusion	0.159615780445969
CWC25:38810276-38810595_38810467-38810595_38809701-38809765	A5SS	BS_P7EY9DXG	6		Inclusion	0.276535904255319
ELMOD3:85355555-85355716_85355554-85355598_85356966-85357252	A5SS	BS_P7EY9DXG	6		Inclusion	0.289036290322581
CDK5RAP3:47973519-47973696_47973518-47973693_47973930-47974031	A5SS	BS_P7EY9DXG	6		Inclusion	0.188219435736677
MGC16275:74212425-74213342_74212523-74213342_74210011-74211682	A5SS	BS_P7EY9DXG	6		Skipping	0.407701323251418
CDK18:205523483-205523715_205523482-205523625_205524231-205524357	A5SS	BS_P7EY9DXG	6		Skipping	0.162017216642754
CDK18:205529521-205530349_205529520-205529563_205530627-205530705	A5SS	BS_P7EY9DXG	6		Skipping	0.171248956884561
TAFAZZIN:154419543-154419746_154419542-154419623_154420031-154420094	A5SS	BS_P7EY9DXG	6		Skipping	0.253757046979866
ATG4D:10546839-10547082_10546838-10547071_10547188-10547253	A5SS	BS_P7EY9DXG	6		Skipping	0.420349726775956
NWD1:16744421-16745147_16744420-16744718_16749138-16750411	A5SS	BS_P7EY9DXG	6		Inclusion	0.218251028806584
REX1BD:18588995-18589683_18588994-18589077_18590853-18590933	A5SS	BS_P7EY9DXG	6		Skipping	0.127435419440744
ZNF283:43837053-43837179_43837052-43837132_43846938-43852017	A5SS	BS_P7EY9DXG	6		Skipping	0.101441087613292
ANXA2:60396280-60396427_60396372-60396427_60386027-60386086	A5SS	BS_P7EY9DXG	6		Skipping	0.262344262295082
DENND2C:114623507-114623643_114623559-114623643_114622986-114623099	A5SS	BS_P7EY9DXG	6		Skipping	0.264123318385651
MCCC2:71641003-71641195_71641002-71641075_71643770-71643895	A5SS	BS_P7EY9DXG	6		Skipping	0.431960992907801
CCDC17:45621558-45621735_45621637-45621735_45621280-45621484	A5SS	BS_P7EY9DXG	6		Skipping	0.578053571428571
CCDC24:43993890-43995162_43993889-43993964_43995600-43995670	A5SS	BS_P7EY9DXG	6		Skipping	0.182046511627906
ZC3H11A:203795654-203795794_203795653-203795775_203816925-203817124	A5SS	BS_P7EY9DXG	6		Skipping	0.124450980392157
DET1:88530623-88531473_88531296-88531473_88527598-88527786	A5SS	BS_P7EY9DXG	6		Skipping	0.114624999999999
CCDC57:82207731-82208048_82207846-82208048_82201537-82201952	A5SS	BS_P7EY9DXG	6		Inclusion	0.475537001897534
GOLGA3:132828327-132828869_132828802-132828869_132824918-132825106	A5SS	BS_P7EY9DXG	6		Skipping	0.443620535714286
C1orf35:228102310-228102560_228102477-228102560_228102079-228102165	A5SS	BS_P7EY9DXG	6		Skipping	0.114033766233766
PRMT7:68351390-68352029_68351389-68351814_68352247-68352409	A5SS	BS_P7EY9DXG	6		Skipping	0.437628731343284
SRP54-AS1:34969158-34969307_34969169-34969307_34963907-34964040	A5SS	BS_P7EY9DXG	6		Inclusion	0.325106694560669
LAS1L:65528876-65529258_65528963-65529258_65528259-65528369	A5SS	BS_P7EY9DXG	6		Skipping	0.263077709611453
ST18:52217742-52217901_52217812-52217901_52214202-52214257	A5SS	BS_P7EY9DXG	6		Skipping	0.330026402640264
ST18:52217746-52217901_52217812-52217901_52214202-52214257	A5SS	BS_P7EY9DXG	6		Skipping	0.460725
RTF2:56470600-56470941_56470599-56470751_56471613-56471669	A5SS	BS_P7EY9DXG	6		Skipping	0.214830065359477
PRKRA:178447456-178447586_178447504-178447586_178443266-178443384	A5SS	BS_P7EY9DXG	6		Skipping	0.225058252427185
EIF2B5:184140080-184140740_184140079-184140157_184141924-184142070	A5SS	BS_P7EY9DXG	6		Skipping	0.408196850393701
MICAL1:109451600-109452401_109452245-109452401_109446695-109446772	A5SS	BS_P7EY9DXG	6		Skipping	0.280014184397163
SNHG14:25053828-25054866_25053827-25053967_25055078-25055230	A5SS	BS_P7EY9DXG	6		Skipping	0.456324607329843
SPG7:89545872-89546181_89545871-89546030_89546657-89546760	A5SS	BS_P7EY9DXG	6		Skipping	0.396341513292434
ENSG00000239665:13652846-13653148_13652845-13652929_13654352-13654427	A5SS	BS_P7EY9DXG	6		Skipping	0.408060897435897
AUP1:74528751-74529282_74529131-74529282_74527939-74528006	A5SS	BS_P7EY9DXG	6		Skipping	0.154152380952381
LINC02268:174120309-174120517_174120418-174120517_174119896-174120086	A5SS	BS_P7EY9DXG	6		Skipping	0.504540983606557
RPGR:38287861-38288041_38287864-38288041_38287093-38287245	A5SS	BS_WVW3W6ZB	6		Skipping	0.155899705014749
TUBGCP6:50220192-50221874_50220250-50221874_50219956-50220015	A5SS	BS_WVW3W6ZB	6		Inclusion	0.403041443850267
DEPDC5:31797600-31797703_31797599-31797699_31798581-31798656	A5SS	BS_WVW3W6ZB	6		Skipping	0.11456836461126
SMARCB1:23791756-23791894_23791755-23791867_23793558-23793688	A5SS	BS_WVW3W6ZB	6		Skipping	0.312978695073236
SMARCB1:23800944-23801964_23800943-23801081_23803294-23803422	A5SS	BS_WVW3W6ZB	6		Inclusion	0.23704920212766
GUSBP11:23694119-23695517_23695172-23695517_23690235-23690356	A5SS	BS_WVW3W6ZB	6		Skipping	0.131079303675049
AP5S1:3820547-3820854_3820546-3820758_3822101-3822293	A5SS	BS_WVW3W6ZB	6		Inclusion	0.26783355704698
PEG3:56840582-56840726_56840586-56840726_56836017-56836104	A5SS	BS_WVW3W6ZB	6		Inclusion	0.143714285714286
LAIR1:54360916-54361209_54361009-54361209_54360021-54360072	A5SS	BS_WVW3W6ZB	6		Inclusion	0.180181693989071
PTOV1:49850735-49851096_49850734-49850955_49854405-49854543	A5SS	BS_WVW3W6ZB	6		Skipping	0.337572713643178
NOP53:47752512-47752559_47752511-47752544_47755473-47755523	A5SS	BS_WVW3W6ZB	6		Skipping	0.257756064690026
KPTN:47480760-47480833_47480763-47480833_47480297-47480407	A5SS	BS_WVW3W6ZB	6		Skipping	0.163175315568024
EPSTI1:42926336-42926429_42926390-42926429_42917540-42917624	A5SS	BS_WVW3W6ZB	6		Skipping	0.183727941176471
FBXO30-DT:145828361-145828456_145828360-145828420_145881578-145881648	A5SS	BS_WVW3W6ZB	6		Skipping	0.344276497695853
TMEM33:41935129-41935310_41935128-41935262_41935466-41935529	A5SS	BS_WVW3W6ZB	6		Skipping	0.254510013351135
FAM184A:118961761-118961963_118961928-118961963_118959828-118960184	A5SS	BS_WVW3W6ZB	6		Skipping	0.14704694167852
CYB5RL:54190738-54190896_54190747-54190896_54187651-54187739	A5SS	BS_WVW3W6ZB	6		Inclusion	0.308723538704581
ENSG00000188002:1632644-1632906_1632844-1632906_1602690-1602735	A5SS	BS_WVW3W6ZB	6		Inclusion	0.371513368983957
GTF2H2C:69560223-69560403_69560222-69560242_69565099-69565188	A5SS	BS_WVW3W6ZB	6		Skipping	0.446060331825038
DNAI7:25161077-25161197_25161112-25161197_25158471-25158563	A5SS	BS_WVW3W6ZB	6		Inclusion	0.211424107142857
FLJ20021:101347752-101348009_101347751-101347835_101348323-101348887	A5SS	BS_WVW3W6ZB	6		Skipping	0.312902097902098
FCHO1:17754592-17754681_17754591-17754621_17755117-17755191	A5SS	BS_WVW3W6ZB	6		Skipping	0.244157650695518
FCHO1:17754592-17754758_17754591-17754621_17755117-17755191	A5SS	BS_WVW3W6ZB	6		Skipping	0.291220183486239
KRIT1:92245465-92245914_92245843-92245914_92244901-92245171	A5SS	BS_WVW3W6ZB	6		Skipping	0.234147517730496
ATG16L1:233272966-233273777_233272965-233273052_233274675-233274778	A5SS	BS_WVW3W6ZB	6		Skipping	0.442652
ZSCAN20:33472645-33472691_33472644-33472687_33479178-33479705	A5SS	BS_WVW3W6ZB	6		Skipping	0.482561746987952
CTIF:48757919-48758411_48757918-48758405_48761389-48761689	A5SS	BS_WVW3W6ZB	6		Inclusion	0.229018691588785
CDK11A:1722588-1722831_1722707-1722831_1721595-1721711	A5SS	BS_WVW3W6ZB	6		Inclusion	0.132088829071332
RNF146:127266883-127267095_127266882-127267044_127280230-127280340	A5SS	BS_WVW3W6ZB	6		Skipping	0.149832663989291
LINC00667:5240648-5241255_5240647-5240964_5241698-5241889	A5SS	BS_WVW3W6ZB	6		Skipping	0.152292749658002
ABCC8:17461583-17461825_17461585-17461825_17460487-17460676	A5SS	BS_WVW3W6ZB	6		Skipping	0.295760700389105
PTPN13:86764593-86764739_86764592-86764724_86765394-86765488	A5SS	BS_WVW3W6ZB	6		Skipping	0.172097986577181
GRASLND:6918285-6918680_6918401-6918680_6916815-6917224	A5SS	BS_WVW3W6ZB	6		Inclusion	0.367125
IQCJ-SCHIP1:159764443-159765138_159764442-159765099_159866162-159866281	A5SS	BS_WVW3W6ZB	6		Skipping	0.164690340909089
NLRP1:5533292-5533384_5533303-5533384_5532821-5532984	A5SS	BS_WVW3W6ZB	6		Inclusion	0.43444385026738
TARDBP:11022124-11022250_11022123-11022241_11023192-11023329	A5SS	BS_WVW3W6ZB	6		Skipping	0.152460658082976
HYI:43451410-43451544_43451427-43451544_43451153-43451311	A5SS	BS_WVW3W6ZB	6		Inclusion	0.395220588235295
ACADM:75732853-75733628_75732852-75732922_75734790-75734871	A5SS	BS_WVW3W6ZB	6		Skipping	0.150174899866488
CHROMR:178426366-178426661_178426365-178426505_178430694-178430889	A5SS	BS_WVW3W6ZB	6		Skipping	0.292589743589743
CHROMR:178426366-178426680_178426365-178426505_178430694-178430889	A5SS	BS_WVW3W6ZB	6		Skipping	0.315508795669824
SLC22A5:132384147-132385499_132384146-132384314_132387024-132387151	A5SS	BS_WVW3W6ZB	6		Skipping	0.118921787709497
FRRS1:99710806-99710949_99710833-99710949_99709197-99709259	A5SS	BS_WVW3W6ZB	6		Skipping	0.118641078838175
PCBP1-AS1:70086055-70086273_70086123-70086273_70085815-70085903	A5SS	BS_WVW3W6ZB	6		Skipping	0.280200573065902
MBD5:148489386-148490787_148489385-148489500_148502435-148502509	A5SS	BS_WVW3W6ZB	6		Skipping	0.129480536912752
PRPSAP2:18856299-18856476_18856298-18856429_18865801-18865952	A5SS	BS_WVW3W6ZB	6		Inclusion	0.529342908438061
ENSG00000225649:13002424-13003951_13003823-13003951_13001587-13001741	A5SS	BS_WVW3W6ZB	6		Inclusion	0.393840963855422
GORASP1:39100747-39100877_39100787-39100877_39100304-39100503	A5SS	BS_WVW3W6ZB	6		Skipping	0.112155585106383
SEPTIN4:58526682-58526978_58526931-58526978_58526219-58526313	A5SS	BS_WVW3W6ZB	6		Skipping	0.225014804845223
RPL41:56116775-56116930_56116774-56116829_56117188-56117211	A5SS	BS_WVW3W6ZB	6		Skipping	0.246455882352942
CNOT6:180564489-180564593_180564488-180564578_180564674-180564743	A5SS	BS_WVW3W6ZB	6		Skipping	0.157887700534758
DYNC2I1:158902376-158905283_158902375-158902595_158905988-158906091	A5SS	BS_WVW3W6ZB	6		Inclusion	0.312816844919786
FAHD2CP:96019201-96019700_96019200-96019274_96021124-96021233	A5SS	BS_WVW3W6ZB	6		Skipping	0.162117730496454
C7orf50:1138189-1138257_1138217-1138257_1127256-1127386	A5SS	BS_WVW3W6ZB	6		Skipping	0.50152427184466
HEXA:72353691-72355624_72355558-72355624_72353067-72353178	A5SS	BS_WVW3W6ZB	6		Skipping	0.148545212765956
DCX:111330904-111331041_111330918-111331041_111312638-111312736	A5SS	BS_WVW3W6ZB	6		Skipping	0.261568935427574
POMT1:131509903-131510141_131509902-131510062_131510259-131510415	A5SS	BS_WVW3W6ZB	6		Inclusion	0.61824810892587
EEF1D:143592647-143592893_143592714-143592893_143590607-143590738	A5SS	BS_WVW3W6ZB	6		Skipping	0.26594512195122
KDM8:27218961-27219110_27218960-27219046_27220392-27220485	A5SS	BS_WVW3W6ZB	6		Skipping	0.204244648318042
IARS1:92293441-92293695_92293610-92293695_92289300-92289426	A5SS	BS_WVW3W6ZB	6		Inclusion	0.202144946808511
PSME3IP1:57185545-57185817_57185735-57185817_57173727-57173869	A5SS	BS_WVW3W6ZB	6		Skipping	0.215825203252033
MTRR:7869104-7869215_7869103-7869189_7870769-7870923	A5SS	BS_WVW3W6ZB	6		Skipping	0.16829781420765
MUC20-OT1:195708134-195708435_195708133-195708268_195708746-195708801	A5SS	BS_WVW3W6ZB	6		Skipping	0.280841610738255
MUC20-OT1:195708154-195708513_195708153-195708268_195708746-195708841	A5SS	BS_WVW3W6ZB	6		Skipping	0.272025537634408
PHC1:8932563-8933350_8932562-8932831_8933864-8934012	A5SS	BS_WVW3W6ZB	6		Skipping	0.111944074567245
MYD88:38140388-38140568_38140387-38140549_38140756-38140848	A5SS	BS_WVW3W6ZB	6		Inclusion	0.118832653061224
RPS6KB2:67432952-67433194_67432951-67433042_67433339-67433447	A5SS	BS_WVW3W6ZB	6		Inclusion	0.41525392296719
STARD10:72780975-72781294_72781061-72781294_72759233-72759381	A5SS	BS_WVW3W6ZB	6		Skipping	0.124085219707059
STARD10:72780975-72781294_72781112-72781294_72759233-72759381	A5SS	BS_WVW3W6ZB	6		Skipping	0.106535286284953
ROBO3:124877519-124877752_124877518-124877658_124877936-124878131	A5SS	BS_WVW3W6ZB	6		Inclusion	0.398362279511534
ZNF384:6689098-6689510_6689367-6689510_6688166-6688226	A5SS	BS_WVW3W6ZB	6		Inclusion	0.323465053763441
COPS7A:6724306-6724378_6724305-6724368_6724613-6724818	A5SS	BS_WVW3W6ZB	6		Skipping	0.23521484375
CPM:68933142-68933202_68933159-68933202_68932677-68932840	A5SS	BS_WVW3W6ZB	6		Skipping	0.21900146842878
RIPK2-DT:89724388-89724966_89724628-89724966_89722014-89722156	A5SS	BS_WVW3W6ZB	6		Inclusion	0.388940939597315
MYCBP2:77076751-77076849_77076759-77076849_77070630-77070711	A5SS	BS_WVW3W6ZB	6		Inclusion	0.153098666666666
INO80B-WBP1:74457334-74457860_74457333-74457538_74459642-74459745	A5SS	BS_WVW3W6ZB	6		Skipping	0.25514347826087
