SpliceID	dPSI	Uniprot
PDCD11:103440734-103440850_103440289-103440581_103441825-103441975	0.981266666666667	Modifications
SH3PXD2A:103622470-103622553_103617196-103617314_103627088-103627202	0.799014925373134	Modifications
SLK:104002172-104003527_104001443-104001572_104005560-104005691	0.974454545454545	Modifications
GSTO1:104262979-104263077_104259575-104259798_104266083-104266190	0.97975	Modifications
SORCS3:105214442-105214613_105211136-105211250_105216935-105217122	0.977105263157895	Modifications
SORCS1:106667689-106667802_106652381-106652553_106671236-106671367	0.9365	Modifications
ADD3:110100625-110100848_110007963-110008299_110112776-110112906	0.996808823529412	Modifications
SMC3:110602474-110602665_110601965-110602178_110602824-110603002	0.998102941176471	Modifications
PDCD4:110875966-110876070_110871794-110872018_110881232-110881535	0.959426470588235	Modifications
GPAM:112154629-112154687_112149864-112153666_112155863-112156053	0.94092	Modifications
CELF2:11270666-11270824_11257737-11257872_11275056-11275120	0.978076923076923	Modifications
CCDC186:114162637-114163329_114157553-114157680_114173140-114173265	0.94521052631579	Modifications
CCDC186:114162637-114163329_114157553-114157680_114174014-114174203	0.910458333333334	Modifications
ABLIM1:114453379-114453483_114451623-114451671_114465697-114465827	0.287161764705882	Modifications
ABLIM1:114468181-114468216_114465697-114465827_114472976-114473132	0.993827586206897	Modifications
ABLIM1:114472977-114473132_114468180-114468216_114487957-114488016	0.982590909090909	Modifications
ABLIM1:114473879-114473956_114472976-114473132_114487957-114487993	0.980985294117647	Modifications
ATRNL1:115171037-115171292_115165557-115165645_115215696-115215880	0.890833333333333	Modifications
USP6NL:11597631-11597717_11527499-11527567_11611442-11611650	0.94127027027027	Modifications
EIF3A:119038238-119038439_119037118-119037309_119041993-119042772	0.995923076923077	Modifications
RGS10:119526032-119526118_119515508-119515652_119527305-119527424	0.985642857142857	Modifications
BAG3:119669851-119670177_119651379-119651855_119672254-119672656	0.990133333333333	Modifications
BAG3:119672255-119672656_119669850-119670177_119676463-119677819	0.98475	Modifications
WDR11:120867066-120867169_120866568-120866764_120871169-120871346	0.940220588235294	Modifications
DHTKD1:12087535-12087729_12084539-12084751_12088985-12089255	0.964926470588235	Modifications
DHTKD1:12117673-12117755_12107908-12108015_12118748-12118918	0.975846153846154	Modifications
DHTKD1:12117673-12117755_12112899-12113064_12118748-12118918	0.987866666666667	Modifications
FGFR2:121517319-121517463_121515116-121515319_121518681-121518829	0.998753846153846	Modifications
FGFR2:121565438-121565704_121564323-121564579_121593708-121593764	0.863567164179105	Modifications
ATE1:121910906-121911151_121902390-121902620_121922348-121922411	0.998970588235294	Modifications
NSMCE4A:121959324-121959410_121957090-121957259_121960357-121960406	0.966285714285714	Modifications
NSMCE4A:121959501-121959595_121959323-121959410_121960357-121960406	0.934379310344828	Modifications
TACC2:122211497-122211708_122210885-122211422_122215390-122215451	0.952	Modifications
TACC2:122215391-122215451_122210041-122211708_122216626-122216665	0.955258620689655	Modifications
TACC2:122215391-122215451_122210885-122211422_122216626-122216665	0.966142857142857	Modifications
CUZD1:122841178-122841328_122839016-122839231_122845761-122845857	0.9889	Modifications
ACADSB:123037747-123037847_123034355-123034515_123040465-123040657	0.894136363636364	Modifications
OAT:124411973-124412200_124408740-124408965_124418872-124418923	0.983147058823529	Modifications
FAM53B:124681607-124682379_124619291-124623604_124706635-124706887	0.964	Modifications
CTBP2:125003338-125003492_125002959-125003104_125038996-125039155	0.993428571428572	Modifications
BCCIP:125830562-125830651_125827557-125827638_125831419-125831537	0.951764705882353	Modifications
PTPRE:128040875-128040990_127982273-127982296_128047389-128047489	0.954642857142857	Modifications
MKI67:128114928-128116007_128113426-128113602_128116490-128116536	0.795058823529412	Modifications
MGMT:129536241-129536377_129467189-129467296_129707894-129708043	0.946444444444444	Modifications
OPTN:13133502-13133581_13132066-13132197_13136744-13136918	0.98778947368421	Modifications
PPP2R2D:131947530-131947791_131945294-131945459_131955683-131956242	0.982541666666667	Modifications
BNIP3:131970864-131970970_131968227-131970787_131973033-131973118	0.996875	Modifications
BNIP3:131973034-131973118_131970863-131970970_131981760-131981923	0.9855	Modifications
BNIP3:131973793-131973943_131973033-131973118_131981760-131981923	0.99608	Modifications
PHYH:13280976-13281110_13277795-13278354_13283689-13283839	0.981888888888889	Modifications
PHYH:13294428-13294596_13291824-13291912_13295495-13295606	0.989	Modifications
ADAM8:133269897-133269974_133269444-133269529_133270359-133270510	0.994808510638298	Modifications
ECHS1:133365976-133366095_133364657-133364725_133366888-133366993	0.99425	Modifications
SEPHS1:13344758-13345028_13338704-13338808_13347999-13348280	0.996102941176471	Modifications
BEND7:13480899-13481124_13452538-13452658_13492610-13492876	0.968238805970149	Modifications
FAM171A1:15248639-15248815_15220943-15221060_15254720-15254879	0.978666666666667	Modifications
FAM171A1:15248639-15248815_15220943-15221060_15275854-15275947	0.964466666666667	Modifications
FAM171A1:15254721-15254879_15220943-15221060_15275854-15275947	0.974153846153846	Modifications
FAM171A1:15254721-15254879_15248638-15248815_15275854-15275947	0.988426470588235	Modifications
MINDY3:15841426-15841599_15838227-15838279_15843211-15843272	0.971923076923077	Modifications
RSU1:16816973-16817084_16764389-16764510_16817314-16817424	0.996333333333333	Modifications
RSU1:16816973-16817084_16782033-16782084_16817314-16817424	0.808088235294118	Modifications
VIM:17235846-17235889_17235168-17235389_17236293-17236379	0.999782608695652	Modifications
VIM:17235846-17236379_17235168-17235389_17237229-17237593	0.996947368421052	Modifications
VIM:17236294-17236379_17235168-17235389_17237229-17237593	0.994222222222222	Modifications
VIM:17236294-17236379_17235845-17235889_17237229-17237593	0.999880952380952	Modifications
ST8SIA6:17327014-17327126_17323064-17323157_17331407-17331552	0.845941176470588	Modifications
STAM:17693222-17693312_17688026-17688173_17695048-17695241	0.9905	Modifications
CACNB2:18506471-18506547_18500811-18500948_18514510-18514530	0.995796296296296	Modifications
MLLT10:21617112-21617207_21614830-21614924_21651672-21651768	0.858539682539683	Modifications
MLLT10:21673350-21673919_21670448-21670704_21681331-21681376	0.947944444444444	Modifications
MLLT10:21673641-21673919_21670448-21670704_21681331-21681376	0.94664705882353	Modifications
MLLT10:21730900-21731054_21727855-21727928_21732898-21733087	0.9825	Modifications
PIP4K2A:22591629-22591781_22573310-22573457_22607926-22608023	0.956920634920635	Modifications
PIP4K2A:22591629-22591781_22573310-22573457_22609619-22609717	0.9791	Modifications
PIP4K2A:22607927-22608023_22573310-22573457_22609619-22609717	0.9605625	Modifications
PIP4K2A:22607927-22608023_22591628-22591781_22609619-22609717	0.987	Modifications
KIAA1217:24542883-24544481_24542692-24542770_24544980-24545103	0.78090625	Modifications
ARHGAP21:24670218-24670397_24635010-24635103_24721836-24721866	0.9615	Modifications
ABI1:26759062-26759235_26751597-26751783_26763879-26763960	0.803842105263158	Modifications
ABI1:26759062-26759235_26751597-26751783_26765217-26765318	0.918235294117647	Modifications
ABI1:26759062-26759235_26755654-26755741_26765217-26765318	0.966308823529412	Modifications
ABI1:26759062-26759238_26751597-26751783_26763879-26763960	0.830015873015873	Modifications
ABI1:26759062-26759238_26751597-26751783_26765217-26765318	0.945735294117647	Modifications
ABI1:26759062-26759238_26755654-26755741_26765217-26765318	0.977308823529412	Modifications
ABI1:26768852-26768992_26765217-26765318_26770244-26770345	0.979578947368421	Modifications
ANKRD26:27082803-27082833_27079088-27079161_27086538-27086609	0.989060606060606	Modifications
ACBD5:27208246-27208445_27205197-27205248_27210813-27211081	0.995764705882353	Modifications
ACBD5:27210814-27211081_27208245-27208445_27215534-27215641	0.9883125	Modifications
ACBD5:27215535-27215641_27210813-27211081_27217979-27218183	0.998838235294118	Modifications
ACBD5:27217980-27218183_27215534-27215641_27219722-27219803	0.97360294117647	Modifications
RAB18:27533928-27533994_27528515-27533853_27537875-27537917	0.99075	Modifications
RAB18:27533928-27533998_27533734-27533853_27537875-27538163	0.966686567164179	Modifications
RAB18:27533941-27533994_27533734-27533853_27537875-27539185	0.978073529411765	Modifications
RAB18:27537876-27538222_27533927-27533994_27542752-27543207	0.999573529411765	Modifications
ODAD2:27944222-27944431_27940562-27940805_27944815-27944962	0.864	Modifications
WAC:28595695-28596041_28590719-28590832_28608185-28608593	0.757117647058823	Modifications
WAC:28595733-28596041_28590719-28590832_28608185-28608431	0.855558823529412	Modifications
WAC:28614567-28616362_28610707-28611922_28617656-28617784	0.989333333333333	Modifications
WAC:28616173-28616362_28614566-28614685_28617656-28617784	0.994074074074074	Modifications
WAC:28616176-28616362_28614566-28614685_28617656-28617784	0.992185185185185	Modifications
SVIL:29526961-29527056_29524471-29524715_29529704-29529844	0.5127	Modifications
JCAD:30026103-30029866_30012802-30017917_30047531-30047871	0.970230769230769	Modifications
MAP3K8:30459255-30459501_30458083-30458236_30460705-30461833	0.944666666666667	Modifications
PFKP:3119892-3120044_3118781-3118869_3125096-3125249	0.997777777777778	Modifications
PFKP:3119892-3120044_3118781-3118869_3129818-3129983	0.985294117647059	Modifications
PITRM1:3140687-3140812_3137727-3139049_3143388-3143501	0.999382352941176	Modifications
ZEB1:31461037-31461237_31319124-31319292_31495778-31495838	0.996073529411765	Modifications
ZEB1:31461037-31461237_31355146-31355192_31495778-31495838	0.997838235294118	Modifications
ARHGAP12:31814259-31814361_31812635-31812823_31817787-31817886	0.992285714285714	Modifications
ARHGAP12:31861395-31861658_31852516-31852597_31908171-31908874	0.982529411764706	Modifications
ARHGAP12:31861395-31861658_31854065-31854206_31908171-31908874	0.9904	Modifications
ITGB1:32901512-32901635_32887331-32889002_32908367-32908534	0.998058823529412	Modifications
ITGB1:32911886-32912124_32911447-32911670_32919884-32920084	0.9965	Modifications
ITGB1:32919885-32920084_32911885-32912124_32920244-32920385	0.995882352941176	Modifications
ITGB1:32932506-32932600_32929821-32930044_32935491-32935558	0.980590909090909	Modifications
ITGB1:32932511-32932600_32929821-32930044_32935491-32935558	0.982090909090909	Modifications
ITGB1:32932515-32932590_32929821-32930044_32935491-32935558	0.9905	Modifications
ITGB1:32932515-32932600_32929821-32930044_32935491-32935558	0.9955	Modifications
ITGB1:32932515-32933583_32929821-32930044_32935491-32935558	0.988545454545455	Modifications
NRP1:33202891-33202995_33197620-33197709_33207571-33207625	0.965411764705882	Modifications
NRP1:33202912-33202995_33197649-33197709_33207571-33207716	0.955573529411765	Modifications
NRP1:33202912-33202995_33197649-33197709_33213385-33213717	0.963	Modifications
NRP1:33256316-33256471_33254027-33254194_33263645-33263704	0.991666666666667	Modifications
PARD3:34284135-34284245_34269656-34269899_34317106-34317338	0.794455882352941	Modifications
CUL2:35013699-35013713_35011847-35011964_35016191-35016394	0.966058823529412	Modifications
CUL2:35013699-35013800_35011847-35011964_35016191-35016394	0.994582089552239	Modifications
CCNY:35483404-35483478_35336508-35337207_35501500-35501535	0.980676470588235	Modifications
CCNY:35483404-35483478_35336508-35337207_35516522-35516575	0.971	Modifications
CCNY:35501501-35501535_35336873-35337207_35516522-35516575	0.940666666666667	Modifications
CCNY:35501501-35501535_35483403-35483478_35516522-35516575	0.971111111111111	Modifications
CCNY:35501501-35501535_35483403-35483478_35529972-35530030	0.960692307692308	Modifications
CCNY:35516523-35516623_35483403-35483478_35529972-35530030	0.829384615384615	Modifications
CCNY:35516523-35516623_35501500-35501535_35525963-35525999	0.989527777777778	Modifications
CCNY:35516523-35516623_35501500-35501535_35529972-35530030	0.973760869565217	Modifications
RET:43100459-43100722_43077063-43077331_43112098-43112224	0.869117647058824	Modifications
RET:43109031-43109230_43102341-43102629_43111206-43111465	0.9935	Modifications
RET:43111207-43111465_43077068-43077331_43112098-43112224	0.900833333333333	Modifications
CSGALNACT2:43154897-43155810_43138444-43138567_43158714-43158931	0.976583333333333	Modifications
CSGALNACT2:43154897-43155810_43138444-43138567_43167003-43167098	0.910428571428571	Modifications
CSGALNACT2:43154897-43155810_43138444-43138567_43175950-43176032	0.794692307692308	Modifications
CSGALNACT2:43163866-43164044_43160493-43160595_43167003-43167098	0.954151515151515	Modifications
CSGALNACT2:43163866-43164044_43160493-43160595_43175950-43176032	0.911172413793103	Modifications
WASHC2C:45740073-45740246_45737982-45738045_45743389-45743483	0.953142857142857	Modifications
WASHC2C:45751482-45751553_45750750-45750838_45752587-45752706	0.886441176470588	Modifications
WASHC2C:45754486-45754545_45753179-45753237_45754935-45755115	0.987545454545455	Modifications
WASHC2C:45759315-45759401_45757011-45757139_45763387-45763489	0.887360655737705	Modifications
WASHC2C:45777273-45777425_45773255-45773358_45778952-45779135	0.897622950819672	Modifications
WASHC2C:45784821-45784901_45784564-45784693_45787034-45787247	0.925642857142857	Modifications
WASHC2C:45785509-45785631_45784820-45784901_45787034-45787247	0.995358208955224	Modifications
ARHGAP22:48450261-48451140_48446035-48446619_48453303-48453425	0.949045454545455	Modifications
ERCC6:49505884-49506012_49500537-49500696_49524032-49524777	0.974363636363636	Modifications
ERCC6:49524033-49524777_49504991-49506012_49528416-49528525	0.9315	Modifications
ERCC6:49524033-49524777_49515197-49517121_49528416-49528525	0.902292307692308	Modifications
ERCC6:49530720-49530840_49528416-49528525_49532542-49532974	0.956455882352941	Modifications
WASHC2A:50099978-50100064_50097674-50097802_50104041-50104143	0.868559322033898	Modifications
PCDH15:53866642-53866857_53857174-53857263_53903242-53903370	0.981263157894737	Modifications
PCDH15:54089984-54090063_54079330-54079424_54132874-54133007	0.998413043478261	Modifications
PCDH15:54153100-54153293_54132874-54133007_54183443-54183593	0.986714285714286	Modifications
PCDH15:54195683-54195889_53808069-53809546_54213935-54214048	0.999441860465116	Modifications
PCDH15:54329596-54329706_54317270-54317441_54346364-54346484	0.983944444444445	Modifications
PCDH15:54527812-54527877_54378781-54378942_54664171-54664290	0.946583333333333	Modifications
TASOR2:5746179-5750027_5742096-5742526_5756612-5756738	0.983125	Modifications
GDI2:5766241-5766295_5765222-5766152_5768212-5768384	0.993833333333333	Modifications
GDI2:5766241-5766638_5765228-5766152_5768212-5769389	0.9965	Modifications
GDI2:5773842-5773941_5768212-5768384_5785141-5785273	0.991738095238095	Modifications
GDI2:5794885-5794989_5785851-5786050_5796762-5796862	0.951014705882353	Modifications
GDI2:5794885-5795019_5785851-5786050_5796762-5796862	0.975970588235294	Modifications
GDI2:5796763-5796862_5785851-5786050_5813213-5813429	0.820529411764706	Modifications
TFAM:58390765-58390860_58388669-58388819_58394357-58394414	0.922117647058824	Modifications
FBH1:5906037-5906632_5890247-5890346_5908924-5909055	0.918448275862069	Modifications
FBH1:5906037-5906632_5903019-5903175_5908924-5909055	0.984837837837838	Modifications
FAM13C:59323988-59324106_59302800-59302864_59352269-59352353	0.974333333333333	Modifications
CCDC6:59794473-59794597_59788746-59793111_59804419-59804520	0.993363636363636	Modifications
ANK3:60137342-60137353_60134270-60134358_60138963-60139087	0.701777777777778	Modifications
ANK3:60166591-60166653_60138963-60139087_60166823-60166896	0.610770491803279	Modifications
ANK3:60166591-60166653_60145967-60146021_60166823-60166896	0.910204081632653	Modifications
ANK3:60196145-60196243_60186714-60186912_60196526-60196625	0.975	Modifications
CDK1:60780141-60780202_60778453-60778570_60784704-60784861	0.987095238095238	Modifications
CDK1:60784705-60784861_60780140-60780202_60785663-60785787	0.986285714285714	Modifications
CDK1:60788060-60788230_60785663-60785787_60791889-60791969	0.963735294117647	Modifications
RBM17:6097048-6097188_6089033-6089193_6101270-6101387	0.999235294117647	Modifications
RBM17:6113508-6113581_6112209-6112361_6114048-6114147	0.988375	Modifications
PFKFB3:6226192-6226365_6224148-6224213_6232894-6232959	0.980441176470588	Modifications
ZNF365:62376181-62376936_62374191-62374458_62388395-62388576	0.957127659574468	Modifications
REEP3:63619655-63619800_63610186-63610334_63620812-63620822	0.993192307692307	Modifications
LRRTM3:66926921-66928452_66926035-66926587_67097586-67101551	0.942357142857143	Modifications
CTNNA3:67606857-67607049_67539502-67539669_67647414-67647514	0.967277777777778	Modifications
SIRT1:67912474-67913031_67909255-67909442_67916264-67918386	0.981222222222222	Modifications
HNRNPH3:68338503-68338642_68337198-68337333_68339139-68339226	0.964192307692308	Modifications
HNRNPH3:68338503-68338687_68337198-68337333_68339139-68339201	0.987461538461538	Modifications
TET1:68644698-68647005_68600980-68601034_68651845-68651936	0.96625	Modifications
TET1:68644698-68647005_68600980-68601034_68652500-68652594	0.955111111111111	Modifications
CCAR1:68761007-68761192_68757293-68757377_68765887-68765927	0.98296875	Modifications
DDX50:68936006-68936079_68934798-68934918_68936935-68937095	0.974352941176471	Modifications
DDX21:68965377-68965494_68963290-68963469_68967017-68967203	0.9904	Modifications
SUPV3L1:69189267-69189435_69187641-69187756_69191654-69191766	0.97425	Modifications
PPA1:70206264-70206333_70204872-70204915_70209204-70209290	0.995913043478261	Modifications
PALD1:70525923-70526136_70478766-70479059_70529228-70529331	0.97044	Modifications
ADAMTS14:70674556-70674995_70672505-70672884_70702311-70702468	0.802875	Modifications
SGPL1:70873351-70873589_70871836-70871986_70875401-70875548	0.991586206896552	Modifications
UNC5B:71290915-71291109_71288567-71288732_71291431-71291821	0.978181818181818	Modifications
UNC5B:71290915-71291109_71288957-71288990_71291431-71291821	0.958428571428572	Modifications
CDH23:71682445-71682572_71679386-71679492_71687646-71687719	0.947	Modifications
CDH23:71725372-71725520_71724044-71724105_71730468-71730604	0.9896	Modifications
CDH23:71731987-71732375_71730468-71730604_71734239-71734341	0.91851724137931	Modifications
VSIR:71761598-71762026_71760867-71760924_71773357-71773520	0.977625	Modifications
CDH23:71807846-71808007_71807515-71807767_71809819-71810076	0.887909090909091	Modifications
PSAP:71828014-71828157_71821875-71822007_71828876-71829077	0.998928571428571	Modifications
PSAP:71828014-71828157_71825836-71825893_71828876-71829077	0.999324324324324	Modifications
ANAPC16:72223888-72224056_72215999-72216072_72230365-72230440	0.888088235294118	Modifications
ANAPC16:72223888-72224056_72216011-72216138_72230365-72230440	0.811088235294118	Modifications
ANAPC16:72223888-72224056_72220053-72220379_72230365-72230440	0.947952380952381	Modifications
ANAPC16:72223888-72224056_72220053-72220379_72233000-72235858	0.905875	Modifications
DDIT4:72274157-72274421_72273918-72274060_72274694-72275559	0.995625	Modifications
DDIT4:72274225-72274421_72273923-72274060_72274694-72276036	0.991	Modifications
P4HA1:73051053-73051249_73046924-73047101_73053350-73053590	0.976571428571429	Modifications
P4HA1:73068846-73068983_73053350-73053590_73072028-73072180	0.974102040816327	Modifications
ANXA7:73387689-73387783_73383576-73383690_73388311-73388414	0.987128205128205	Modifications
USP54:73530704-73530835_73530142-73530523_73534599-73534770	0.999588235294118	Modifications
USP54:73530704-73530835_73530142-73530523_73536268-73536437	0.978466666666667	Modifications
USP54:73575512-73575675_73571420-73571513_73591277-73591338	0.969333333333333	Modifications
USP54:73575512-73576361_73571420-73571513_73591277-73591339	0.9715	Modifications
ZSWIM8:73791324-73791499_73790974-73791176_73791858-73792490	0.933516129032258	Modifications
ENSG00000272916:73806657-73806811_73806288-73806474_73807107-73807195	0.9539	Modifications
CAMK2G:73819532-73819645_73817478-73817554_73821681-73821730	0.473073529411765	Modifications
CAMK2G:73825279-73825347_73821681-73821730_73837467-73837511	0.965611111111111	Modifications
CAMK2G:73825279-73825347_73824039-73824084_73828088-73828121	0.919	Modifications
CAMK2G:73825279-73825347_73824039-73824084_73837467-73837511	0.90189705882353	Modifications
CAMK2G:73825321-73825347_73824039-73824084_73837467-73837511	0.725707692307692	Modifications
PLAU:73913539-73913758_73913289-73913381_73913979-73914128	0.949625	Modifications
KAT6B:74975399-74975454_74970019-74970101_74977315-74977437	0.957370370370371	Modifications
KAT6B:74975399-74975781_74970019-74970101_74977315-74977437	0.948259259259259	Modifications
KAT6B:74975399-74976330_74970019-74970101_74977315-74977437	0.977733333333333	Modifications
KAT6B:74975399-74977437_74959969-74960078_74979223-74979339	0.980142857142857	Modifications
KAT6B:74985080-74985241_74981786-74981928_74989018-74989096	0.975382352941176	Modifications
ITIH2:7707201-7707233_7705107-7705182_7709021-7709191	0.994285714285714	Modifications
ITIH2:7709022-7709191_7707200-7707233_7713180-7713285	0.992739130434783	Modifications
DLG5:77821082-77822101_77819894-77820018_77824383-77824476	0.96610294117647	Modifications
ATP5F1C:7797047-7797178_7788146-7788263_7798989-7799194	0.987555555555556	Modifications
ATP5F1C:7799772-7799915_7798989-7799194_7800026-7800052	0.994621621621621	Modifications
PPIF:79349076-79349106_79347468-79347743_79349664-79349753	0.980692307692308	Modifications
ZCCHC24:79432558-79432758_79394275-79394440_79445194-79445624	0.98992	Modifications
ANXA11:80157641-80157763_80150888-80155912_80157966-80158025	0.994029411764706	Modifications
LARP4B:812921-813213_806951-808272_814741-814850	0.992132352941177	Modifications
LARP4B:817725-817889_814945-815070_820799-820845	0.9793	Modifications
WAPL:86517571-86518091_86499717-86500743_86521364-86521792	0.976727272727273	Modifications
LDB3:86681436-86681803_86680081-86680157_86685677-86685700	0.96175	Modifications
LDB3:86681436-86681803_86680081-86680157_86691895-86692065	0.996133333333333	Modifications
BMPR1A:86890062-86890224_86875866-86876085_86892126-86892229	0.989916666666666	Modifications
GLUD1:87053264-87053404_87050526-87051870_87057690-87057782	0.975866666666667	Modifications
GLUD1:87053342-87053404_87050201-87051870_87057690-87057782	0.993983333333333	Modifications
GLUD1:87060688-87060825_87060160-87060241_87062655-87062835	0.996333333333333	Modifications
GLUD1:87060915-87061052_87060160-87060241_87062655-87062835	0.989090909090909	Modifications
GLUD1:87060915-87061052_87060160-87060825_87062655-87062835	0.996916666666667	Modifications
GLUD1:87068063-87068157_87062655-87062835_87074550-87074614	0.992875	Modifications
GLUD1:87074551-87074614_87068062-87068157_87075967-87076023	0.999044117647059	Modifications
GLUD1:87076576-87076656_87075967-87076023_87094324-87094668	0.997785714285714	Modifications
LARP4B:885641-885760_884446-884506_931427-931476	0.99375	Modifications
FAS:89008889-89008997_89007699-89007837_89010538-89010600	0.966727272727273	Modifications
FAS:89011999-89012081_89010752-89010815_89013342-89013367	0.99375	Modifications
FAS:89013343-89013367_89011998-89012081_89014118-89014177	0.999172413793103	Modifications
IFIT2:89301977-89302128_89292288-89292473_89305961-89308900	0.991242424242424	Modifications
TNKS2:91827017-91827203_91822295-91822362_91828284-91828406	0.989823529411765	Modifications
BTAF1:91942422-91942568_91939951-91940066_91951402-91951566	0.971588235294118	Modifications
KIF11:92630176-92630364_92628807-92628895_92632485-92632693	0.976652173913043	Modifications
MYOF:93313020-93313210_93310533-93310643_93316713-93316813	0.9648	Modifications
TBC1D12:94531202-94531460_94522343-94522453_94533027-94533297	0.957620689655172	Modifications
CYP2C8:95067529-95067691_95067207-95067357_95069196-95069497	0.977272727272727	Modifications
SORBS1:95367650-95367699_95357630-95357803_95381684-95381799	0.993666666666667	Modifications
SORBS1:95375973-95376056_95371983-95372049_95381684-95381799	0.95615625	Modifications
SORBS1:95414494-95414862_95410632-95410777_95415468-95416185	0.825031746031746	Modifications
TCTN3:95684499-95684624_95682650-95683629_95686494-95686530	0.997761194029851	Modifications
TCTN3:95687592-95687719_95687043-95687159_95692919-95693038	0.98789705882353	Modifications
TCTN3:95687592-95687719_95687246-95687355_95692919-95693038	0.996470588235294	Modifications
ENTPD1:95823237-95823364_95755651-95755766_95839690-95839808	0.978411764705882	Modifications
ENTPD1:95823237-95823364_95756161-95756255_95839690-95839808	0.961647058823529	Modifications
ENTPD1:95839691-95839808_95823235-95823364_95844475-95844635	0.998044117647059	Modifications
ENTPD1:95845357-95845596_95844475-95844635_95847445-95847531	0.96678125	Modifications
OPALIN:96351378-96351410_96349706-96349826_96355254-96355290	0.978727272727273	Modifications
OPALIN:96355255-96355290_96351377-96351410_96358893-96359002	0.967	Modifications
TLL2:96432807-96432962_96428630-96428748_96446090-96446168	0.966138888888889	Modifications
PIK3AP1:96609712-96609867_96603739-96604049_96616638-96616711	0.953944444444444	Modifications
LCOR:96949008-96949295_96907667-96907747_96952102-96952196	0.93888679245283	Modifications
LCOR:96949008-96949295_96944101-96944245_96952102-96952196	0.96575	Modifications
LCOR:96954953-96955454_96952102-96952196_96958411-96958926	0.960641791044776	Modifications
LCOR:96954953-96955671_96952102-96952196_96958411-96958884	0.960641791044776	Modifications
LCOR:96954953-96955834_96952102-96952196_96958411-96958926	0.960671641791044	Modifications
LCOR:96954953-96955957_96952102-96952196_96958411-96958877	0.960805970149254	Modifications
SLIT1:97006483-97006720_97004692-97004823_97010992-97011130	0.985857142857143	Modifications
SLIT1:97010993-97011130_97006482-97006720_97013740-97013834	0.979181818181818	Modifications
SLIT1:97034471-97034542_97031605-97031677_97037697-97037766	0.986243243243243	Modifications
SLIT1:97164819-97164890_97163379-97163451_97185477-97185623	0.975666666666667	Modifications
ARHGAP19-SLIT1:97265860-97266125_97264825-97264906_97292571-97292637	0.967346153846154	Modifications
ARHGAP19:97266079-97266125_97264825-97264906_97292571-97292635	0.702352941176471	Modifications
MMS19:97466504-97466585_97466058-97466159_97466775-97466901	0.975222222222222	Modifications
GOLGA7B:97863930-97864082_97859448-97859583_97864167-97864269	0.959764705882353	Modifications
CNNM1:99388152-99388301_99387819-99388003_99390305-99390407	0.611875	Modifications
GOT1:99403724-99403874_99403468-99403634_99405755-99405860	0.955682926829268	Modifications
GTPBP4:995929-996032_992488-992659_996105-996242	0.994514705882353	Modifications
DBT:100215983-100216199_100214816-100214983_100218625-100218747	0.95087037037037	Modifications
DBT:100230733-100230914_100218625-100218747_100235435-100235511	0.9383125	Modifications
CDC14A:100498929-100499262_100498084-100498207_100518250-100520277	0.856064516129032	Modifications
UBE4B:10072028-10072214_10032831-10033694_10095460-10095596	0.985095238095238	Modifications
VCAM1:100729107-100729382_100724623-100724890_100731197-100731518	0.984484375	Modifications
