SpliceID	Differential_freq	splicing_case	mean_dPSI	Uniprot	gene	Baseline_preference	Exon Coordinates	Average_TPM
CLK4:178617344-178618778_178617343-178617434_178618555-178618778	17	RI	0.354052197802198	Modifications	CLK4	Inclusion	178617344-178618778	9.46440019193858
CLK4:178617344-178618778_178617343-178617434_178618555-178618778	17	RI	0.345947802197802	Modifications	CLK4	Skipping	178617344-178618778	9.46440019193858
CLK4:178617344-178618778_178618555-178618778_178616881-178616948	24	A5SS	0.307381017881706	Modifications	CLK4	Inclusion	178617344-178618778	9.46440019193858
FASTK:151076626-151077027_151076625-151076832_151076912-151077027	13	RI	0.200260631001372	Domains	FASTK	Skipping	151076626-151077027	22.139169865642994
FASTK:151076913-151077027_151076623-151076832_151077309-151077401	2	SE	0.207777126099707	Domains	FASTK	Inclusion	151076913-151077027	22.139169865642994
FASTK:151076913-151077236_151076912-151077027_151077100-151077236	24	RI	0.201246913580247	Domains	FASTK	Skipping	151076913-151077236	22.139169865642994
FASTK:151076913-151078092_151076912-151077780_151077878-151078092	35	RI	0.20657475994513	Domains	FASTK	Skipping	151076913-151078092	22.139169865642994
MARK2:63899874-63900678_63899873-63900110_63900558-63900678	2	RI	0.21757475994513	Modifications	MARK2	Skipping	63899874-63900678	13.194203454894433
MARK2:63899874-63900678_63899873-63900110_63900558-63900678	2	RI	0.21757475994513	Domains	MARK2	Skipping	63899874-63900678	13.194203454894433
PKN2:88804391-88804534_88786103-88786213_88804845-88804894	52	SE	0.362070054945056	Domains	PKN2	Inclusion	88804391-88804534	12.247634357005758
PRKDC:47782162-47782254_47779003-47779093_47782377-47782598	23	SE	0.200886145404663	Modifications	PRKDC	Inclusion	47782162-47782254	53.243493282149714
PRKDC:47782162-47782254_47779003-47779093_47782377-47782598	23	SE	0.200886145404663	Domains	PRKDC	Inclusion	47782162-47782254	53.243493282149714
PRKDC:47782162-47782254_47779003-47779093_47782377-47782598	23	SE	0.209113854595337	Modifications	PRKDC	Skipping	47782162-47782254	53.243493282149714
PRKDC:47782162-47782254_47779003-47779093_47782377-47782598	23	SE	0.209113854595337	Domains	PRKDC	Skipping	47782162-47782254	53.243493282149714
SMG1:18896052-18896207_18892217-18892354_18896792-18896956	4	SE	0.206190934065934	Domains	SMG1	Inclusion	18896052-18896207	12.466065259117082
SRPK1:35870281-35870494_35869481-35869901_35870933-35870959	5	SE	0.207769547325104	Modifications	SRPK1	Inclusion	35870281-35870494	12.79376679462572
SRPK1:35870281-35870494_35869481-35869901_35870933-35870959	5	SE	0.207769547325104	Domains	SRPK1	Inclusion	35870281-35870494	12.79376679462572
SRPK1:35890895-35891041_35890894-35891013_35904878-35904974	3	A3SS	0.5247125	Modifications	SRPK1	Skipping	35890895-35891041	12.79376679462572
SRPK3:153781116-153781346_153781115-153781145_153781282-153781346	8	RI	0.226682926829268	Modifications	SRPK3	Inclusion	153781116-153781346	2.9132197696737046
SRPK3:153783752-153783884_153783754-153783884_153783225-153783251	15	A3SS	0.388380090497738	Domains	SRPK3	Inclusion	153783752-153783884	2.9132197696737046
SRPK3:153783752-153783884_153783754-153783884_153783225-153783251	15	A3SS	0.408619909502262	Domains	SRPK3	Skipping	153783752-153783884	2.9132197696737046
SRPK3:153783974-153784213_153783973-153784021_153784120-153784213	8	RI	0.234925339366516	Modifications	SRPK3	Inclusion	153783974-153784213	2.9132197696737046
SRPK3:153783974-153784213_153783973-153784021_153784120-153784213	8	RI	0.234925339366516	Domains	SRPK3	Inclusion	153783974-153784213	2.9132197696737046
SRPK3:153783974-153784213_153783973-153784024_153784120-153784213	2	RI	0.227940092165899	Modifications	SRPK3	Inclusion	153783974-153784213	2.9132197696737046
SRPK3:153783974-153784213_153783973-153784024_153784120-153784213	2	RI	0.227940092165899	Domains	SRPK3	Inclusion	153783974-153784213	2.9132197696737046
SRPK3:153784294-153784394_153783973-153784213_153784749-153784857	2	SE	0.211125	Domains	SRPK3	Inclusion	153784294-153784394	2.9132197696737046
