splicing_case	SpliceID	dPSI	Uniprot
SE	CTNND1:57815915-57816001_57815393-57815500_57816296-57819178	0.113544581618656	Modifications
SE	CTNND1:57815915-57816001_57815393-57815500_57816299-57818445	0.411210526315789	Modifications
SE	IFI16:159045297-159045464_159032523-159032691_159051678-159052098	0.106977382875606	Modifications
SE	PEX19:160283530-160283639_160282943-160283109_160285054-160285096	0.145330589849107	Modifications
SE	RTN3:63718702-63721032_63681482-63681778_63749990-63750198	0.13536488340192	Modifications
SE	RTN3:63718702-63721032_63704850-63704907_63749990-63750198	0.507611464968153	Modifications
SE	RTN3:63718981-63721032_63681495-63681778_63749990-63750198	0.135816186556927	Modifications
SE	TRPT1:64225786-64225869_64224800-64225580_64226049-64226148	0.263423868312757	Modifications
SE	PRDX5:64319734-64319868_64318120-64318386_64320864-64320903	0.101850480109739	Modifications
SE	KAT5:65713348-65713503_65712921-65713058_65713592-65713664	0.141226337448559	Modifications
SE	RRP8:6601149-6601602_6600668-6600775_6603403-6603616	0.408452380952381	Modifications
SE	ENSG00000254641:6608837-6608978_6608666-6608725_6609907-6610135	0.347715189873418	Modifications
SE	RBM4:66643450-66644140_66638934-66640123_66646026-66646452	0.163052126200275	Modifications
SE	MPZL1:167776064-167776166_167773235-167773368_167787819-167788012	0.491903978052126	Modifications
SE	SCYL3:169855796-169855957_169854269-169854964_169859040-169859212	0.146398305084746	Modifications
SE	CTTN:70421470-70421580_70420399-70420510_70422939-70422995	0.382270233196159	Modifications
SE	RAB6A:73718613-73718718_73716250-73716362_73718784-73718890	0.436477876106195	Modifications
SE	RALGPS2:178892230-178892307_178889641-178889696_178893918-178894024	0.402800281293952	Modifications
SE	DLG2:83484129-83484228_83483252-83483298_83532707-83532783	0.591374269005848	Modifications
SE	DENND2B:8729950-8731209_8726072-8726209_8750620-8750725	0.157647462277092	Modifications
SE	DENND2B:8731123-8731209_8726072-8726209_8750620-8750725	0.220965517241379	Modifications
SE	RO60:193069034-193069181_193059618-193059776_193075819-193075890	0.224997252747253	Modifications
SE	RO60:193069034-193069634_193059611-193059776_193075819-193076040	0.204806318681319	Modifications
SE	RO60:193069034-193069634_193059611-193059776_193076500-193076647	0.225530120481927	Modifications
SE	PFKFB2:207060846-207060930_207054700-207054802_207061952-207062078	0.100083102493075	Modifications
SE	CD46:207790253-207790345_207785618-207785682_207793518-207793873	0.248483516483517	Modifications
SE	HP1BP3:20780345-20780540_20779811-20779911_20787194-20787307	0.285855967078189	Modifications
SE	HP1BP3:20780350-20780540_20779811-20779911_20787194-20787323	0.213792866941015	Modifications
SE	PAH:102917071-102917225_102912790-102912898_102958194-102958366	0.441129692832764	Modifications
SE	YBX3:10709908-10710114_10704022-10704148_10713210-10713333	0.191942386831276	Modifications
SE	GIT2:109951167-109951316_109947255-109947504_109953091-109953234	0.183673076923077	Modifications
SE	GIT2:109951212-109951316_109947255-109947504_109953091-109953234	0.230780313837374	Modifications
SE	ATXN2:111516154-111516399_111512566-111513539_111518248-111518427	0.305995884773661	Modifications
SE	MAPKAPK5:111868753-111868861_111867571-111867669_111870270-111870360	0.14750754458162	Modifications
SE	RCOR3:211312720-211312961_211301460-211304140_211313423-211313839	0.308879286694101	Modifications
SE	PXN:120215560-120215661_120215102-120215273_120221622-120221758	0.202871056241427	Modifications
SE	CAMKK2:121244573-121244615_121237674-121240869_121245139-121245240	0.501757281553398	Modifications
SE	RNF34:121417504-121417911_121400117-121400218_121423385-121423517	0.3579	Modifications
SE	PSMD9:121899634-121899889_121888844-121888994_121903005-121903107	0.384870056497175	Modifications
SE	IQSEC3:125633-125912_99145-99214_138266-139354	0.366324324324324	Modifications
SE	RAN:130872584-130872617_130872075-130872126_130872835-130872920	0.350512396694215	Modifications
SE	KRAS:25215437-25215560_25205245-25209911_25225613-25225773	0.109986013986014	Modifications
SE	ITFG2:2818106-2818353_2812621-2812856_2820085-2820225	0.309809523809524	Modifications
SE	FOXM1:2865355-2865399_2864682-2864752_2866392-2866521	0.534317431192661	Modifications
SE	RHNO1:2885162-2885534_2877198-2877282_2887910-2888057	0.256825309491059	Modifications
SE	RHNO1:2885263-2885534_2877198-2877282_2887910-2888137	0.256412654745529	Modifications
SE	RHNO1:2885283-2885534_2877222-2877282_2887910-2887934	0.191942386831276	Modifications
SE	KDM1A:23078966-23079177_23077233-23077360_23081445-23081573	0.37325	Modifications
SE	SIPA1L2:232404125-232404178_232403447-232403571_232415493-232415625	0.281342105263158	Modifications
SE	DNM1L:32737865-32737942_32737104-32737161_32738263-32738296	0.34461316872428	Modifications
SE	NTPCR:232969909-232970118_232956346-232956443_232978162-232978482	0.102698216735254	Modifications
SE	HNRNPR:23340852-23341017_23338269-23338608_23344210-23344284	0.143799725651578	Modifications
SE	HNRNPR:23340852-23341020_23338489-23338608_23344210-23344322	0.14201646090535	Modifications
SE	ARID4B:235176748-235176903_235175183-235175399_235177799-235177913	0.115460164835165	Modifications
SE	PARP11:3828910-3829030_3826157-3826233_3829889-3830018	0.257848066298342	Modifications
SE	CEP170:243185779-243186072_243172696-243172846_243186258-243186280	0.182068681318681	Modifications
SE	KANSL2:48679036-48679150_48671798-48671962_48679654-48679833	0.129642857142857	Modifications
SE	KANSL2:48679036-48679238_48671798-48671962_48679654-48679833	0.201987637362637	Modifications
SE	RACGAP1:50016635-50016715_50006433-50006636_50031696-50031867	0.344863636363636	Modifications
SE	PCBP2:53467805-53467843_53467220-53467293_53468776-53468832	0.218835390946502	Modifications
SE	PCBP2:53467805-53467843_53467220-53467293_53468779-53468832	0.100862825788751	Modifications
SE	MYL6:56159623-56159730_56158683-56158711_56160024-56160148	0.333692307692308	Modifications
SE	NACA:56715871-56721459_56714601-56714687_56724451-56724523	0.156393689986283	Modifications
SE	CDK4:57750923-57751090_57749453-57749504_57752174-57752276	0.481744680851064	Modifications
SE	USP15:62349221-62349307_62325871-62325933_62355330-62355475	0.229949105914719	Modifications
SE	HMGN2:26473703-26473817_26472516-26472627_26474084-26474135	0.508755813953488	Modifications
SE	DYRK2:67649797-67649945_67648744-67649182_67657105-67665406	0.144146776406036	Modifications
SE	RAP1B:68650400-68650468_68610917-68611043_68654111-68654252	0.55230612244898	Modifications
SE	MDM2:68824555-68824651_68809211-68809292_68839273-68839849	0.254166666666667	Modifications
SE	MDM2:68835829-68835984_68809211-68809292_68839273-68839314	0.470347826086956	Modifications
SE	CNOT2:70329423-70329570_70310894-70311017_70335437-70335464	0.329333333333333	Modifications
SE	NAP1L1:76061010-76061087_76060137-76060279_76084566-76084685	0.286142857142857	Modifications
SE	NAP1L1:76067371-76067473_76060137-76060279_76074202-76074239	0.118207133058984	Modifications
SE	NAP1L1:76068909-76068994_76060137-76060279_76084566-76084666	0.348979591836735	Modifications
SE	PPP1R12A:79806166-79806297_79805591-79805768_79807225-79807330	0.371338376891334	Modifications
SE	PPP1R12A:79806166-79806333_79805591-79805768_79807225-79807330	0.324466299862448	Modifications
SE	YTHDF2:28742403-28743986_28738258-28738338_28768928-28769125	0.101303867403314	Modifications
SE	EPB41:29060422-29060484_29053103-29053312_29064981-29065158	0.464120833333333	Modifications
SE	SRSF4:29159864-29160058_29159373-29159486_29160374-29160517	0.105253772290809	Modifications
SE	SRSF4:29159864-29160091_29159373-29159486_29160374-29160517	0.1039890260631	Modifications
SE	TMPO:98544442-98544537_98537474-98537572_98546358-98546447	0.134396825396825	Modifications
SE	TMPO:98544951-98545061_98537474-98537572_98546358-98546447	0.322953232462173	Modifications
SE	PCCA:100302924-100302998_100273195-100273346_100330560-100330671	0.252603773584906	Modifications
SE	PUM1:31005853-31006031_30981311-30981405_31028795-31028864	0.374576923076923	Modifications
SE	PUM1:31006994-31007102_30995053-30995220_31028795-31028864	0.108621323529412	Modifications
SE	NAXD:110624234-110624279_110615544-110615647_110627438-110627547	0.413571428571429	Modifications
SE	NAXD:110624234-110624279_110615544-110615647_110634544-110634595	0.310227722772277	Modifications
SE	CRYL1:20439593-20439754_20432101-20432296_20489369-20489436	0.121085048010973	Modifications
SE	PDS5B:32770654-32770761_32770120-32770560_32773188-32773324	0.174303448275863	Modifications
SE	ZMYM4:35358925-35359446_35325359-35325405_35370028-35370113	0.253713286713287	Modifications
SE	MAP7D1:36174898-36175008_36173363-36173478_36176198-36176321	0.195257887517147	Modifications
SE	TBC1D4:75324237-75324401_75312737-75312898_75326196-75326250	0.102899575671853	Modifications
SE	SF3A3:37978720-37978827_37969570-37969735_37979464-37979533	0.444378787878788	Modifications
SE	FHL3:37999257-37999432_37998717-37999148_38005356-38005514	0.171487534626039	Modifications
SE	PABPC4:39563836-39563922_39563526-39563741_39564422-39564491	0.155279835390947	Modifications
SE	ENSG00000259171:20693547-20693650_20684586-20684758_20699354-20700576	0.172507142857143	Modifications
SE	ARHGEF40:21073932-21074991_21070290-21070399_21075331-21075499	0.384088039867109	Modifications
SE	METTL3:21500913-21501129_21499763-21499802_21503172-21503577	0.352132596685083	Modifications
SE	ACIN1:23065966-23066008_23064354-23064485_23067313-23068671	0.212698412698413	Modifications
SE	ACIN1:23089982-23090101_23081747-23081836_23090521-23090633	0.224078189300412	Modifications
SE	THTPA:23556743-23557034_23556270-23556343_23558694-23558898	0.181332417582418	Modifications
SE	THTPA:23556743-23557039_23556270-23556343_23558694-23558859	0.187173076923077	Modifications
SE	THTPA:23556743-23557304_23556006-23556343_23558694-23559574	0.27570467032967	Modifications
SE	SCFD1:30628209-30628279_30622290-30622399_30630476-30630565	0.154355371900827	Modifications
SE	STRN3:30929201-30929311_30913523-30913657_30935162-30935304	0.212890260631002	Modifications
SE	STRN3:30929201-30929311_30918965-30919106_30935162-30935304	0.2580109739369	Modifications
SE	CFL2:34713674-34713904_34713253-34713561_34714434-34714540	0.25499124726477	Modifications
SE	DNAAF2:49628012-49628155_49625173-49626048_49633286-49635244	0.268001396648045	Modifications
SE	NASP:45607321-45608337_45606481-45606591_45613168-45613248	0.384013717421125	Modifications
SE	NASP:45613169-45613248_45591222-45591270_45614292-45614366	0.292	Modifications
SE	MKNK1:46560234-46560277_46557406-46558800_46561477-46561642	0.238464924346629	Modifications
SE	RDH11:67692438-67692593_67684509-67685204_67695629-67695774	0.560904761904762	Modifications
SE	RDH11:67692438-67692593_67690211-67690421_67695629-67695774	0.410789473684211	Modifications
SE	ZC3H14:88601924-88602083_88577984-88578140_88607242-88607363	0.181165605095541	Modifications
SE	ZC3H14:88601924-88602083_88596733-88596808_88607242-88607363	0.220579617834395	Modifications
SE	ZC3H14:88602828-88603045_88577984-88578140_88607242-88607363	0.21115	Modifications
SE	ZC3H14:88602828-88603045_88596733-88596808_88607242-88607363	0.106849557522124	Modifications
SE	ZC3H14:88602828-88603060_88596733-88596808_88607242-88607363	0.164176991150443	Modifications
SE	SNRPA1:101286214-101286293_101285725-101285801_101286907-101287010	0.215196428571429	Modifications
SE	BTF3L4:52059835-52059901_52056198-52056379_52064824-52064938	0.104296296296297	Modifications
SE	ZFYVE19:40812699-40812902_40810648-40810757_40813337-40813417	0.307227709190672	Modifications
SE	ZNF106:42449771-42451954_42448071-42448705_42466052-42466114	0.145515363128491	Modifications
SE	SNAP23:42529675-42529819_42515236-42515354_42545135-42545345	0.576993103448276	Modifications
SE	SNAP23:42529675-42529819_42515236-42515354_42545208-42545356	0.518065789473684	Modifications
SE	PPIP5K1:43564103-43564165_43558794-43558932_43564866-43564992	0.433477951635846	Modifications
SE	PPIP5K1:43564867-43564992_43558794-43558932_43568462-43568516	0.355793002915453	Modifications
SE	GOLM2:44402887-44403054_44380805-44380976_44413335-44415729	0.236318244170096	Modifications
SE	ARPP19:52568848-52568900_52557099-52557222_52569115-52569167	0.147844993141288	Modifications
SE	VPS13C:62028358-62028420_62023410-62023520_62033440-62033542	0.601965517241379	Modifications
SE	TPM1:63061713-63061788_63060868-63061273_63062214-63062277	0.423083676268862	Modifications
SE	TPM1:63064064-63064142_63062575-63062645_63071089-63071915	0.198372549019608	Modifications
SE	TPM1:63064064-63064190_63062575-63062645_63065895-63066093	0.502568794326241	Modifications
SE	TPM1:63064064-63064982_63062575-63062645_63065895-63066035	0.497850640113798	Modifications
SE	SLC24A1:65639595-65639703_65638127-65638181_65650381-65650942	0.1725	Modifications
SE	KIF23:69440768-69441079_69440307-69440487_69444789-69445041	0.469530785562633	Modifications
SE	FAM219B:74904982-74905039_74904663-74904712_74905153-74905231	0.100588477366255	Modifications
SE	FAM219B:74904982-74905059_74904663-74904712_74905153-74905231	0.102463648834019	Modifications
SE	FAM219B:74906278-74906365_74904663-74905231_74906586-74906730	0.135063100137176	Modifications
SE	ETFA:76295591-76295737_76292618-76292700_76311349-76311402	0.109116598079561	Modifications
SE	C15orf40:82989106-82989157_82988440-82988828_82991931-82992046	0.300702702702703	Modifications
SE	PARN:14482270-14482388_14460722-14461834_14482637-14482827	0.226090909090909	Modifications
SE	KNOP1:19711372-19711440_19710259-19710586_19714117-19715037	0.149403026134801	Modifications
SE	TSC2:2077598-2077726_2076490-2076585_2079031-2079196	0.381327372764787	Modifications
SE	TSC2:2077598-2077726_2076490-2076585_2079034-2079196	0.337012396694215	Modifications
SE	DOCK7:62544947-62545039_62543655-62543745_62552731-62552761	0.523316804407714	Modifications
SE	HIRIP3:29993906-29994843_29993639-29993808_29995102-29995217	0.248120713305898	Modifications
SE	HIRIP3:29994648-29994843_29993639-29993808_29995102-29995217	0.254046639231825	Modifications
SE	MIR762HG:30888714-30888958_30875778-30876118_30894547-30895136	0.239514705882353	Modifications
SE	MIR762HG:30888771-30888958_30876081-30876118_30894516-30895220	0.3365	Modifications
SE	MIR762HG:30888771-30888958_30876081-30876118_30894547-30895200	0.195103370786517	Modifications
SE	ZNF263:3285059-3285239_3283490-3284205_3289392-3291460	0.443695652173913	Modifications
SE	C16orf87:46809603-46809785_46796602-46803070_46824385-46824482	0.15749105914718	Modifications
SE	ANKS3:4726979-4727177_4726658-4726780_4729979-4730151	0.336301104972375	Modifications
SE	NDRG4:58510645-58510683_58509300-58509352_58511421-58513413	0.177829787234043	Modifications
SE	METTL26:634889-634956_634718-634797_635280-635340	0.213732510288066	Modifications
SE	METTL26:634889-634956_634718-634797_635611-635774	0.191524005486969	Modifications
SE	METTL26:634889-635063_634718-634797_635280-635340	0.240161865569273	Modifications
SE	METTL26:634889-635063_634718-634797_635611-635774	0.191722222222222	Modifications
SE	MCRIP2:646472-646608_642119-642249_647416-647544	0.292702068965517	Modifications
SE	SGIP1:66660513-66660524_66643543-66643719_66670994-66671019	0.540909090909091	Modifications
SE	SGIP1:66677778-66677942_66677003-66677096_66679677-66679752	0.104587774294671	Modifications
SE	SGIP1:66681869-66682369_66679677-66679752_66689147-66689275	0.504227495908347	Modifications
SE	SLC12A4:67961575-67961706_67952183-67952425_67968438-67968584	0.361408396946565	Modifications
SE	BCAR1:75236828-75236998_75234888-75235986_75242469-75243090	0.388166666666667	Modifications
SE	ENSG00000260643:81084463-81084594_81060408-81062138_81096130-81096233	0.356644444444444	Modifications
SE	DEF8:89949417-89949638_89948774-89948814_89954242-89954376	0.375921270718232	Modifications
SE	ZRANB2:71065678-71065752_71063336-71065137_71066775-71066934	0.273423868312757	Modifications
SE	YWHAE:1361092-1361298_1344274-1345499_1364858-1365058	0.476877005347593	Modifications
SE	MPRIP:17180607-17180669_17180002-17180088_17184822-17185560	0.399318244170096	Modifications
SE	SPECC1:20204333-20205912_20155988-20156236_20227412-20227620	0.192547455295737	Modifications
SE	MYO18A:29079727-29081000_29074747-29074914_29082315-29082438	0.100566529492455	Modifications
SE	MYO18A:29085604-29085648_29082315-29082438_29086437-29086577	0.531561813186813	Modifications
SE	ACLY:41896620-41896649_41893032-41893174_41897748-41897839	0.249764060356653	Modifications
SE	STAT3:42317182-42317224_42316788-42316851_42322284-42322494	0.126428571428572	Modifications
SE	MLX:42568470-42568559_42567618-42567655_42568836-42568943	0.204020576131686	Modifications
SE	GFAP:44911672-44911797_44911235-44911321_44913727-44913823	0.142568181818182	Modifications
SE	PLEKHM1:45468209-45468593_45458168-45458439_45475099-45475726	0.203786008230453	Modifications
SE	MAPT:45971859-45971945_45962320-45962470_45978374-45978425	0.439351664254703	Modifications
SE	MAPT:45982866-45983930_45978374-45978440_45987039-45987095	0.254304913294798	Modifications
SE	MAPT:45983178-45983930_45978374-45978440_45987039-45987095	0.167195335276968	Modifications
SE	MAPT:46010310-46010402_45996398-45996664_46014242-46014324	0.384711566617863	Modifications
SE	MINK1:4892402-4892512_4892148-4892234_4892655-4892768	0.499817307692308	Modifications
SE	TAC4:49839850-49839909_49838299-49838673_49841551-49841584	0.719378378378378	Modifications
SE	TAC4:49839850-49839909_49838299-49838673_49844063-49844157	0.280813559322034	Modifications
SE	COL1A1:50192994-50193047_50192639-50192693_50194129-50194183	0.531958333333333	Modifications
SE	COL1A1:50194130-50194183_50192639-50192693_50194572-50194626	0.289533333333333	Modifications
SE	SPAG9:51031681-51031722_51021157-51021365_51041500-51041651	0.10096159122085	Modifications
SE	TLK2:62524236-62524331_62523133-62523177_62536169-62536337	0.205587105624143	Modifications
SE	VPS53:661809-661895_655837-655953_697417-697484	0.109057613168723	Modifications
SE	ACOX1:75973625-75973785_75960214-75960375_75978533-75978693	0.10061316872428	Modifications
SE	CHD3:7907601-7907702_7907352-7907488_7907893-7908019	0.234657967032967	Modifications
SE	SPIRE1:12485959-12486000_12479698-12479871_12493071-12493201	0.14749105914718	Modifications
SE	HDHD2:47134496-47134704_47115315-47115348_47150377-47150459	0.356746268656717	Modifications
SE	EPB41L3:5407701-5407736_5406776-5406968_5410565-5410619	0.657091539528433	Modifications
SE	NEDD4L:58335478-58335537_58333817-58333892_58341037-58341169	0.311513513513514	Modifications
SE	NEDD4L:58341678-58341797_58333817-58333892_58349536-58349614	0.310171875	Modifications
SE	RERE:8614561-8614686_8557417-8557523_8624309-8624380	0.140593964334704	Modifications
SE	MBP:76988300-76988527_76984774-76984894_76988876-76988912	0.30578013029316	Modifications
SE	MBP:76988495-76988520_76980234-76980471_77016831-77017000	0.305473684210526	Modifications
SE	MBP:76988877-76988912_76980426-76980471_77016831-77016846	0.251428571428571	Modifications
SE	CTDP1:79728907-79729069_79717809-79718016_79736354-79736521	0.20039231824417	Modifications
SE	KYAT3:88988252-88988351_88969408-88969467_88992584-88992629	0.229160493827161	Modifications
SE	RBMXL1:88988252-88988351_88979455-88984066_88992584-88992629	0.174491083676268	Modifications
SE	GIPC1:14482689-14483006_14480592-14480778_14491655-14491743	0.153674897119341	Modifications
SE	TCF3:1615285-1615515_1612206-1612433_1615685-1615821	0.110712912087912	Modifications
SE	TCF3:1615285-1615520_1612206-1612433_1615685-1615804	0.295522633744856	Modifications
SE	EPS15L1:16361779-16361984_16355238-16355851_16385128-16385211	0.242618784530387	Modifications
SE	EPS15L1:16377122-16377254_16355246-16355851_16385128-16385211	0.26684094488189	Modifications
SE	MKNK2:2039631-2039856_2037464-2037829_2040133-2040177	0.293046639231824	Modifications
SE	PDCD5:32584955-32585011_32582194-32582232_32587252-32587425	0.205625	Modifications
SE	NFIC:3453763-3453916_3452481-3452666_3456549-3456635	0.134685439560439	Modifications
SE	NFIC:3453763-3453916_3452481-3452666_3462751-3469217	0.147277858176555	Modifications
SE	NFIC:3456550-3456635_3452481-3452666_3462751-3462900	0.118925824175824	Modifications
SE	RBM42:35632936-35633001_35631330-35631405_35633097-35633252	0.18807492795389	Modifications
SE	ACTN4:38710257-38710342_38709394-38709476_38711275-38711361	0.424811501597444	Modifications
SE	SIRT2:38893819-38893971_38890102-38890144_38899505-38899711	0.284076923076923	Modifications
SE	SIRT2:38893819-38893998_38890102-38890144_38899505-38899645	0.143852459016393	Modifications
SE	AKT2:40265222-40265351_40256925-40257054_40285180-40285265	0.103001371742111	Modifications
SE	AKT2:40265259-40265351_40256925-40257054_40285180-40285342	0.174604938271605	Modifications
SE	RAB4B-EGLN2:40780385-40780499_40778270-40778391_40786664-40786760	0.157333333333333	Modifications
SE	MAP2K2:4099201-4099378_4095387-4095449_4101018-4101143	0.266489361702128	Modifications
SE	SIRT6:4180782-4180909_4179103-4179286_4182473-4182500	0.111869684499313	Modifications
SE	ARHGEF1:41897315-41897326_41896376-41896482_41898441-41898587	0.24175	Modifications
SE	ARHGEF1:41897946-41898113_41896376-41896482_41898441-41898587	0.458864197530864	Modifications
SE	TRAPPC6A:45165127-45165194_45164724-45164970_45178092-45178211	0.27418244170096	Modifications
SE	TRAPPC6A:45165127-45165194_45164724-45164970_45178134-45178237	0.24564609053498	Modifications
SE	BBC3:47228158-47228446_47226563-47226754_47230928-47231199	0.272970972423802	Modifications
SE	VRK3:50009236-50009289_50007568-50007826_50016023-50016163	0.275011004126548	Modifications
SE	ASPDH:50512360-50512580_50511599-50511773_50514490-50514624	0.378742424242424	Modifications
SE	ASPDH:50513272-50513416_50512135-50512290_50514477-50514690	0.391941176470588	Modifications
SE	ASPDH:50513272-50513416_50512135-50512290_50514490-50514659	0.594176470588235	Modifications
SE	ASPDH:50513272-50513416_50512359-50512580_50514477-50514690	0.36078	Modifications
SE	ASPDH:50513272-50513416_50512359-50512580_50514490-50514659	0.288186440677966	Modifications
SE	ASPDH:50513272-50513416_50512926-50513011_50514477-50514690	0.312328571428571	Modifications
SE	ASPDH:50513272-50513416_50512926-50513011_50514490-50514659	0.314325791855204	Modifications
SE	RANBP3:5951393-5951596_5933411-5933479_5978060-5978085	0.319833333333333	Modifications
SE	RANBP3:5951393-5951596_5941798-5941835_5957917-5957968	0.100417009602195	Modifications
SE	RANBP3:5951393-5951596_5941798-5941835_5978060-5978085	0.321852573018079	Modifications
SE	RANBP3:5957907-5957973_5933413-5933479_5978060-5978140	0.412409090909091	Modifications
