SpliceID	Differential_freq	splicing_case	mean_dPSI	Uniprot	gene	Baseline_preference	Exon Coordinates	Average_TPM
AURKB:8206750-8206934_8206490-8206639_8207317-8207367	11	SE	0.205542929292929	Domains	AURKB	Inclusion	8206750-8206934	7.545547024952016
AURKB:8206750-8206934_8206749-8206888_8207175-8207370	4	A3SS	0.208271929824561	Domains	AURKB	Skipping	8206750-8206934	7.545547024952016
AURKB:8207176-8207370_8207175-8207367_8207570-8207625	6	A3SS	0.222425427872861	Domains	AURKB	Skipping	8207176-8207370	7.545547024952016
AURKB:8207738-8207840_8207570-8207625_8210176-8210224	3	SE	0.216070707070707	Modifications	AURKB	Inclusion	8207738-8207840	7.545547024952016
AURKB:8207738-8207901_8207570-8207625_8210529-8210568	3	SE	0.209575	Modifications	AURKB	Inclusion	8207738-8207901	7.545547024952016
AURKB:8207738-8207901_8207737-8207840_8210529-8210581	4	A3SS	0.531192771084337	Modifications	AURKB	Skipping	8207738-8207901	7.545547024952016
AURKC:57232542-57232685_57232541-57232680_57233459-57233608	15	A5SS	0.274509727626459	Domains	AURKC	Skipping	57232542-57232685	1.1976631477927062
AURKC:57233460-57233608_57232541-57232685_57234883-57235058	5	SE	0.201997536945813	Domains	AURKC	Inclusion	57233460-57233608	1.1976631477927062
BCKDK:31109673-31110124_31109672-31109783_31110076-31110124	13	RI	0.203523351648352	Domains	BCKDK	Skipping	31109673-31110124	16.846501919385798
BCKDK:31110401-31111219_31110400-31110499_31111090-31111219	26	RI	0.357894409937888	Modifications	BCKDK	Inclusion	31110401-31111219	16.846501919385798
BCKDK:31110401-31111219_31110400-31110499_31111090-31111219	26	RI	0.357894409937888	Domains	BCKDK	Inclusion	31110401-31111219	16.846501919385798
BCKDK:31110688-31110761_31110400-31110499_31111090-31111219	3	SE	0.201362139917696	Modifications	BCKDK	Inclusion	31110688-31110761	16.846501919385798
BCKDK:31110688-31110761_31110400-31110499_31111090-31111219	3	SE	0.201362139917696	Domains	BCKDK	Inclusion	31110688-31110761	16.846501919385798
BCKDK:31111869-31112567_31111868-31112027_31112120-31112567	20	RI	0.232144032921811	Modifications	BCKDK	Inclusion	31111869-31112567	16.846501919385798
BCKDK:31111869-31112567_31111868-31112027_31112120-31112567	20	RI	0.232144032921811	Domains	BCKDK	Inclusion	31111869-31112567	16.846501919385798
BCKDK:31111869-31112567_31111868-31112027_31112120-31112567	20	RI	0.203855967078189	Modifications	BCKDK	Skipping	31111869-31112567	16.846501919385798
BCKDK:31111869-31112567_31111868-31112027_31112120-31112567	20	RI	0.203855967078189	Domains	BCKDK	Skipping	31111869-31112567	16.846501919385798
BMPR1B:95114720-95114827_95104407-95104567_95115684-95115787	2	SE	0.246557142857143	Domains	BMPR1B	Inclusion	95114720-95114827	8.566732245681383
BMPR1B:95114720-95114827_95104407-95104567_95115684-95115787	2	SE	0.246557142857143	Disulfide Bond	BMPR1B	Inclusion	95114720-95114827	8.566732245681383
BMX:15534212-15534339_15531327-15531407_15536352-15536427	2	SE	0.244413333333333	Domains	BMX	Inclusion	15534212-15534339	0.2297552783109405
BRSK2:1444971-1445002_1443488-1443635_1445293-1445458	27	SE	0.274628125	Domains	BRSK2	Inclusion	1444971-1445002	13.047456813819577
CAMK1:9757347-9757846_9757346-9757621_9757728-9757846	18	RI	0.200921487603306	Modifications	CAMK1	Skipping	9757347-9757846	15.410364683301344
CAMK1:9757347-9757846_9757346-9757621_9757728-9757846	18	RI	0.200921487603306	Domains	CAMK1	Skipping	9757347-9757846	15.410364683301344
CAMK1:9765759-9765890_9763138-9763213_9767666-9767781	3	SE	0.217	Domains	CAMK1	Inclusion	9765759-9765890	15.410364683301344
CAMK1G:209607858-209607933_209606319-209606443_209608979-209609092	3	SE	0.262719402985075	Domains	CAMK1G	Inclusion	209607858-209607933	1.7507485604606525
CAMK2A:150222960-150223217_150222988-150223217_150221192-150222713	3	A5SS	0.209953810623557	Modifications	CAMK2A	Skipping	150222960-150223217	13.546041266794626
CAMK2A:150222960-150223217_150222988-150223217_150221192-150222713	3	A5SS	0.209953810623557	Domains	CAMK2A	Skipping	150222960-150223217	13.546041266794626
CAMK2A:150228192-150228286_150222959-150223217_150231304-150231380	7	SE	0.21217485265226	Domains	CAMK2A	Inclusion	150228192-150228286	13.546041266794626
CAMK2A:150228192-150228286_150222959-150223217_150238699-150238748	22	SE	0.216471428571429	Domains	CAMK2A	Inclusion	150228192-150228286	13.546041266794626
CAMK2A:150231305-150231380_150222988-150223217_150238699-150238748	21	SE	0.206255269320843	Domains	CAMK2A	Inclusion	150231305-150231380	13.546041266794626
CAMK2A:150231305-150231380_150228191-150228286_150238699-150238748	5	SE	0.202927734375001	Domains	CAMK2A	Inclusion	150231305-150231380	13.546041266794626
CAMK2A:150250688-150250810_150248703-150250309_150251749-150251844	3	SE	0.230087962962964	Modifications	CAMK2A	Inclusion	150250688-150250810	13.546041266794626
CAMK2A:150250688-150250810_150248703-150250309_150251749-150251844	3	SE	0.230087962962964	Domains	CAMK2A	Inclusion	150250688-150250810	13.546041266794626
CAMK2A:150251982-150252065_150251981-150252032_150253443-150253546	4	A3SS	0.214206976744187	Domains	CAMK2A	Inclusion	150251982-150252065	13.546041266794626
CAMK2A:150251982-150252065_150251981-150252032_150256572-150256645	2	A3SS	0.20385	Domains	CAMK2A	Inclusion	150251982-150252065	13.546041266794626
CAMK2A:150253444-150253546_150251981-150252032_150256572-150256645	2	SE	0.227409090909091	Domains	CAMK2A	Inclusion	150253444-150253546	13.546041266794626
CAMK2A:150253444-150253546_150251981-150252065_150256572-150256645	10	SE	0.207448421052632	Domains	CAMK2A	Inclusion	150253444-150253546	13.546041266794626
CAMK4:111374850-111374912_111224383-111224644_111394709-111394782	3	SE	0.368232876712329	Domains	CAMK4	Inclusion	111374850-111374912	6.27168905950096
CAMK4:111374850-111374912_111224383-111224644_111394709-111394782	3	SE	0.321767123287671	Domains	CAMK4	Skipping	111374850-111374912	6.27168905950096
CAMK4:111374850-111374912_111344023-111344102_111394709-111394782	22	SE	0.208505175983438	Domains	CAMK4	Inclusion	111374850-111374912	6.27168905950096
CAMK4:111376860-111376942_111344023-111344102_111394709-111394749	2	SE	0.326008130081301	Domains	CAMK4	Inclusion	111376860-111376942	6.27168905950096
CAMK4:111376860-111376942_111374849-111374912_111394709-111394749	2	SE	0.250714285714286	Domains	CAMK4	Inclusion	111376860-111376942	6.27168905950096
CAMKK1:3881627-3881648_3880345-3880434_3882256-3882370	4	SE	0.2138	Domains	CAMKK1	Inclusion	3881627-3881648	4.840235124760077
CAMKK1:3881627-3881648_3880345-3880434_3882527-3882564	10	SE	0.204644351464435	Domains	CAMKK1	Inclusion	3881627-3881648	4.840235124760077
CAMKK1:3881627-3882564_3878830-3880434_3883041-3883175	3	SE	0.2702875	Domains	CAMKK1	Inclusion	3881627-3882564	4.840235124760077
CAMKK1:3881627-3882564_3881626-3881648_3882527-3882564	27	RI	0.254029780564263	Domains	CAMKK1	Skipping	3881627-3882564	4.840235124760077
CAMKK1:3882257-3882370_3880345-3880434_3882527-3882564	2	SE	0.369382978723404	Domains	CAMKK1	Inclusion	3882257-3882370	4.840235124760077
CAMKK1:3882257-3882370_3881626-3881648_3882527-3882564	26	SE	0.211231746031746	Domains	CAMKK1	Skipping	3882257-3882370	4.840235124760077
CAMKV:49857989-49859881_49857988-49859676_49859769-49859881	34	RI	0.28938864628821	Modifications	CAMKV	Inclusion	49857989-49859881	8.039409788867562
CAMKV:49857989-49859881_49857988-49859676_49859769-49859881	34	RI	0.29461135371179	Modifications	CAMKV	Skipping	49857989-49859881	8.039409788867562
CAMKV:49860943-49861300_49860942-49861018_49861179-49861300	19	RI	0.211995037220844	Domains	CAMKV	Skipping	49860943-49861300	8.039409788867562
CAMKV:49860943-49861300_49860942-49861018_49861187-49861300	10	RI	0.26325390625	Domains	CAMKV	Inclusion	49860943-49861300	8.039409788867562
CAMKV:49861439-49861537_49861438-49861448_49861790-49861865	2	A3SS	0.258163636363636	Domains	CAMKV	Inclusion	49861439-49861537	8.039409788867562
CAMKV:49861439-49861865_49861438-49861448_49861790-49861865	2	RI	0.232803240740741	Domains	CAMKV	Inclusion	49861439-49861865	8.039409788867562
CAMKV:49861439-49861865_49861438-49861577_49861790-49861865	15	RI	0.347144827586207	Domains	CAMKV	Skipping	49861439-49861865	8.039409788867562
CAMKV:49862045-49862402_49862044-49862176_49862273-49862402	6	RI	0.470561403508772	Domains	CAMKV	Inclusion	49862045-49862402	8.039409788867562
CAMKV:49862045-49862402_49862044-49862176_49862293-49862402	2	RI	0.409103296703297	Domains	CAMKV	Skipping	49862045-49862402	8.039409788867562
CASK:41522999-41523025_41520332-41520596_41523950-41524034	29	SE	0.200409655172414	Domains	CASK	Skipping	41522999-41523025	22.450095969289826
CASK:41534893-41534973_41534892-41534958_41542690-41542806	74	A3SS	0.601841597796145	Domains	CASK	Inclusion	41534893-41534973	22.450095969289826
CASK:41555600-41555635_41553718-41553915_41557031-41557100	48	SE	0.363287690179806	Domains	CASK	Inclusion	41555600-41555635	22.450095969289826
CASK:41555600-41555635_41553718-41553915_41559778-41559847	27	SE	0.202310866574967	Domains	CASK	Inclusion	41555600-41555635	22.450095969289826
CASK:41557032-41557100_41553718-41553915_41559778-41559847	41	SE	0.383287758346583	Domains	CASK	Inclusion	41557032-41557100	22.450095969289826
CASK:41557032-41557100_41555599-41555635_41559778-41559847	72	SE	0.505770604395605	Domains	CASK	Skipping	41557032-41557100	22.450095969289826
CASK:41622617-41622634_41609903-41610025_41626603-41626703	67	SE	0.509069958847737	Domains	CASK	Skipping	41622617-41622634	22.450095969289826
CASK:41853097-41853227_41853114-41853227_41787177-41787283	3	A5SS	0.206933884297521	Modifications	CASK	Skipping	41853097-41853227	22.450095969289826
CASK:41853097-41853227_41853114-41853227_41787177-41787283	3	A5SS	0.206933884297521	Domains	CASK	Skipping	41853097-41853227	22.450095969289826
CDC42BPA:227010878-227011063_227004993-227005111_227016079-227016197	41	SE	0.250302613480055	Domains	CDC42BPA	Skipping	227010878-227011063	16.50314299424184
CDC42BPA:227219263-227219420_227213135-227213219_227254063-227254155	37	SE	0.254245517241379	Domains	CDC42BPA	Skipping	227219263-227219420	16.50314299424184
CDC42BPA:227219263-227219420_227213135-227213219_227317004-227318492	6	SE	0.201046728971963	Domains	CDC42BPA	Inclusion	227219263-227219420	16.50314299424184
CDC42BPG:64826671-64826794_64826469-64826555_64827049-64827167	5	SE	0.206126436781609	Modifications	CDC42BPG	Inclusion	64826671-64826794	0.7230182341650672
CDC42BPG:64827686-64827783_64827526-64827611_64829470-64830070	4	SE	0.300687074829932	Domains	CDC42BPG	Inclusion	64827686-64827783	0.7230182341650672
CDC7:91513058-91513307_91511780-91511923_91513947-91514043	3	SE	0.208218604651163	Domains	CDC7	Inclusion	91513058-91513307	4.970710172744722
CDC7:91513948-91514043_91513057-91513307_91514818-91514997	8	SE	0.202889842632331	Domains	CDC7	Inclusion	91513948-91514043	4.970710172744722
CDC7:91520130-91520279_91515793-91515876_91524040-91525764	2	SE	0.220225961538461	Domains	CDC7	Inclusion	91520130-91520279	4.970710172744722
CDK10:89687449-89687548_89686679-89686759_89689251-89689324	3	SE	0.211933438985737	Domains	CDK10	Skipping	89687449-89687548	21.31525431861804
CDK10:89687449-89687548_89686679-89686759_89690552-89690624	4	SE	0.248518987341772	Domains	CDK10	Skipping	89687449-89687548	21.31525431861804
CDK10:89687589-89687815_89686669-89686759_89689251-89689324	32	SE	0.288678832116788	Domains	CDK10	Skipping	89687589-89687815	21.31525431861804
CDK10:89687589-89687815_89686669-89686759_89690552-89690624	23	SE	0.358004073319756	Domains	CDK10	Skipping	89687589-89687815	21.31525431861804
CDK10:89687589-89687815_89686683-89686797_89689251-89689324	27	SE	0.203541436464088	Domains	CDK10	Skipping	89687589-89687815	21.31525431861804
CDK10:89687589-89687815_89686683-89686797_89690552-89690624	13	SE	0.203925977653631	Domains	CDK10	Skipping	89687589-89687815	21.31525431861804
CDK10:89687589-89687815_89686971-89687334_89689251-89689324	3	SE	0.397252427184466	Domains	CDK10	Inclusion	89687589-89687815	21.31525431861804
CDK10:89689252-89689306_89686691-89686759_89690552-89690624	23	SE	0.373384615384616	Domains	CDK10	Inclusion	89689252-89689306	21.31525431861804
CDK10:89689252-89689306_89686691-89686759_89690552-89690624	23	SE	0.364615384615384	Domains	CDK10	Skipping	89689252-89689306	21.31525431861804
CDK10:89689252-89689324_89680736-89682496_89690552-89690557	2	SE	0.22128125	Domains	CDK10	Inclusion	89689252-89689324	21.31525431861804
CDK10:89689252-89689324_89686669-89686759_89690552-89690557	18	SE	0.200504464285715	Domains	CDK10	Inclusion	89689252-89689324	21.31525431861804
CDK10:89689252-89689324_89686688-89686797_89690552-89690557	32	SE	0.323325102880657	Domains	CDK10	Inclusion	89689252-89689324	21.31525431861804
CDK10:89689252-89689324_89686688-89686797_89690552-89690557	32	SE	0.319674897119343	Domains	CDK10	Skipping	89689252-89689324	21.31525431861804
CDK10:89689252-89689324_89686950-89687334_89690552-89690557	31	SE	0.242165277777778	Domains	CDK10	Inclusion	89689252-89689324	21.31525431861804
CDK10:89689252-89689324_89687588-89687815_89690552-89690557	34	SE	0.207236187845303	Domains	CDK10	Inclusion	89689252-89689324	21.31525431861804
CDK10:89689252-89689324_89689251-89689306_89690552-89690624	2	A5SS	0.212359890109891	Domains	CDK10	Inclusion	89689252-89689324	21.31525431861804
CDK10:89693274-89693467_89693273-89693326_89693397-89693467	28	RI	0.317803840877915	Modifications	CDK10	Inclusion	89693274-89693467	21.31525431861804
CDK10:89693274-89693467_89693273-89693326_89693397-89693467	28	RI	0.317803840877915	Domains	CDK10	Inclusion	89693274-89693467	21.31525431861804
CDK10:89693274-89693467_89693273-89693326_89693397-89693467	28	RI	0.311196159122085	Modifications	CDK10	Skipping	89693274-89693467	21.31525431861804
CDK10:89693274-89693467_89693273-89693326_89693397-89693467	28	RI	0.311196159122085	Domains	CDK10	Skipping	89693274-89693467	21.31525431861804
CDK10:89693274-89694232_89693273-89693326_89694172-89694232	3	RI	0.213763406940063	Modifications	CDK10	Inclusion	89693274-89694232	21.31525431861804
CDK10:89693274-89694232_89693273-89693326_89694172-89694232	3	RI	0.213763406940063	Domains	CDK10	Inclusion	89693274-89694232	21.31525431861804
CDK10:89693274-89694232_89693273-89693467_89694172-89694232	37	RI	0.317949245541838	Modifications	CDK10	Skipping	89693274-89694232	21.31525431861804
CDK10:89693274-89694232_89693273-89693467_89694172-89694232	37	RI	0.317949245541838	Domains	CDK10	Skipping	89693274-89694232	21.31525431861804
CDK10:89694569-89694788_89694664-89694788_89694172-89694232	25	A3SS	0.202138545953361	Domains	CDK10	Skipping	89694569-89694788	21.31525431861804
CDK10:89694931-89695052_89694183-89694232_89695292-89695345	2	SE	0.3245	Domains	CDK10	Inclusion	89694931-89695052	21.31525431861804
CDK15:201807853-201807952_201807857-201807952_201807493-201807643	3	A3SS	0.589761904761905	Domains	CDK15	Skipping	201807853-201807952	0.14707293666026872
CDK19:110773876-110773937_110746125-110746201_110815008-110815096	21	SE	0.203954545454546	Domains	CDK19	Inclusion	110773876-110773937	11.266050863723608
CDK19:110773876-110773937_110746125-110746201_110815008-110815096	21	SE	0.203954545454546	Domains	CDK19	Inclusion	110773876-110773937	11.266050863723608
CDK19:110773876-110773937_110746125-110746201_110815008-110815096	21	SE	0.201045454545454	Domains	CDK19	Skipping	110773876-110773937	11.266050863723608
CDK19:110773876-110773937_110746125-110746201_110815008-110815096	21	SE	0.201045454545454	Domains	CDK19	Skipping	110773876-110773937	11.266050863723608
CDK19:110773876-110773937_110746125-110746201_110815807-110815958	5	SE	0.306489795918367	Domains	CDK19	Inclusion	110773876-110773937	11.266050863723608
CDK19:110773876-110773937_110746125-110746201_110815807-110815958	5	SE	0.306489795918367	Domains	CDK19	Inclusion	110773876-110773937	11.266050863723608
CDK1:60788060-60788230_60785663-60785787_60791889-60791969	7	SE	0.216030303030304	Modifications	CDK1	Inclusion	60788060-60788230	12.574640115163147
CDK1:60788060-60788230_60785663-60785787_60791889-60791969	7	SE	0.216030303030304	Domains	CDK1	Inclusion	60788060-60788230	12.574640115163147
CDK20:87969194-87970897_87969193-87969349_87970567-87970897	2	RI	0.258810606060606	Domains	CDK20	Inclusion	87969194-87970897	7.410556621880998
CDK20:87969194-87970897_87969193-87969349_87970775-87970897	31	RI	0.396155653450808	Domains	CDK20	Inclusion	87969194-87970897	7.410556621880998
CDK20:87969194-87970897_87969193-87969349_87970775-87970897	31	RI	0.413844346549192	Domains	CDK20	Skipping	87969194-87970897	7.410556621880998
CDK20:87969796-87969919_87969193-87969349_87970775-87970897	27	SE	0.318451202263084	Domains	CDK20	Inclusion	87969796-87969919	7.410556621880998
CDK20:87970568-87970630_87969193-87969349_87970775-87970897	3	SE	0.409221428571428	Domains	CDK20	Inclusion	87970568-87970630	7.410556621880998
CDK20:87970568-87970630_87969193-87969349_87970775-87970897	3	SE	0.415778571428572	Domains	CDK20	Skipping	87970568-87970630	7.410556621880998
CDK20:87970568-87970630_87969795-87969919_87970775-87970897	28	SE	0.333806818181819	Domains	CDK20	Inclusion	87970568-87970630	7.410556621880998
CDK20:87970568-87970630_87969795-87969919_87970775-87970897	28	SE	0.334193181818181	Domains	CDK20	Skipping	87970568-87970630	7.410556621880998
CDK20:87970568-87970897_87970567-87970630_87970775-87970897	28	RI	0.401303370786517	Domains	CDK20	Skipping	87970568-87970897	7.410556621880998
CDK20:87970568-87970897_87970775-87970897_87969193-87969349	5	A5SS	0.404143884892086	Domains	CDK20	Skipping	87970568-87970897	7.410556621880998
CDK20:87970568-87970897_87970775-87970897_87969795-87969919	34	A5SS	0.353448324022347	Domains	CDK20	Inclusion	87970568-87970897	7.410556621880998
CDK20:87970568-87970897_87970775-87970897_87969795-87969919	34	A5SS	0.355551675977653	Domains	CDK20	Skipping	87970568-87970897	7.410556621880998
CDK20:87973922-87974074_87971146-87971335_87974371-87974589	2	SE	0.30746875	Domains	CDK20	Inclusion	87973922-87974074	7.410556621880998
CDK8:26382814-26382871_26353739-26353880_26385210-26385342	3	SE	0.222734722222222	Domains	CDK8	Inclusion	26382814-26382871	6.954870441458733
CDK8:26393367-26393510_26385210-26385342_26396284-26396354	2	SE	0.200995827538248	Domains	CDK8	Inclusion	26393367-26393510	6.954870441458733
CDKL1:50332262-50332432_50326264-50330181_50334564-50334621	38	SE	0.275791023842917	Domains	CDKL1	Inclusion	50332262-50332432	5.110566218809981
CDKL1:50332262-50332432_50326264-50330181_50334564-50334621	38	SE	0.279208976157083	Domains	CDKL1	Skipping	50332262-50332432	5.110566218809981
CDKL1:50332262-50332432_50326264-50330181_50338946-50339029	3	SE	0.223260606060606	Domains	CDKL1	Inclusion	50332262-50332432	5.110566218809981
CDKL1:50334565-50334621_50330111-50330181_50338946-50339029	4	SE	0.231906914893617	Domains	CDKL1	Inclusion	50334565-50334621	5.110566218809981
CDKL2:75607183-75607361_75605521-75605634_75614254-75614449	5	SE	0.233725	Domains	CDKL2	Inclusion	75607183-75607361	1.4943234165067178
CDKL2:75614255-75614449_75607182-75607361_75625820-75626017	5	SE	0.212727272727272	Domains	CDKL2	Inclusion	75614255-75614449	1.4943234165067178
CDKL3:134312292-134312380_134306608-134306702_134319357-134319497	3	SE	0.291351351351351	Domains	CDKL3	Inclusion	134312292-134312380	4.419409788867562
CDKL3:134312292-134312380_134308137-134308466_134319357-134319497	13	SE	0.395396067415731	Domains	CDKL3	Inclusion	134312292-134312380	4.419409788867562
CDKL3:134312292-134312380_134308137-134308466_134321790-134321903	2	SE	0.4520625	Domains	CDKL3	Inclusion	134312292-134312380	4.419409788867562
CDKL3:134312292-134312380_134308573-134308727_134319357-134319497	31	SE	0.340702554744526	Domains	CDKL3	Inclusion	134312292-134312380	4.419409788867562
CDKL3:134312292-134312380_134308573-134308727_134319357-134319497	31	SE	0.377297445255474	Domains	CDKL3	Skipping	134312292-134312380	4.419409788867562
CDKL3:134312292-134312380_134308573-134308727_134321790-134321903	6	SE	0.363549019607844	Domains	CDKL3	Inclusion	134312292-134312380	4.419409788867562
CDKL3:134319358-134319497_134308000-134308466_134321790-134321903	6	SE	0.214881526104418	Domains	CDKL3	Inclusion	134319358-134319497	4.419409788867562
CDKL3:134319358-134319497_134308573-134308727_134321790-134321903	18	SE	0.204596039603961	Domains	CDKL3	Inclusion	134319358-134319497	4.419409788867562
CDKL3:134319358-134319497_134312291-134312380_134321790-134321903	8	SE	0.201347222222222	Domains	CDKL3	Inclusion	134319358-134319497	4.419409788867562
CDKL3:134321791-134321903_134308000-134308466_134370997-134371004	2	SE	0.349269230769231	Domains	CDKL3	Inclusion	134321791-134321903	4.419409788867562
CDKL3:134321791-134321903_134308573-134308727_134350248-134350427	4	SE	0.313971830985915	Domains	CDKL3	Inclusion	134321791-134321903	4.419409788867562
CDKL3:134350249-134350427_134321790-134321903_134359896-134360091	12	SE	0.291365853658537	Modifications	CDKL3	Inclusion	134350249-134350427	4.419409788867562
CDKL3:134350249-134350427_134321790-134321903_134359896-134360091	12	SE	0.291365853658537	Domains	CDKL3	Inclusion	134350249-134350427	4.419409788867562
CDKL3:134350249-134350427_134321790-134321903_134370997-134371041	18	SE	0.357112456747405	Modifications	CDKL3	Inclusion	134350249-134350427	4.419409788867562
CDKL3:134350249-134350427_134321790-134321903_134370997-134371041	18	SE	0.357112456747405	Domains	CDKL3	Inclusion	134350249-134350427	4.419409788867562
CDKL3:134350249-134350427_134321790-134321903_134370997-134371041	18	SE	0.350887543252595	Modifications	CDKL3	Skipping	134350249-134350427	4.419409788867562
CDKL3:134350249-134350427_134321790-134321903_134370997-134371041	18	SE	0.350887543252595	Domains	CDKL3	Skipping	134350249-134350427	4.419409788867562
CDKL3:134359897-134360091_134321790-134321903_134370997-134371041	11	SE	0.258023121387283	Domains	CDKL3	Skipping	134359897-134360091	4.419409788867562
CDKL3:134359897-134360091_134350248-134350427_134370997-134371041	16	SE	0.4029336492891	Domains	CDKL3	Skipping	134359897-134360091	4.419409788867562
CDKL3:134366359-134366544_134359896-134360091_134366976-134367070	2	SE	0.428634146341464	Domains	CDKL3	Inclusion	134366359-134366544	4.419409788867562
CDKL4:39178547-39179321_39178546-39178759_39179186-39179321	5	RI	0.224866666666667	Domains	CDKL4	Inclusion	39178547-39179321	0.3221976967370441
CDKL4:39225839-39225960_39213399-39213472_39229364-39229588	6	SE	0.206679569892473	Domains	CDKL4	Inclusion	39225839-39225960	0.3221976967370441
CIT:119690151-119690454_119690150-119690451_119697658-119697838	18	A3SS	0.201438888888889	Modifications	CIT	Inclusion	119690151-119690454	12.92637236084453
CIT:119690151-119690454_119690150-119690451_119697658-119697838	18	A3SS	0.202561111111111	Modifications	CIT	Skipping	119690151-119690454	12.92637236084453
CIT:119690151-119690481_119690150-119690451_119697658-119697838	2	A3SS	0.217846820809249	Modifications	CIT	Skipping	119690151-119690481	12.92637236084453
CIT:119690151-119690481_119690150-119690454_119697658-119697838	2	A3SS	0.203894736842105	Modifications	CIT	Skipping	119690151-119690481	12.92637236084453
CIT:119710540-119712347_119710539-119710620_119712177-119712347	38	RI	0.314341463414634	Domains	CIT	Skipping	119710540-119712347	12.92637236084453
CIT:119712178-119712695_119712177-119712347_119712590-119712695	10	RI	0.212345403899721	Domains	CIT	Skipping	119712178-119712695	12.92637236084453
