Splice ID	Case	Sample	Cluster	CNS	Type	dPSI
SEPTIN4:58526220-58526978_58526219-58526313_58526766-58526978	RI	BS_P7EY9DXG	6		Skipping	0.0905555555555557
SEPTIN4:58526220-58526978_58526219-58526313_58526931-58526978	RI	BS_P7EY9DXG	6		Skipping	0.280830769230769
RBM41:107088436-107088839_107088435-107088573_107088734-107088839	RI	BS_P7EY9DXG	6		Skipping	0.101720588235294
EIF2B5:184143052-184143565_184143051-184143142_184143430-184143565	RI	BS_P7EY9DXG	6		Skipping	0.152287878787879
SNHG21:82756904-82757206_82756903-82756939_82757045-82757206	RI	BS_P7EY9DXG	6		Skipping	0.304090909090909
TNS2:53062620-53063257_53062619-53062691_53063088-53063257	RI	BS_P7EY9DXG	6		Skipping	0.13406976744186
CCPG1:55359539-55360944_55359538-55359690_55360839-55360944	RI	BS_P7EY9DXG	6		Skipping	0.0133235294117648
HSDL1:84129986-84130431_84129985-84130171_84130336-84130431	RI	BS_P7EY9DXG	6		Skipping	0.0418970588235288
PCYT1A:196247367-196248323_196247366-196247643_196248206-196248323	RI	BS_P7EY9DXG	6		Skipping	0.329137931034483
IMPDH2:49028431-49028806_49028430-49028532_49028721-49028806	RI	BS_P7EY9DXG	6		Skipping	0.350916666666667
NGLY1:25736309-25737455_25736308-25736400_25737333-25737455	RI	BS_P7EY9DXG	6		Skipping	0.572769230769231
COL7A1:48571243-48572045_48571242-48571278_48572000-48572045	RI	BS_P7EY9DXG	6		Skipping	0.312846153846154
RNF123:49712479-49713587_49712478-49712892_49713512-49713587	RI	BS_P7EY9DXG	6		Skipping	0.361803571428571
FAHD2CP:96022674-96023380_96022673-96022753_96022929-96023380	RI	BS_P7EY9DXG	6		Skipping	0.0865671641791047
RAB7A:128806372-128807671_128806371-128806449_128807542-128807671	RI	BS_P7EY9DXG	6		Skipping	0.0259999999999998
NUDT16:131383162-131388830_131383161-131383272_131383343-131388830	RI	BS_P7EY9DXG	6		Skipping	0.0334925373134326
SLC2A11:23882759-23884024_23882758-23882869_23883873-23884024	RI	BS_P7EY9DXG	6		Skipping	0.16975
MATR3:139314675-139316188_139314674-139314736_139316075-139316188	RI	BS_P7EY9DXG	6		Skipping	0.280220588235294
HMBS:119088635-119089131_119088634-119088707_119089099-119089131	RI	BS_P7EY9DXG	6		Skipping	0.206086206896552
WDR73:84645471-84646348_84645470-84645836_84645972-84646348	RI	BS_P7EY9DXG	6		Skipping	0.326333333333333
SAP30BP:75705611-75706092_75705610-75705693_75706007-75706092	RI	BS_P7EY9DXG	6		Skipping	0.357940298507463
HEXA:72345677-72346325_72345676-72345776_72346234-72346325	RI	BS_P7EY9DXG	6		Skipping	0.14
HEXA:72347686-72348134_72347685-72347758_72348030-72348134	RI	BS_P7EY9DXG	6		Skipping	0.397585365853659
INTS8:94866158-94866351_94866157-94866191_94866311-94866351	RI	BS_P7EY9DXG	6		Skipping	0.449333333333333
SUZ12P1:30768834-30769064_30768833-30768867_30769000-30769064	RI	BS_P7EY9DXG	6		Skipping	0.100367647058824
POMT1:131504189-131504649_131504188-131504340_131504453-131504649	RI	BS_P7EY9DXG	6		Skipping	0.122119402985075
POMT1:131522932-131523799_131522931-131523170_131523462-131523799	RI	BS_P7EY9DXG	6		Skipping	0.0218823529411766
ZC3H14:88567858-88568153_88567857-88567916_88568038-88568153	RI	BS_P7EY9DXG	6		Skipping	0.27366
KIF22:29803998-29805026_29803997-29804065_29804575-29805026	RI	BS_P7EY9DXG	6		Skipping	0.10184375
KIF22:29803998-29805026_29803997-29804107_29804813-29805026	RI	BS_P7EY9DXG	6		Skipping	0.0934531249999999
VCP:35057376-35059219_35057375-35057527_35059063-35059219	RI	BS_P7EY9DXG	6		Skipping	0.335970149253731
PIGO:35091240-35092767_35091239-35091291_35092542-35092767	RI	BS_P7EY9DXG	6		Skipping	0.368954545454546
ANKRD52:56237807-56243392_56237806-56237968_56243237-56243392	RI	BS_P7EY9DXG	6		Skipping	0.0643088235294114
RAD17:69372034-69372217_69372033-69372054_69372156-69372217	RI	BS_P7EY9DXG	6		Skipping	0.0512272727272728
IARS1:92250713-92251885_92250712-92250759_92251807-92251885	RI	BS_P7EY9DXG	6		Skipping	0.0682058823529411
CDK5RAP2:120402806-120407248_120402805-120403071_120407011-120407248	RI	BS_P7EY9DXG	6		Skipping	0.176640625
ENSG00000257524:127885186-127886788_127885185-127885343_127886635-127886788	RI	BS_P7EY9DXG	6		Skipping	0.0763970588235289
MUC20-OT1:195708154-195708435_195708153-195708268_195708428-195708435	RI	BS_P7EY9DXG	6		Skipping	0.163838235294118
MUC20-OT1:195708134-195708807_195708133-195708268_195708746-195708807	RI	BS_P7EY9DXG	6		Skipping	0.335955223880597
GBF1:102362475-102363396_102362474-102362671_102363262-102363396	RI	BS_P7EY9DXG	6		Inclusion	0.371287878787879
AP2M1:184180169-184180650_184180168-184180251_184180561-184180650	RI	BS_P7EY9DXG	6		Skipping	0.344051724137931
EIF4G2:10799552-10800348_10799551-10799609_10800089-10800348	RI	BS_P7EY9DXG	6		Skipping	0.0300147058823533
LINC01141:20372945-20373738_20372944-20373397_20373594-20373738	RI	BS_P7EY9DXG	6		Skipping	0.0801296296296296
DGKZ:46378457-46379111_46378456-46378500_46378893-46379111	RI	BS_P7EY9DXG	6		Skipping	0.415945454545454
RSRC2:122518839-122521428_122518838-122519029_122521295-122521428	RI	BS_P7EY9DXG	6		Skipping	0.185716666666667
BTBD3:11917778-11918601_11917777-11918011_11918333-11918601	RI	BS_P7EY9DXG	6		Skipping	0.324602941176471
ATG16L2:72822848-72824842_72822847-72822961_72824733-72824842	RI	BS_P7EY9DXG	6		Skipping	0.159222222222222
KMT2A:118471662-118474315_118471661-118471985_118474178-118474315	RI	BS_P7EY9DXG	6		Skipping	0.0489558823529413
TMEM218:125102132-125102809_125102131-125102351_125102733-125102809	RI	BS_P7EY9DXG	6		Skipping	0.189820895522388
NCAPD3:134153289-134157095_134153288-134153363_134153708-134157095	RI	BS_P7EY9DXG	6		Skipping	0.258694915254237
NCAPD3:134156752-134157095_134156751-134156818_134157017-134157095	RI	BS_P7EY9DXG	6		Skipping	0.128948275862069
ERI1:9029792-9033338_9029791-9030081_9032548-9033338	RI	BS_P7EY9DXG	6		Skipping	0.141632352941176
HDAC7:47791871-47792669_47791870-47792004_47792537-47792669	RI	BS_P7EY9DXG	6		Skipping	0.360666666666667
PFDN5:53295839-53296467_53295838-53295941_53296429-53296467	RI	BS_P7EY9DXG	6		Skipping	0.244073529411765
MARS1:57489267-57489558_57489266-57489345_57489454-57489558	RI	BS_P7EY9DXG	6		Skipping	0.128970149253731
SCARB1:124782683-124786503_124782682-124782811_124786440-124786503	RI	BS_P7EY9DXG	6		Skipping	0.0779117647058825
NPEPPS:47585500-47586398_47585499-47585745_47586364-47586398	RI	BS_P7EY9DXG	6		Skipping	0.0564029850746269
CLMN:95193849-95194596_95193848-95193919_95194214-95194596	RI	BS_P7EY9DXG	6		Skipping	0.299638888888889
MEG3:100834632-100835549_100834631-100834751_100835388-100835549	RI	BS_P7EY9DXG	6		Skipping	0.0433125000000001
IFITM3:320113-320841_320112-320248_320564-320841	RI	BS_P7EY9DXG	6		Skipping	0.4922
SLC43A2:1616562-1616769_1616561-1616630_1616716-1616769	RI	BS_P7EY9DXG	6		Skipping	0.0288235294117645
ERVK13-1:2669411-2672562_2669410-2669561_2671344-2672562	RI	BS_P7EY9DXG	6		Skipping	0.176397058823529
ERVK13-1:2671024-2672570_2671023-2671231_2671344-2672570	RI	BS_P7EY9DXG	6		Skipping	0.245323529411765
GGA2:23493360-23494378_23493359-23493587_23494302-23494378	RI	BS_P7EY9DXG	6		Skipping	0.19530303030303
CHPF2:151236408-151237172_151236407-151236590_151236955-151237172	RI	BS_P7EY9DXG	6		Skipping	0.114264705882353
SPG7:89540944-89542279_89540943-89540977_89541152-89542279	RI	BS_P7EY9DXG	6		Skipping	0.0897272727272725
SPG7:89545872-89546760_89545871-89546030_89546657-89546760	RI	BS_P7EY9DXG	6		Skipping	0.332425925925926
CHMP1A:89647035-89647331_89647034-89647121_89647202-89647331	RI	BS_P7EY9DXG	6		Skipping	0.234830508474576
NDEL1:8443927-8444357_8443926-8444176_8444259-8444357	RI	BS_P7EY9DXG	6		Skipping	0.4126
CDK5RAP3:47973519-47974031_47973518-47973693_47973930-47974031	RI	BS_P7EY9DXG	6		Inclusion	0.321720588235294
HGS:81694815-81695067_81694814-81694853_81694959-81695067	RI	BS_P7EY9DXG	6		Skipping	0.18514705882353
SNHG1:62855424-62855885_62855423-62855745_62855864-62855885	RI	BS_P7EY9DXG	6		Skipping	0.238
ZNF532:58864877-58865385_58864876-58864986_58865303-58865385	RI	BS_P7EY9DXG	6		Skipping	0.312014705882352
GCDH:12891487-12891974_12891486-12891660_12891830-12891974	RI	BS_P7EY9DXG	6		Skipping	0.212322580645161
GADD45B:2476356-2476630_2476355-2476431_2476528-2476630	RI	BS_P7EY9DXG	6		Skipping	0.300903846153846
TAFAZZIN:154413207-154413567_154413206-154413358_154413481-154413567	RI	BS_P7EY9DXG	6		Skipping	0.485220338983051
ZNF266:9418762-9419299_9418761-9418895_9419050-9419299	RI	BS_P7EY9DXG	6		Skipping	0.371208955223881
STX10:13144062-13144671_13144061-13144139_13144576-13144671	RI	BS_P7EY9DXG	6		Skipping	0.0208676470588235
SLC27A1:17486563-17487335_17486562-17486957_17487099-17487335	RI	BS_P7EY9DXG	6		Skipping	0.194524590163934
RAI2:17800049-17802034_17800048-17801725_17801875-17802034	RI	BS_P7EY9DXG	6		Skipping	0.21626
LZTS3:3165497-3166360_3165496-3165628_3165766-3166360	RI	BS_P7EY9DXG	6		Skipping	0.0744307692307694
SNHG11:38446672-38447623_38446671-38446852_38447465-38447623	RI	BS_P7EY9DXG	6		Skipping	0.198730158730159
NEIL2:11769710-11770335_11769709-11769791_11770173-11770335	RI	BS_P7EY9DXG	6		Skipping	0.274730158730159
TCF3:1615285-1615821_1615284-1615515_1615685-1615821	RI	BS_P7EY9DXG	6		Skipping	0.291896551724138
PYCR1:81936748-81937257_81936747-81936861_81937227-81937257	RI	BS_P7EY9DXG	6		Skipping	0.128392857142857
PRDM5:120816453-120816924_120816452-120816574_120816831-120816924	RI	BS_P7EY9DXG	6		Skipping	0.329140350877193
TNFRSF25:6462863-6463127_6462862-6462956_6463071-6463127	RI	BS_P7EY9DXG	6		Skipping	0.18075
GBAP1:155217240-155218479_155217239-155217373_155217518-155218479	RI	BS_P7EY9DXG	6		Skipping	0.467387755102041
GBAP1:155217964-155218479_155217963-155218049_155218366-155218479	RI	BS_P7EY9DXG	6		Skipping	0.147277777777778
STEAP2:90232337-90237631_90232336-90232484_90236890-90237631	RI	BS_P7EY9DXG	6		Skipping	0.123553191489362
EFEMP1:55922360-55922691_55922359-55922447_55922570-55922691	RI	BS_P7EY9DXG	6		Skipping	0.23222
ARHGAP27:45403619-45404096_45403618-45403709_45404028-45404096	RI	BS_P7EY9DXG	6		Inclusion	0.306314814814815
GMPPA:219504083-219505362_219504082-219504218_219505227-219505362	RI	BS_P7EY9DXG	6		Skipping	0.294290909090909
C1orf159:1083915-1084383_1083914-1084086_1084352-1084383	RI	BS_P7EY9DXG	6		Skipping	0.433056603773585
CEP120:123389924-123391337_123389923-123390365_123391109-123391337	RI	BS_P7EY9DXG	6		Skipping	0.312116279069767
BTBD19:44812996-44813269_44812995-44813064_44813137-44813269	RI	BS_P7EY9DXG	6		Skipping	0.299295454545454
IFRD2:50290170-50290679_50290169-50290294_50290559-50290679	RI	BS_P7EY9DXG	6		Skipping	0.396830508474577
FMO4:171341413-171342084_171341412-171341493_171341944-171342084	RI	BS_P7EY9DXG	6		Skipping	0.209901960784314
ACADM:75742168-75745914_75742167-75744391_75745805-75745914	RI	BS_P7EY9DXG	6		Skipping	0.156888888888889
SLC22A5:132384147-132387151_132384146-132384314_132387024-132387151	RI	BS_P7EY9DXG	6		Skipping	0.340588235294118
SLC22A5:132384147-132387151_132384146-132384320_132387024-132387151	RI	BS_P7EY9DXG	6		Skipping	0.520424242424242
GNB3:6841258-6841624_6841257-6841344_6841585-6841624	RI	BS_P7EY9DXG	6		Skipping	0.590622641509434
LINC00899:46042574-46043699_46042573-46042640_46043562-46043699	RI	BS_P7EY9DXG	6		Skipping	0.535520833333333
IMPDH2:49027710-49028322_49027709-49027916_49028198-49028322	RI	BS_P7EY9DXG	6		Skipping	0.41012962962963
PHB2:6968411-6970280_6968410-6968708_6970195-6970280	RI	BS_P7EY9DXG	6		Skipping	0.270380952380952
SIPA1L1:71704721-71705340_71704720-71704783_71705221-71705340	RI	BS_P7EY9DXG	6		Skipping	0.368483333333333
VASH2:212951339-212951818_212951338-212951392_212951588-212951818	RI	BS_P7EY9DXG	6		Skipping	0.362673076923077
TDRKH:151773494-151774504_151773493-151774227_151774412-151774504	RI	BS_P7EY9DXG	6		Skipping	0.32158064516129
MUTYH:45332763-45333324_45332762-45332834_45333284-45333324	RI	BS_P7EY9DXG	6		Skipping	0.425793103448276
WDR97:144113977-144114675_144113976-144114475_144114553-144114675	RI	BS_P7EY9DXG	6		Skipping	0.566575757575758
PRMT7:68351390-68352315_68351389-68351814_68352247-68352315	RI	BS_P7EY9DXG	6		Skipping	0.387649122807017
PRMT5:22928126-22928615_22928125-22928241_22928496-22928615	RI	BS_P7EY9DXG	6		Skipping	0.328232142857143
NSMCE1:27241353-27241889_27241352-27241484_27241798-27241889	RI	BS_P7EY9DXG	6		Skipping	0.300673913043478
CARMIL3:24064958-24065750_24064957-24065273_24065621-24065750	RI	BS_P7EY9DXG	6		Inclusion	0.354764705882353
CRELD1:9940850-9941206_9940849-9941016_9941110-9941206	RI	BS_P7EY9DXG	6		Inclusion	0.42680701754386
CRELD1:9943077-9944095_9943076-9943515_9943674-9944095	RI	BS_P7EY9DXG	6		Skipping	0.364981481481481
RHOT2:668353-668699_668352-668411_668658-668699	RI	BS_P7EY9DXG	6		Skipping	0.092918032786885
SMC4:160412326-160412849_160412325-160412453_160412529-160412849	RI	BS_P7EY9DXG	6		Skipping	0.197
ATF3:212619046-212619555_212619045-212619266_212619357-212619555	RI	BS_P7EY9DXG	6		Skipping	0.204666666666667
VPS53:708141-710613_708140-708787_710532-710613	RI	BS_P7EY9DXG	6		Skipping	0.383166666666667
DIMT1:62390876-62392990_62390875-62390982_62392925-62392990	RI	BS_P7EY9DXG	6		Skipping	0.417230769230769
RNASEH2B:50959474-50960171_50959473-50959596_50960148-50960171	RI	BS_P7EY9DXG	6		Skipping	0.547568181818182
ABHD14B:51971460-51971892_51971459-51971698_51971811-51971892	RI	BS_P7EY9DXG	6		Skipping	0.335625
ITGB1:32932515-32933583_32932514-32932600_32933481-32933583	RI	BS_P7EY9DXG	6		Skipping	0.314037735849056
ADAM9:39090047-39091346_39090046-39090188_39091263-39091346	RI	BS_P7EY9DXG	6		Skipping	0.158533333333334
LRRC51:72094948-72096895_72094947-72095096_72096722-72096895	RI	BS_P7EY9DXG	6		Skipping	0.197285714285714
GOLGA2P5:100157165-100157739_100157164-100157256_100157527-100157739	RI	BS_P7EY9DXG	6		Inclusion	0.427631578947368
SNHG14:25053828-25055230_25053827-25053967_25055078-25055230	RI	BS_P7EY9DXG	6		Skipping	0.217958333333334
NOL3:67174162-67174944_67174161-67174340_67174620-67174944	RI	BS_P7EY9DXG	6		Skipping	0.319462962962963
ATPAF2:18021123-18021663_18021122-18021238_18021421-18021663	RI	BS_P7EY9DXG	6		Skipping	0.375755102040816
HGS:81695786-81696529_81695785-81696041_81696356-81696529	RI	BS_P7EY9DXG	6		Skipping	0.266053571428571
CCNK:99500766-99502376_99500765-99500871_99502206-99502376	RI	BS_P7EY9DXG	6		Skipping	0.612042553191489
CUL4B:120538660-120540562_120538659-120538770_120540369-120540562	RI	BS_P7EY9DXG	6		Skipping	0.586882352941177
GARS1:30601059-30603122_30601058-30601224_30603033-30603122	RI	BS_P7EY9DXG	6		Skipping	0.17925
PRR5:44702218-44702608_44702217-44702409_44702491-44702608	RI	BS_P7EY9DXG	6		Skipping	0.206294117647059
NLRP2:54969999-54970295_54969998-54970153_54970222-54970295	RI	BS_P7EY9DXG	6		Skipping	0.100666666666667
HFE:26090841-26091589_26090840-26091104_26091313-26091589	RI	BS_P7EY9DXG	6		Inclusion	0.797377777777778
MUTYH:45332763-45333170_45332762-45332834_45333096-45333170	RI	BS_P7EY9DXG	6		Skipping	0.387918918918919
ENSG00000285664:52791785-52792326_52791784-52791926_52792052-52792326	RI	BS_P7EY9DXG	6		Skipping	0.298076923076923
PWRN1:24346426-24347317_24346425-24346586_24347011-24347317	RI	BS_P7EY9DXG	6		Skipping	0.398636363636364
COX7A1:36151462-36151755_36151461-36151546_36151695-36151755	RI	BS_P7EY9DXG	6		Skipping	0.483564102564103
PSMD11:32479251-32480197_32479250-32479376_32480145-32480197	RI	BS_P7EY9DXG	6		Skipping	0.24471875
HAND2-AS1:173536848-173541931_173536847-173536970_173539197-173541931	RI	BS_P7EY9DXG	6		Skipping	0.10175
TTC37:95516525-95517060_95516524-95516586_95516915-95517060	RI	BS_P7EY9DXG	6		Skipping	0.377095238095238
NDUFA10:240011617-240014860_240011616-240011660_240014738-240014860	RI	BS_P7EY9DXG	6		Skipping	0.0501250000000001
FAM95C:38540569-38541562_38540568-38540849_38541455-38541562	RI	BS_P7EY9DXG	6		Inclusion	0.284833333333333
LINC01833:44921077-44923579_44921076-44921216_44922631-44923579	RI	BS_P7EY9DXG	6		Skipping	0.0601111111111111
TTTY14:19043163-19044695_19043162-19043346_19044661-19044695	RI	BS_WVW3W6ZB	6		Skipping	0.107866666666666
MED12:71123594-71124388_71123593-71123720_71124278-71124388	RI	BS_WVW3W6ZB	6		Skipping	0.0484705882352939
IFT27:36775674-36776125_36775673-36775794_36776030-36776125	RI	BS_WVW3W6ZB	6		Skipping	0.135119402985075
DUSP18:30661445-30664080_30661444-30663728_30663838-30664080	RI	BS_WVW3W6ZB	6		Skipping	0.130313432835821
